Accession,Pangolin,Length,State,Collection_Date,Year,Month,Day,Country
OQ074505,BQ.1,29718,UT,2022-11-27,2022,11,27,USA
OQ074507,BA.5.1,29718,UT,2022-11-27,2022,11,27,USA
OQ074508,BQ.1.1.69,29718,UT,2022-11-27,2022,11,27,USA
OQ074534,BF.14,29718,UT,2022-11-28,2022,11,28,USA
OQ074593,EF.1,29715,UT,2022-11-28,2022,11,28,USA
OQ074689,BQ.1.10.1,29718,UT,2022-11-28,2022,11,28,USA
OQ075511,BA.4.6,29781,UT,2022-11-03,2022,11,3,USA
OQ070201,BQ.1.10.2,29753,UT,2022-11-19,2022,11,19,USA
OQ070210,BQ.1.3,29738,UT,2022-11-20,2022,11,20,USA
OQ070212,BA.5.1.5,29748,UT,2022-11-19,2022,11,19,USA
OQ070216,BF.21,29748,UT,2022-11-21,2022,11,21,USA
OQ070217,EE.1,29755,UT,2022-11-21,2022,11,21,USA
OQ070224,BA.5.5,29731,UT,2022-11-24,2022,11,24,USA
OQ070226,BA.5,29741,UT,2022-11-15,2022,11,15,USA
OQ070236,BF.7,29751,UT,2022-11-28,2022,11,28,USA
OQ070239,BQ.1.1.4,29742,UT,2022-11-27,2022,11,27,USA
OQ054779,BE.1.2.1,29688,UT,2022-11-25,2022,11,25,USA
OQ054781,BQ.1.1.5,29689,UT,2022-11-26,2022,11,26,USA
OQ054782,BQ.1.12,29688,UT,2022-11-26,2022,11,26,USA
OQ000094,BA.5.2.19,29717,UT,2022-11-28,2022,11,28,USA
OP988945,BN.1.3,29850,UT,2022-11-27,2022,11,27,USA
OP991104,CQ.2,29715,UT,2022-11-22,2022,11,22,USA
OP991253,BQ.1.14,29718,UT,2022-11-23,2022,11,23,USA
OP991511,BF.11,29718,UT,2022-11-25,2022,11,25,USA
OP992073,CK.1.2,29720,UT,2022-11-19,2022,11,19,USA
OP996583,BA.5.2.57,29718,UT,2022-11-26,2022,11,26,USA
OP996592,BF.4,29718,UT,2022-11-26,2022,11,26,USA
OP996808,BA.5.2.9,29709,UT,2022-11-26,2022,11,26,USA
OP982437,BQ.1.15,29718,UT,2022-11-17,2022,11,17,USA
OP982581,BF.26,29718,UT,2022-11-17,2022,11,17,USA
OP982888,BR.2.1,29724,UT,2022-11-18,2022,11,18,USA
OP983022,BF.31.1,29715,UT,2022-11-19,2022,11,19,USA
OP968356,BA.5.2.6,29687,UT,2022-11-21,2022,11,21,USA
OP960576,BA.5.2.52,29718,UT,2022-11-19,2022,11,19,USA
OP944654,BF.10,29718,UT,2022-11-15,2022,11,15,USA
OP944881,BN.1.5,29724,UT,2022-11-15,2022,11,15,USA
OP944955,BF.7.4.1,29718,UT,2022-11-15,2022,11,15,USA
OP923777,BA.5.6,29688,UT,2022-10-07,2022,10,7,USA
OP923778,BA.5.2,29688,UT,2022-10-07,2022,10,7,USA
OP923779,BF.26,29625,UT,2022-10-07,2022,10,7,USA
OP923783,BF.5,29592,UT,2022-10-07,2022,10,7,USA
OP923785,BF.14,29692,UT,2022-10-07,2022,10,7,USA
OP925117,BA.5.2.56,29753,UT,2022-11-10,2022,11,10,USA
OP925142,BA.5.2.35,29750,UT,2022-11-16,2022,11,16,USA
OP906486,CK.2.1,29657,UT,2022-11-10,2022,11,10,USA
OP907229,BF.7.6,29625,UT,2022-11-15,2022,11,15,USA
OP916616,BQ.1.1.51,29718,UT,2022-11-10,2022,11,10,USA
OP916619,BA.5.2.20,29718,UT,2022-11-10,2022,11,10,USA
OP895532,XBF,29805,UT,2022-10-28,2022,10,28,USA
OP883146,DC.1,29679,UT,2022-11-09,2022,11,9,USA
OP887265,BF.32,29718,UT,2022-11-06,2022,11,6,USA
OP887279,BA.5.6,29718,UT,2022-11-06,2022,11,6,USA
OP887899,BA.5.2.21,29718,UT,2022-11-08,2022,11,8,USA
OP879345,BA.5.1,29748,UT,2022-10-25,2022,10,25,USA
OP879348,BA.5.1.30,29748,UT,2022-10-30,2022,10,30,USA
OP879351,BQ.1.1,29751,UT,2022-10-30,2022,10,30,USA
OP879352,BA.5.2.1,29755,UT,2022-10-26,2022,10,26,USA
OP879353,BA.4.6,29736,UT,2022-10-27,2022,10,27,USA
OP879354,BF.7,29733,UT,2022-10-31,2022,10,31,USA
OP879365,BA.5.2.23,29729,UT,2022-11-01,2022,11,1,USA
OP879366,CK.1,29748,UT,2022-11-02,2022,11,2,USA
OP879368,BA.5.1.23,29740,UT,2022-11-03,2022,11,3,USA
OP879370,BA.5.2.3,29748,UT,2022-10-31,2022,10,31,USA
OP879380,BA.5.2.34,29749,UT,2022-11-06,2022,11,6,USA
OP879381,BA.5.9,29750,UT,2022-11-05,2022,11,5,USA
OP879388,BQ.1.8,29747,UT,2022-11-07,2022,11,7,USA
OP864415,BE.1.4,29700,UT,2022-11-01,2022,11,1,USA
OP864425,BQ.1.10,29718,UT,2022-11-02,2022,11,2,USA
OP868138,BA.5.2.31,29721,UT,2022-10-09,2022,10,9,USA
OP868274,BQ.1.1.5,29625,UT,2022-10-10,2022,10,10,USA
OP868397,BF.7.7,29657,UT,2022-10-10,2022,10,10,USA
OP868483,BF.10,29721,UT,2022-10-11,2022,10,11,USA
OP869771,BQ.1.23,29709,UT,2022-11-07,2022,11,7,USA
OP849378,BF.11,29718,UT,2022-10-29,2022,10,29,USA
OP849392,BN.1,29724,UT,2022-10-29,2022,10,29,USA
OP849410,BM.1.1.3,29724,UT,2022-10-30,2022,10,30,USA
OP827234,BQ.1.3,29687,UT,2022-10-26,2022,10,26,USA
OP827289,BE.1.1,29720,UT,2022-10-30,2022,10,30,USA
OP827357,BQ.1,29656,UT,2022-10-31,2022,10,31,USA
OP828203,BA.2.75.5,29727,UT,2022-11-03,2022,11,3,USA
OP813007,BN.1.5,29724,UT,2022-10-26,2022,10,26,USA
OP813166,BA.5.2.19,29709,UT,2022-10-26,2022,10,26,USA
OP813877,BA.5.5,29715,UT,2022-10-28,2022,10,28,USA
OP813903,BQ.1.1.7,29718,UT,2022-10-28,2022,10,28,USA
OP813915,BQ.1.1.28,29718,UT,2022-10-28,2022,10,28,USA
OP808814,BA.5.2.20,29720,UT,2022-10-27,2022,10,27,USA
OP788843,BA.2.3.20,29724,UT,2022-10-24,2022,10,24,USA
OP790634,BA.5.1.10,29657,UT,2022-10-17,2022,10,17,USA
OP790705,BF.7.23,29720,UT,2022-10-21,2022,10,21,USA
OP780393,BA.2.75.5,29724,UT,2022-10-17,2022,10,17,USA
OP780463,BA.5.1.3,29718,UT,2022-10-17,2022,10,17,USA
OP780504,BA.5.2.13,29718,UT,2022-10-17,2022,10,17,USA
OP780548,BA.5.1.1,29718,UT,2022-10-17,2022,10,17,USA
OP780878,BE.1.1.1,29718,UT,2022-10-19,2022,10,19,USA
OP735702,BQ.1.1.29,29718,UT,2022-10-11,2022,10,11,USA
OP736142,DL.1,29718,UT,2022-10-13,2022,10,13,USA
OP737106,BA.5.2.6,29720,UT,2022-10-15,2022,10,15,USA
OP729962,BA.5.2,29712,UT,2022-08-13,2022,8,13,USA
OP729964,BA.4.1,29709,UT,2022-08-13,2022,8,13,USA
OP729965,BA.5.6,29715,UT,2022-08-13,2022,8,13,USA
OP729966,BA.5.2.1,29718,UT,2022-08-13,2022,8,13,USA
OP729967,BA.5.5,29718,UT,2022-08-13,2022,8,13,USA
OP735237,BA.5.2.9,29627,UT,2022-10-01,2022,10,1,USA
OP735250,BA.5.1.35,29750,UT,2022-10-04,2022,10,4,USA
OP735274,BQ.1.10,29747,UT,2022-10-12,2022,10,12,USA
OP724115,BA.5.2,29688,UT,2022-09-30,2022,9,30,USA
OP724123,BA.4.6,29679,UT,2022-09-30,2022,9,30,USA
OP724126,BA.5.2.1,29619,UT,2022-09-30,2022,9,30,USA
OP659934,BE.3,29720,UT,2022-09-27,2022,9,27,USA
OP659935,BA.5.1,29687,UT,2022-09-27,2022,9,27,USA
OP660207,BF.5,29720,UT,2022-09-28,2022,9,28,USA
OP670423,BA.5.1.1,29678,UT,2022-09-29,2022,9,29,USA
OP670431,BE.1.1,29687,UT,2022-09-29,2022,9,29,USA
OP652353,BF.3,29721,UT,2022-08-20,2022,8,20,USA
OP652354,BA.4.6,29679,UT,2022-08-20,2022,8,20,USA
OP652356,BA.5.1,29688,UT,2022-08-20,2022,8,20,USA
OP652360,BE.1,29658,UT,2022-08-20,2022,8,20,USA
OP652469,BA.2.75,29724,UT,2022-09-27,2022,9,27,USA
OP657630,BA.4,29711,UT,2022-09-22,2022,9,22,USA
OP630226,BA.2.12.1,29664,UT,2022-06-17,2022,6,17,USA
OP630234,BA.2,29661,UT,2022-06-18,2022,6,18,USA
OP618782,BA.4.1,29766,UT,2022-09-13,2022,9,13,USA
OP591300,BF.4,29840,UT,2022-09-22,2022,9,22,USA
OP567669,BA.5.6,29718,UT,2022-09-11,2022,9,11,USA
OP567681,BF.10,29718,UT,2022-09-11,2022,9,11,USA
OP568036,BF.7,29718,UT,2022-09-13,2022,9,13,USA
OP576577,BA.2.75.1,29724,UT,2022-09-17,2022,9,17,USA
OP557611,BA.5.1.2,29739,UT,2022-08-15,2022,8,15,USA
OP557613,BF.8,29739,UT,2022-08-17,2022,8,17,USA
OP557617,BA.5.2.3,29751,UT,2022-08-18,2022,8,18,USA
OP557642,BE.1,29733,UT,2022-09-01,2022,9,1,USA
OP557663,BE.3,29750,UT,2022-08-18,2022,8,18,USA
OP557683,BA.5.2.3,29747,UT,2022-09-07,2022,9,7,USA
OP557688,BA.5.5,29739,UT,2022-09-09,2022,9,9,USA
OP430624,BA.4.1,29781,UT,2022-07-29,2022,7,29,USA
OP430629,BA.5.2.1,29734,UT,2022-07-29,2022,7,29,USA
OP415789,BE.1.1,29718,UT,2022-08-26,2022,8,26,USA
OP415819,BF.10,29718,UT,2022-08-26,2022,8,26,USA
OP384535,BA.2,29598,UT,2022-08-20,2022,8,20,USA
OP362474,BA.5.1,29658,UT,2022-07-22,2022,7,22,USA
OP362477,BA.5.2,29658,UT,2022-07-27,2022,7,27,USA
OP362479,BE.1,29657,UT,2022-07-21,2022,7,21,USA
OP362483,BA.4.6,29804,UT,2022-07-28,2022,7,28,USA
OP362488,BE.1.1,29658,UT,2022-07-23,2022,7,23,USA
OP362498,BA.4,29807,UT,2022-08-01,2022,8,1,USA
OP362500,BF.5,29658,UT,2022-08-01,2022,8,1,USA
OP362508,BA.5.1.3,29657,UT,2022-08-02,2022,8,2,USA
OP362511,BA.2.12.1,29819,UT,2022-08-02,2022,8,2,USA
OP349810,BA.5.1.1,29720,UT,2022-08-15,2022,8,15,USA
OP304045,BA.5,29718,UT,2022-08-11,2022,8,11,USA
OP306049,BA.5.1.6,29803,UT,2022-08-07,2022,8,7,USA
OP289774,BA.2.12.1,29729,UT,2022-05-24,2022,5,24,USA
OP292490,BA.2.76,29796,UT,2022-07-20,2022,7,20,USA
OP292503,BE.3,29645,UT,2022-07-20,2022,7,20,USA
OP292504,BA.5.6,29642,UT,2022-07-20,2022,7,20,USA
OP292508,BA.5.5,29734,UT,2022-07-20,2022,7,20,USA
OP279346,BA.5.1.3,29753,UT,2022-07-06,2022,7,6,USA
OP279353,BA.4.1.6,29737,UT,2022-07-09,2022,7,9,USA
OP279357,BA.2.12.1,29743,UT,2022-07-09,2022,7,9,USA
OP279374,BA.2.37,29757,UT,2022-07-11,2022,7,11,USA
OP279390,BF.10,29746,UT,2022-07-16,2022,7,16,USA
OP279413,BA.5.1.35,29750,UT,2022-07-20,2022,7,20,USA
OP278028,BA.4.1,29746,UT,2022-06-21,2022,6,21,USA
OP278033,BA.4,29745,UT,2022-06-22,2022,6,22,USA
OP278034,BA.2.3,29748,UT,2022-06-22,2022,6,22,USA
OP278036,BA.2.9,29753,UT,2022-06-23,2022,6,23,USA
OP278041,BF.10,29753,UT,2022-06-22,2022,6,22,USA
OP278051,BA.5.6,29751,UT,2022-06-25,2022,6,25,USA
OP278055,BE.3,29743,UT,2022-06-24,2022,6,24,USA
OP278060,BA.4.4,29740,UT,2022-06-25,2022,6,25,USA
OP278069,BA.5.5,29745,UT,2022-06-27,2022,6,27,USA
OP278074,BA.5.2.1,29751,UT,2022-06-27,2022,6,27,USA
OP278077,BA.5.1,29748,UT,2022-06-24,2022,6,24,USA
OP278084,BA.4.2,29740,UT,2022-06-23,2022,6,23,USA
OP239646,BA.5.6.1,29721,UT,2022-08-01,2022,8,1,USA
OP223890,BF.41,29615,UT,2022-07-26,2022,7,26,USA
OP224193,BF.5,29657,UT,2022-07-28,2022,7,28,USA
OP227725,BA.5.1.6,29718,UT,2022-07-28,2022,7,28,USA
OP228313,BA.5.9,29718,UT,2022-07-30,2022,7,30,USA
OP228437,BA.5.1.1,29718,UT,2022-07-30,2022,7,30,USA
OP210668,BA.2.52,29805,UT,2022-07-15,2022,7,15,USA
OP200570,BA.4.4,29712,UT,2022-07-24,2022,7,24,USA
OP200757,BA.4,29712,UT,2022-07-25,2022,7,25,USA
OP194707,BA.5,29718,UT,2022-07-22,2022,7,22,USA
OP118929,BA.5.2.20,29721,UT,2022-07-18,2022,7,18,USA
OP127190,BA.5.8,29718,UT,2022-07-15,2022,7,15,USA
OP048234,BA.4.2,29712,UT,2022-07-01,2022,7,1,USA
OP048243,BA.2.18,29727,UT,2022-07-01,2022,7,1,USA
OP040162,BE.1,29718,UT,2022-06-30,2022,6,30,USA
OP013584,BA.4.5,29712,UT,2022-06-27,2022,6,27,USA
ON976373,BA.5.2,29592,UT,2022-06-27,2022,6,27,USA
ON966362,BE.1.1,29657,UT,2022-06-21,2022,6,21,USA
ON927931,BA.2.3.17,29796,UT,2022-06-10,2022,6,10,USA
ON913140,BA.5.3,29720,UT,2022-06-14,2022,6,14,USA
ON916392,BA.5.1.1,29624,UT,2022-06-15,2022,6,15,USA
ON925023,AY.44,29836,UT,2021-09-27,2021,9,27,USA
ON925027,B.1.617.2,29836,UT,2021-09-29,2021,9,29,USA
ON925054,AY.44,29836,UT,2021-10-27,2021,10,27,USA
ON925055,AY.103,29836,UT,2021-10-27,2021,10,27,USA
ON925059,AY.107,29836,UT,2021-10-27,2021,10,27,USA
ON925087,BA.4.1,29781,UT,2021-12-14,2021,12,14,USA
ON894492,BA.2.3.14,29663,UT,2022-06-09,2022,6,9,USA
ON882866,BA.4.1.6,29711,UT,2022-06-11,2022,6,11,USA
ON871477,BF.5,29657,UT,2022-06-09,2022,6,9,USA
ON874126,BA.2.18,29724,UT,2022-06-07,2022,6,7,USA
ON874851,BA.2.36,29724,UT,2022-06-10,2022,6,10,USA
ON876709,BA.4.1.1,29742,UT,2022-06-16,2022,6,16,USA
ON876716,BF.7.19,29753,UT,2022-06-18,2022,6,18,USA
ON823263,BA.2.3,29694,UT,2022-05-31,2022,5,31,USA
ON823445,BA.2.9.3,29663,UT,2022-06-01,2022,6,1,USA
ON828696,BA.2.20,29724,UT,2022-06-03,2022,6,3,USA
ON800925,BA.2,29663,UT,2022-05-28,2022,5,28,USA
ON800956,BA.2.3.6,29598,UT,2022-05-28,2022,5,28,USA
ON801111,BA.2.9,29693,UT,2022-05-31,2022,5,31,USA
ON801357,BA.5.3.1,29657,UT,2022-06-01,2022,6,1,USA
ON798642,BA.2.13.1,29763,UT,2022-05-27,2022,5,27,USA
ON798664,BA.2.13,29763,UT,2022-05-06,2022,5,6,USA
ON798668,BA.2.3,29766,UT,2022-04-29,2022,4,29,USA
ON798669,BA.2,29762,UT,2022-04-24,2022,4,24,USA
ON798674,BA.2.2.1,29786,UT,2022-03-31,2022,3,31,USA
ON798675,BA.2.9,29758,UT,2022-03-25,2022,3,25,USA
ON798676,BA.1.1,29802,UT,2022-03-22,2022,3,22,USA
ON798678,BA.1.1,29787,UT,2022-02-24,2022,2,24,USA
ON798679,BA.1.15,29813,UT,2022-03-01,2022,3,1,USA
ON798685,BA.2,29766,UT,2022-02-23,2022,2,23,USA
ON798690,BA.1.1.18,29786,UT,2022-02-15,2022,2,15,USA
ON798709,BA.1,29795,UT,2022-02-13,2022,2,13,USA
ON798713,BA.1.18,29800,UT,2022-02-07,2022,2,7,USA
ON798717,BA.1.15,29786,UT,2022-02-08,2022,2,8,USA
ON798719,BA.1.1.2,29802,UT,2022-02-03,2022,2,3,USA
ON795260,BA.4,29709,UT,2022-05-29,2022,5,29,USA
ON744390,BA.2.36,29724,UT,2022-05-23,2022,5,23,USA
ON732377,BA.5.2.1,29718,UT,2022-05-23,2022,5,23,USA
ON674657,BA.2.3.14,29849,UT,2022-05-23,2022,5,23,USA
ON674768,BA.2.23,29850,UT,2022-05-24,2022,5,24,USA
ON680451,BG.4,29724,UT,2022-05-17,2022,5,17,USA
ON690192,BA.5.1,29718,UT,2022-05-12,2022,5,12,USA
ON620547,BA.2.10.1,29796,UT,2022-03-18,2022,3,18,USA
ON620548,BA.2.10.1,29796,UT,2022-04-15,2022,4,15,USA
ON606503,BA.2.56,29726,UT,2022-05-04,2022,5,4,USA
ON570039,BA.1.17.2,29726,UT,2022-05-05,2022,5,5,USA
ON549024,BA.2.12.1,29724,UT,2022-04-29,2022,4,29,USA
ON523484,BA.2.20,29724,UT,2022-04-28,2022,4,28,USA
ON489586,BA.2.7,29724,UT,2022-04-21,2022,4,21,USA
ON462791,BA.2.9,29724,UT,2022-04-20,2022,4,20,USA
ON467191,BA.5.2.1,29721,UT,2022-04-26,2022,4,26,USA
ON413951,BA.2.36,29727,UT,2022-04-06,2022,4,6,USA
ON414143,BA.2.5,29727,UT,2022-04-19,2022,4,19,USA
ON414144,BA.2.32,29598,UT,2022-04-19,2022,4,19,USA
ON395271,BA.1.1,29701,UT,2022-04-13,2022,4,13,USA
ON402525,BA.2.48,29796,UT,2022-04-15,2022,4,15,USA
ON333036,BA.2.3,29664,UT,2022-03-18,2022,3,18,USA
ON333039,BA.2,29697,UT,2022-03-18,2022,3,18,USA
ON333133,BA.1,29657,UT,2022-03-03,2022,3,3,USA
ON318419,BA.2.12.1,29796,UT,2022-03-30,2022,3,30,USA
ON309140,BA.2.12,29724,UT,2022-04-07,2022,4,7,USA
ON242980,BA.2.3.17,29747,UT,2022-03-25,2022,3,25,USA
ON232659,BA.1.1.10,29716,UT,2022-03-24,2022,3,24,USA
ON203760,BA.2.7,29724,UT,2022-03-26,2022,3,26,USA
ON151292,BA.1.20,29717,UT,2022-03-22,2022,3,22,USA
ON144450,BA.1.15.2,29792,UT,2022-03-22,2022,3,22,USA
ON117971,BA.2.23,29724,UT,2022-03-15,2022,3,15,USA
ON080502,BA.1.1.2,29784,UT,2022-03-18,2022,3,18,USA
ON048022,BA.1.1.18,29618,UT,2022-03-05,2022,3,5,USA
OM962038,BA.1.1.16,29744,UT,2022-02-21,2022,2,21,USA
OM962345,BA.2.3,29724,UT,2022-02-23,2022,2,23,USA
OM962733,BA.1.15.2,29747,UT,2022-02-26,2022,2,26,USA
OM965363,BA.1.1,29789,UT,2021-12-14,2021,12,14,USA
OM940649,BA.1.12,29717,UT,2022-02-17,2022,2,17,USA
OM921016,BA.1.20,29806,UT,2022-02-11,2022,2,11,USA
OM904335,BA.2.10,29724,UT,2022-02-13,2022,2,13,USA
OM823349,BA.2.9,29818,UT,2022-02-09,2022,2,9,USA
OM803731,BA.1.1.14,29745,UT,2022-02-10,2022,2,10,USA
OM723836,BA.1.1,29718,UT,2022-01-26,2022,1,26,USA
OM723938,BA.1.15,29684,UT,2022-01-27,2022,1,27,USA
OM693064,BA.1,29653,UT,2022-01-26,2022,1,26,USA
OM693380,BA.1.18,29718,UT,2022-01-26,2022,1,26,USA
OM693909,BA.1.1.18,29716,UT,2022-01-27,2022,1,27,USA
OM693935,BA.1.1.2,29717,UT,2022-01-27,2022,1,27,USA
OM694700,BA.1.15.1,29663,UT,2022-01-28,2022,1,28,USA
OM695654,AY.25,29768,UT,2022-01-30,2022,1,30,USA
OM696062,BA.1.20,29717,UT,2022-01-31,2022,1,31,USA
OM665627,BA.1.1.14,29747,UT,2022-01-27,2022,1,27,USA
OM619993,BA.1.17.2,29793,UT,2022-01-28,2022,1,28,USA
OM622999,BA.1.17,29716,UT,2022-01-19,2022,1,19,USA
OM625273,BA.2.3,29631,UT,2022-01-25,2022,1,25,USA
OM540292,BA.2.2.1,29747,UT,2022-01-22,2022,1,22,USA
OM448848,AY.119.2,29797,UT,2022-01-03,2022,1,3,USA
OM430233,AY.3,29767,UT,2022-01-10,2022,1,10,USA
OM431747,BA.1.1.1,29750,UT,2022-01-13,2022,1,13,USA
OM407898,AY.44,29764,UT,2022-01-05,2022,1,5,USA
OM412427,AY.103,29612,UT,2022-01-12,2022,1,12,USA
OM353023,AY.103,29816,UT,2021-12-30,2021,12,30,USA
OM355858,BA.1,29716,UT,2021-12-26,2021,12,26,USA
OM355963,BA.1.15,29686,UT,2021-12-27,2021,12,27,USA
OM356027,AY.44,29709,UT,2021-12-27,2021,12,27,USA
OM356144,AY.119,29767,UT,2021-12-27,2021,12,27,USA
OM356151,BA.1.18,29686,UT,2021-12-27,2021,12,27,USA
OM356157,BA.1.1.2,29716,UT,2021-12-27,2021,12,27,USA
OM356159,AY.25,29741,UT,2021-12-27,2021,12,27,USA
OM357075,AY.25.1,29764,UT,2021-12-29,2021,12,29,USA
OM357089,BA.1.1.18,29716,UT,2021-12-29,2021,12,29,USA
OM357165,AY.100,29761,UT,2021-12-29,2021,12,29,USA
OM357266,BA.1.20,29621,UT,2021-12-29,2021,12,29,USA
OM366679,AY.39,29766,UT,2021-12-30,2021,12,30,USA
OM366818,BA.1.1.15,29621,UT,2021-12-31,2021,12,31,USA
OM298474,BA.1.17,29790,UT,2021-12-29,2021,12,29,USA
OM272061,AY.20,29804,UT,2021-12-23,2021,12,23,USA
OM236327,BA.2.2.1,29796,UT,2021-12-27,2021,12,27,USA
OM224356,AY.9.2,29765,UT,2021-12-22,2021,12,22,USA
OM175602,AY.120.1,29706,UT,2021-12-22,2021,12,22,USA
OM175640,B.1.617.2,29733,UT,2021-12-22,2021,12,22,USA
OM158962,AY.107,29845,UT,2021-11-23,2021,11,23,USA
OM158975,AY.100,29796,UT,2021-11-23,2021,11,23,USA
OM158981,AY.25,29851,UT,2021-11-23,2021,11,23,USA
OM158989,AY.44,29837,UT,2021-11-23,2021,11,23,USA
OM161222,AY.117,29769,UT,2021-12-13,2021,12,13,USA
OM161365,AY.26,29769,UT,2021-12-16,2021,12,16,USA
OM134653,AY.119.2,29816,UT,2021-12-21,2021,12,21,USA
OM116894,AY.3.1,29823,UT,2021-12-20,2021,12,20,USA
OM121139,AY.3,29701,UT,2021-12-14,2021,12,14,USA
OM125880,AY.113,29816,UT,2021-12-15,2021,12,15,USA
OM085178,AY.107,29769,UT,2021-12-09,2021,12,9,USA
OM075386,AY.54,29767,UT,2021-12-11,2021,12,11,USA
OM075653,AY.47,29752,UT,2021-12-13,2021,12,13,USA
OM078687,AY.43,29816,UT,2021-12-16,2021,12,16,USA
OM082089,AY.103,29836,UT,2021-11-30,2021,11,30,USA
OM033981,AY.116.1,29816,UT,2021-12-09,2021,12,9,USA
OM047699,AY.3,29787,UT,2021-11-29,2021,11,29,USA
OL967397,AY.117,29816,UT,2021-11-29,2021,11,29,USA
OL968079,AY.25.1,29811,UT,2021-11-29,2021,11,29,USA
OL968386,AY.119,29811,UT,2021-11-30,2021,11,30,USA
OL968425,AY.43.3,29808,UT,2021-11-30,2021,11,30,USA
OL990808,AY.3.3,29645,UT,2021-11-29,2021,11,29,USA
OL961838,AY.39.1,29769,UT,2021-11-30,2021,11,30,USA
OL915294,B.1.617.2,29767,UT,2021-11-20,2021,11,20,USA
OL915630,AY.54,29766,UT,2021-11-23,2021,11,23,USA
OL915811,AY.26,29766,UT,2021-11-23,2021,11,23,USA
OL915837,AY.120.1,29707,UT,2021-11-24,2021,11,24,USA
OL920831,AY.118,29811,UT,2021-11-24,2021,11,24,USA
OL920987,AY.119.2,29810,UT,2021-11-26,2021,11,26,USA
OL921843,AY.116.1,29816,UT,2021-11-10,2021,11,10,USA
OL923630,AY.20,29816,UT,2021-11-15,2021,11,15,USA
OL926528,AY.122,29807,UT,2021-11-22,2021,11,22,USA
OL928065,AY.47,29809,UT,2021-11-09,2021,11,9,USA
OL947144,AY.43,29810,UT,2021-11-05,2021,11,5,USA
OL947146,AY.39,29816,UT,2021-11-05,2021,11,5,USA
OL947623,AY.36,29820,UT,2021-11-05,2021,11,5,USA
OL881531,AY.3.1,29766,UT,2021-11-28,2021,11,28,USA
OL886913,AY.4,29793,UT,2021-11-16,2021,11,16,USA
OL898807,BA.1.1,29799,UT,2021-11-29,2021,11,29,USA
OL809168,AY.14,29767,UT,2021-11-20,2021,11,20,USA
OL750226,AY.113,29810,UT,2021-11-16,2021,11,16,USA
OL726121,AY.1,29769,UT,2021-11-02,2021,11,2,USA
OL730017,AY.114,29823,UT,2021-11-04,2021,11,4,USA
OL736195,AY.46.4,29704,UT,2021-11-15,2021,11,15,USA
OL609721,AY.25,29826,UT,2021-10-02,2021,10,2,USA
OL427757,AY.39,29796,UT,2021-10-13,2021,10,13,USA
OL367273,B.1.1.7,29833,UT,2021-04-28,2021,4,28,USA
OL369034,P.1,29840,UT,2021-04-26,2021,4,26,USA
OL369042,Q.3,29870,UT,2021-04-28,2021,4,28,USA
OL369074,C.37,29839,UT,2021-04-28,2021,4,28,USA
OL316679,AY.3,29836,UT,2021-10-09,2021,10,9,USA
OL240729,AY.103,29829,UT,2021-09-30,2021,9,30,USA
OK510909,B.1.1.7,29664,UT,2021-06-02,2021,6,2,USA
OK511086,B.1.1.7,29761,UT,2021-05-28,2021,5,28,USA
OK397806,B.1.617.2,29776,UT,2021-07-28,2021,7,28,USA
OK397813,B.1.1.7,29780,UT,2021-07-28,2021,7,28,USA
OK397849,B.1.1,29753,UT,2021-09-07,2021,9,7,USA
OK398007,B.1.1,29797,UT,2021-08-05,2021,8,5,USA
OK361815,AY.44,29811,UT,2021-08-30,2021,8,30,USA
OK308167,B.1.617.2,29662,UT,2021-08-27,2021,8,27,USA
OK254332,B.1.1.7,29781,UT,2021-08-02,2021,8,2,USA
OK190962,B.1.1.519,29830,UT,2021-03-22,2021,3,22,USA
OK188164,B.1.2,29868,UT,2021-02-16,2021,2,16,USA
OK188212,B.1.234,29867,UT,2021-02-16,2021,2,16,USA
OK188227,B.1.427,29867,UT,2021-02-17,2021,2,17,USA
OK188266,B.1.561,29867,UT,2021-02-19,2021,2,19,USA
OK188371,B.1.429,29835,UT,2021-02-16,2021,2,16,USA
OK188419,B.1.1.519,29867,UT,2021-02-16,2021,2,16,USA
OK188462,B.1.400,29849,UT,2021-02-22,2021,2,22,USA
OK162281,B.1.1.523,29791,UT,2021-08-03,2021,8,3,USA
OK165665,P.1,29798,UT,2021-07-21,2021,7,21,USA
OK166427,P.1.17,29801,UT,2021-07-19,2021,7,19,USA
OK009102,P.1,29831,UT,2021-08-06,2021,8,6,USA
MZ981278,AY.35,29817,UT,2021-07-29,2021,7,29,USA
MZ842870,B.1.1.222,29805,UT,2021-01-15,2021,1,15,USA
MZ842871,B.1.1.7,29787,UT,2021-03-16,2021,3,16,USA
MZ842872,B.1.429,29806,UT,2021-03-15,2021,3,15,USA
MZ842873,B.1.429,29808,UT,2021-01-15,2021,1,15,USA
MZ842876,B.1.1.519,29806,UT,2021-01-15,2021,1,15,USA
MZ842877,B.1.2,29789,UT,2021-01-15,2021,1,15,USA
MZ842887,B.1.240,29794,UT,2021-01-15,2021,1,15,USA
MZ842893,B.1.400,29782,UT,2021-01-15,2021,1,15,USA
MZ842949,Q.3,29768,UT,2021-03-11,2021,3,11,USA
MZ842965,B.1.1.222,29824,UT,2021-03-08,2021,3,8,USA
MZ842969,B.1.234,29787,UT,2021-01-12,2021,1,12,USA
MZ779780,P.1,29862,UT,2021-03-09,2021,3,9,USA
