Accession,Pangolin,Protein,Length,State,Collection_Date,Year,Month,Day,Country
UZG69330,BF.10,ORF8 protein,121,AL,2022-09-28,2022,9,28,USA
UZG69331,BF.10,nucleocapsid phosphoprotein,416,AL,2022-09-28,2022,9,28,USA
UZG69332,BF.10,ORF10 protein,38,AL,2022-09-28,2022,9,28,USA
UZG69417,BA.5.5,ORF1ab polyprotein,7093,AL,2022-09-28,2022,9,28,USA
UZG69418,BA.5.5,ORF1a polyprotein,4402,AL,2022-09-28,2022,9,28,USA
UZG69419,BA.5.5,surface glycoprotein,1268,AL,2022-09-28,2022,9,28,USA
UZG69420,BA.5.5,ORF3a protein,275,AL,2022-09-28,2022,9,28,USA
UZG69421,BA.5.5,envelope protein,75,AL,2022-09-28,2022,9,28,USA
UZG69422,BA.5.5,membrane glycoprotein,222,AL,2022-09-28,2022,9,28,USA
UZG69423,BA.5.5,ORF6 protein,61,AL,2022-09-28,2022,9,28,USA
UZG69424,BA.5.5,ORF7a protein,121,AL,2022-09-28,2022,9,28,USA
UZG69425,BA.5.5,ORF7b protein,43,AL,2022-09-28,2022,9,28,USA
UZG69426,BA.5.5,ORF8 protein,121,AL,2022-09-28,2022,9,28,USA
UZG69427,BA.5.5,nucleocapsid phosphoprotein,416,AL,2022-09-28,2022,9,28,USA
UZG69428,BA.5.5,ORF10 protein,38,AL,2022-09-28,2022,9,28,USA
UZG69918,BA.5.1.10,ORF1ab polyprotein,7093,AL,2022-09-28,2022,9,28,USA
UZG69919,BA.5.1.10,ORF1a polyprotein,4402,AL,2022-09-28,2022,9,28,USA
UZG69920,BA.5.1.10,surface glycoprotein,1268,AL,2022-09-28,2022,9,28,USA
UZG69921,BA.5.1.10,ORF3a protein,275,AL,2022-09-28,2022,9,28,USA
UZG69922,BA.5.1.10,envelope protein,75,AL,2022-09-28,2022,9,28,USA
UZG69923,BA.5.1.10,membrane glycoprotein,222,AL,2022-09-28,2022,9,28,USA
UZG69924,BA.5.1.10,ORF6 protein,61,AL,2022-09-28,2022,9,28,USA
UZG69925,BA.5.1.10,ORF7a protein,121,AL,2022-09-28,2022,9,28,USA
UZG69926,BA.5.1.10,ORF7b protein,43,AL,2022-09-28,2022,9,28,USA
UZG69927,BA.5.1.10,ORF8 protein,121,AL,2022-09-28,2022,9,28,USA
UZG69928,BA.5.1.10,nucleocapsid phosphoprotein,416,AL,2022-09-28,2022,9,28,USA
UZG69929,BA.5.1.10,ORF10 protein,38,AL,2022-09-28,2022,9,28,USA
UZD78091,BF.11,ORF1ab polyprotein,7093,AL,2022-10-23,2022,10,23,USA
UZD78092,BF.11,ORF1a polyprotein,4402,AL,2022-10-23,2022,10,23,USA
UZD78093,BF.11,surface glycoprotein,1268,AL,2022-10-23,2022,10,23,USA
UZD78094,BF.11,ORF3a protein,275,AL,2022-10-23,2022,10,23,USA
UZD78095,BF.11,envelope protein,75,AL,2022-10-23,2022,10,23,USA
UZD78096,BF.11,membrane glycoprotein,222,AL,2022-10-23,2022,10,23,USA
UZD78097,BF.11,ORF6 protein,61,AL,2022-10-23,2022,10,23,USA
UZD78098,BF.11,ORF7a protein,121,AL,2022-10-23,2022,10,23,USA
UZD78099,BF.11,ORF7b protein,43,AL,2022-10-23,2022,10,23,USA
UZD78100,BF.11,ORF8 protein,121,AL,2022-10-23,2022,10,23,USA
UZD78101,BF.11,nucleocapsid phosphoprotein,416,AL,2022-10-23,2022,10,23,USA
UZD78102,BF.11,ORF10 protein,38,AL,2022-10-23,2022,10,23,USA
UZD79033,BA.5.5.1,ORF1ab polyprotein,7093,AL,2022-10-24,2022,10,24,USA
UZD79034,BA.5.5.1,ORF1a polyprotein,4402,AL,2022-10-24,2022,10,24,USA
UZD79035,BA.5.5.1,surface glycoprotein,1268,AL,2022-10-24,2022,10,24,USA
UZD79036,BA.5.5.1,ORF3a protein,275,AL,2022-10-24,2022,10,24,USA
UZD79037,BA.5.5.1,envelope protein,75,AL,2022-10-24,2022,10,24,USA
UZD79038,BA.5.5.1,membrane glycoprotein,222,AL,2022-10-24,2022,10,24,USA
UZD79039,BA.5.5.1,ORF6 protein,61,AL,2022-10-24,2022,10,24,USA
UZD79040,BA.5.5.1,ORF7a protein,121,AL,2022-10-24,2022,10,24,USA
UZD79041,BA.5.5.1,ORF7b protein,43,AL,2022-10-24,2022,10,24,USA
UZD79042,BA.5.5.1,ORF8 protein,121,AL,2022-10-24,2022,10,24,USA
UZD79043,BA.5.5.1,nucleocapsid phosphoprotein,416,AL,2022-10-24,2022,10,24,USA
UZD79044,BA.5.5.1,ORF10 protein,38,AL,2022-10-24,2022,10,24,USA
UZD82865,BA.5.3.1,ORF1ab polyprotein,7093,AL,2022-10-25,2022,10,25,USA
UZD82866,BA.5.3.1,ORF1a polyprotein,4402,AL,2022-10-25,2022,10,25,USA
UZD82867,BA.5.3.1,surface glycoprotein,1268,AL,2022-10-25,2022,10,25,USA
UZD82868,BA.5.3.1,ORF3a protein,275,AL,2022-10-25,2022,10,25,USA
UZD82869,BA.5.3.1,envelope protein,75,AL,2022-10-25,2022,10,25,USA
UZD82870,BA.5.3.1,membrane glycoprotein,222,AL,2022-10-25,2022,10,25,USA
UZD82871,BA.5.3.1,ORF6 protein,61,AL,2022-10-25,2022,10,25,USA
UZD82872,BA.5.3.1,ORF7a protein,121,AL,2022-10-25,2022,10,25,USA
UZD82873,BA.5.3.1,ORF7b protein,43,AL,2022-10-25,2022,10,25,USA
UZD82874,BA.5.3.1,ORF8 protein,121,AL,2022-10-25,2022,10,25,USA
UZD82875,BA.5.3.1,nucleocapsid phosphoprotein,416,AL,2022-10-25,2022,10,25,USA
UZD82876,BA.5.3.1,ORF10 protein,38,AL,2022-10-25,2022,10,25,USA
UYX90546,BE.3,ORF1ab polyprotein,7093,AL,2022-10-21,2022,10,21,USA
UYX90547,BE.3,ORF1a polyprotein,4402,AL,2022-10-21,2022,10,21,USA
UYX90548,BE.3,surface glycoprotein,1268,AL,2022-10-21,2022,10,21,USA
UYX90549,BE.3,ORF3a protein,275,AL,2022-10-21,2022,10,21,USA
UYX90550,BE.3,envelope protein,75,AL,2022-10-21,2022,10,21,USA
UYX90551,BE.3,membrane glycoprotein,222,AL,2022-10-21,2022,10,21,USA
UYX90552,BE.3,ORF6 protein,61,AL,2022-10-21,2022,10,21,USA
UYX90553,BE.3,ORF7a protein,121,AL,2022-10-21,2022,10,21,USA
UYX90554,BE.3,ORF7b protein,43,AL,2022-10-21,2022,10,21,USA
UYX90555,BE.3,ORF8 protein,121,AL,2022-10-21,2022,10,21,USA
UYX90556,BE.3,nucleocapsid phosphoprotein,416,AL,2022-10-21,2022,10,21,USA
UYX90557,BE.3,ORF10 protein,38,AL,2022-10-21,2022,10,21,USA
UYZ51634,BA.5.5,ORF1ab polyprotein,7093,AL,2022-07-30,2022,7,30,USA
UYZ51635,BA.5.5,ORF1a polyprotein,4402,AL,2022-07-30,2022,7,30,USA
UYZ51636,BA.5.5,surface glycoprotein,1268,AL,2022-07-30,2022,7,30,USA
UYZ51637,BA.5.5,ORF3a protein,275,AL,2022-07-30,2022,7,30,USA
UYZ51638,BA.5.5,envelope protein,75,AL,2022-07-30,2022,7,30,USA
UYZ51639,BA.5.5,membrane glycoprotein,222,AL,2022-07-30,2022,7,30,USA
UYZ51640,BA.5.5,ORF6 protein,61,AL,2022-07-30,2022,7,30,USA
UYZ51641,BA.5.5,ORF7a protein,121,AL,2022-07-30,2022,7,30,USA
UYZ51642,BA.5.5,ORF7b protein,43,AL,2022-07-30,2022,7,30,USA
UYZ51643,BA.5.5,ORF8 protein,121,AL,2022-07-30,2022,7,30,USA
UYZ51644,BA.5.5,nucleocapsid phosphoprotein,416,AL,2022-07-30,2022,7,30,USA
UYZ51645,BA.5.5,ORF10 protein,38,AL,2022-07-30,2022,7,30,USA
UYZ51658,BA.4.1,ORF1ab polyprotein,7090,AL,2022-07-30,2022,7,30,USA
UYZ51659,BA.4.1,ORF1a polyprotein,4399,AL,2022-07-30,2022,7,30,USA
UYZ51660,BA.4.1,surface glycoprotein,1268,AL,2022-07-30,2022,7,30,USA
UYZ51661,BA.4.1,ORF3a protein,275,AL,2022-07-30,2022,7,30,USA
UYZ51662,BA.4.1,envelope protein,75,AL,2022-07-30,2022,7,30,USA
UYZ51663,BA.4.1,membrane glycoprotein,222,AL,2022-07-30,2022,7,30,USA
UYZ51664,BA.4.1,ORF6 protein,61,AL,2022-07-30,2022,7,30,USA
UYZ51665,BA.4.1,ORF7a protein,121,AL,2022-07-30,2022,7,30,USA
UYZ51666,BA.4.1,ORF7b protein,43,AL,2022-07-30,2022,7,30,USA
UYZ51667,BA.4.1,ORF8 protein,121,AL,2022-07-30,2022,7,30,USA
UYZ51668,BA.4.1,nucleocapsid phosphoprotein,416,AL,2022-07-30,2022,7,30,USA
UYZ51669,BA.4.1,ORF10 protein,38,AL,2022-07-30,2022,7,30,USA
UYZ51706,BA.5.2.1,ORF1ab polyprotein,7093,AL,2022-07-30,2022,7,30,USA
UYZ51707,BA.5.2.1,ORF1a polyprotein,4402,AL,2022-07-30,2022,7,30,USA
UYZ51708,BA.5.2.1,surface glycoprotein,1268,AL,2022-07-30,2022,7,30,USA
UYZ51709,BA.5.2.1,ORF3a protein,275,AL,2022-07-30,2022,7,30,USA
UYZ51710,BA.5.2.1,envelope protein,75,AL,2022-07-30,2022,7,30,USA
UYZ51711,BA.5.2.1,membrane glycoprotein,222,AL,2022-07-30,2022,7,30,USA
UYZ51712,BA.5.2.1,ORF6 protein,61,AL,2022-07-30,2022,7,30,USA
UYZ51713,BA.5.2.1,ORF7a protein,121,AL,2022-07-30,2022,7,30,USA
UYZ51714,BA.5.2.1,ORF7b protein,43,AL,2022-07-30,2022,7,30,USA
UYZ51715,BA.5.2.1,ORF8 protein,121,AL,2022-07-30,2022,7,30,USA
UYZ51716,BA.5.2.1,nucleocapsid phosphoprotein,416,AL,2022-07-30,2022,7,30,USA
UYZ51717,BA.5.2.1,ORF10 protein,38,AL,2022-07-30,2022,7,30,USA
UYX76765,BA.4.4,ORF1ab polyprotein,7090,AL,2022-07-29,2022,7,29,USA
UYX76766,BA.4.4,ORF1a polyprotein,4399,AL,2022-07-29,2022,7,29,USA
UYX76767,BA.4.4,surface glycoprotein,1268,AL,2022-07-29,2022,7,29,USA
UYX76768,BA.4.4,ORF3a protein,275,AL,2022-07-29,2022,7,29,USA
UYX76769,BA.4.4,envelope protein,75,AL,2022-07-29,2022,7,29,USA
UYX76770,BA.4.4,membrane glycoprotein,222,AL,2022-07-29,2022,7,29,USA
UYX76771,BA.4.4,ORF6 protein,61,AL,2022-07-29,2022,7,29,USA
UYX76772,BA.4.4,ORF7a protein,121,AL,2022-07-29,2022,7,29,USA
UYX76773,BA.4.4,ORF7b protein,43,AL,2022-07-29,2022,7,29,USA
UYX76774,BA.4.4,ORF8 protein,121,AL,2022-07-29,2022,7,29,USA
UYX76775,BA.4.4,nucleocapsid phosphoprotein,416,AL,2022-07-29,2022,7,29,USA
UYX76776,BA.4.4,ORF10 protein,38,AL,2022-07-29,2022,7,29,USA
UYX76777,BA.5.1.1,ORF1ab polyprotein,7093,AL,2022-07-29,2022,7,29,USA
UYX76778,BA.5.1.1,ORF1a polyprotein,4402,AL,2022-07-29,2022,7,29,USA
UYX76779,BA.5.1.1,surface glycoprotein,1268,AL,2022-07-29,2022,7,29,USA
UYX76780,BA.5.1.1,ORF3a protein,275,AL,2022-07-29,2022,7,29,USA
UYX76781,BA.5.1.1,envelope protein,75,AL,2022-07-29,2022,7,29,USA
UYX76782,BA.5.1.1,membrane glycoprotein,222,AL,2022-07-29,2022,7,29,USA
UYX76783,BA.5.1.1,ORF6 protein,61,AL,2022-07-29,2022,7,29,USA
UYX76784,BA.5.1.1,ORF7a protein,121,AL,2022-07-29,2022,7,29,USA
UYX76785,BA.5.1.1,ORF7b protein,43,AL,2022-07-29,2022,7,29,USA
UYX76786,BA.5.1.1,ORF8 protein,121,AL,2022-07-29,2022,7,29,USA
UYX76787,BA.5.1.1,nucleocapsid phosphoprotein,416,AL,2022-07-29,2022,7,29,USA
UYX76788,BA.5.1.1,ORF10 protein,38,AL,2022-07-29,2022,7,29,USA
UYX76837,BA.5.1.3,ORF1ab polyprotein,7093,AL,2022-07-29,2022,7,29,USA
UYX76838,BA.5.1.3,ORF1a polyprotein,4402,AL,2022-07-29,2022,7,29,USA
UYX76839,BA.5.1.3,surface glycoprotein,1268,AL,2022-07-29,2022,7,29,USA
UYX76840,BA.5.1.3,ORF3a protein,275,AL,2022-07-29,2022,7,29,USA
UYX76841,BA.5.1.3,envelope protein,75,AL,2022-07-29,2022,7,29,USA
UYX76842,BA.5.1.3,membrane glycoprotein,222,AL,2022-07-29,2022,7,29,USA
UYX76843,BA.5.1.3,ORF6 protein,61,AL,2022-07-29,2022,7,29,USA
UYX76844,BA.5.1.3,ORF7a protein,121,AL,2022-07-29,2022,7,29,USA
UYX76845,BA.5.1.3,ORF7b protein,43,AL,2022-07-29,2022,7,29,USA
UYX76846,BA.5.1.3,ORF8 protein,121,AL,2022-07-29,2022,7,29,USA
UYX76847,BA.5.1.3,nucleocapsid phosphoprotein,416,AL,2022-07-29,2022,7,29,USA
UYX76848,BA.5.1.3,ORF10 protein,38,AL,2022-07-29,2022,7,29,USA
UYX76849,BA.5.1.24,ORF1ab polyprotein,7093,AL,2022-07-29,2022,7,29,USA
UYX76850,BA.5.1.24,ORF1a polyprotein,4402,AL,2022-07-29,2022,7,29,USA
UYX76851,BA.5.1.24,surface glycoprotein,1268,AL,2022-07-29,2022,7,29,USA
UYX76852,BA.5.1.24,ORF3a protein,275,AL,2022-07-29,2022,7,29,USA
UYX76853,BA.5.1.24,envelope protein,75,AL,2022-07-29,2022,7,29,USA
UYX76854,BA.5.1.24,membrane glycoprotein,222,AL,2022-07-29,2022,7,29,USA
UYX76855,BA.5.1.24,ORF6 protein,61,AL,2022-07-29,2022,7,29,USA
UYX76856,BA.5.1.24,ORF7a protein,121,AL,2022-07-29,2022,7,29,USA
UYX76857,BA.5.1.24,ORF7b protein,43,AL,2022-07-29,2022,7,29,USA
UYX76858,BA.5.1.24,ORF8 protein,121,AL,2022-07-29,2022,7,29,USA
UYX76859,BA.5.1.24,nucleocapsid phosphoprotein,416,AL,2022-07-29,2022,7,29,USA
UYX76860,BA.5.1.24,ORF10 protein,38,AL,2022-07-29,2022,7,29,USA
UYX76873,BA.5.1.23,ORF1ab polyprotein,7092,AL,2022-07-29,2022,7,29,USA
UYX76874,BA.5.1.23,ORF1a polyprotein,4401,AL,2022-07-29,2022,7,29,USA
UYX76875,BA.5.1.23,surface glycoprotein,1268,AL,2022-07-29,2022,7,29,USA
UYX76876,BA.5.1.23,ORF3a protein,275,AL,2022-07-29,2022,7,29,USA
UYX76877,BA.5.1.23,envelope protein,75,AL,2022-07-29,2022,7,29,USA
UYX76878,BA.5.1.23,membrane glycoprotein,222,AL,2022-07-29,2022,7,29,USA
UYX76879,BA.5.1.23,ORF6 protein,61,AL,2022-07-29,2022,7,29,USA
UYX76880,BA.5.1.23,ORF7a protein,121,AL,2022-07-29,2022,7,29,USA
UYX76881,BA.5.1.23,ORF7b protein,43,AL,2022-07-29,2022,7,29,USA
UYX76882,BA.5.1.23,ORF8 protein,121,AL,2022-07-29,2022,7,29,USA
UYX76883,BA.5.1.23,nucleocapsid phosphoprotein,416,AL,2022-07-29,2022,7,29,USA
UYX76884,BA.5.1.23,ORF10 protein,38,AL,2022-07-29,2022,7,29,USA
UYX76885,BA.5.1.35,ORF1ab polyprotein,7093,AL,2022-07-29,2022,7,29,USA
UYX76886,BA.5.1.35,ORF1a polyprotein,4402,AL,2022-07-29,2022,7,29,USA
UYX76887,BA.5.1.35,surface glycoprotein,1268,AL,2022-07-29,2022,7,29,USA
UYX76888,BA.5.1.35,ORF3a protein,275,AL,2022-07-29,2022,7,29,USA
UYX76889,BA.5.1.35,envelope protein,75,AL,2022-07-29,2022,7,29,USA
UYX76890,BA.5.1.35,membrane glycoprotein,222,AL,2022-07-29,2022,7,29,USA
UYX76891,BA.5.1.35,ORF6 protein,61,AL,2022-07-29,2022,7,29,USA
UYX76892,BA.5.1.35,ORF7a protein,121,AL,2022-07-29,2022,7,29,USA
UYX76893,BA.5.1.35,ORF7b protein,43,AL,2022-07-29,2022,7,29,USA
UYX76894,BA.5.1.35,ORF8 protein,121,AL,2022-07-29,2022,7,29,USA
UYX76895,BA.5.1.35,nucleocapsid phosphoprotein,416,AL,2022-07-29,2022,7,29,USA
UYX76896,BA.5.1.35,ORF10 protein,38,AL,2022-07-29,2022,7,29,USA
UYX76921,BA.4.6,ORF1ab polyprotein,7090,AL,2022-07-29,2022,7,29,USA
UYX76922,BA.4.6,ORF1a polyprotein,4399,AL,2022-07-29,2022,7,29,USA
UYX76923,BA.4.6,surface glycoprotein,1268,AL,2022-07-29,2022,7,29,USA
UYX76924,BA.4.6,ORF3a protein,275,AL,2022-07-29,2022,7,29,USA
UYX76925,BA.4.6,envelope protein,75,AL,2022-07-29,2022,7,29,USA
UYX76926,BA.4.6,membrane glycoprotein,222,AL,2022-07-29,2022,7,29,USA
UYX76927,BA.4.6,ORF6 protein,61,AL,2022-07-29,2022,7,29,USA
UYX76928,BA.4.6,ORF7a protein,121,AL,2022-07-29,2022,7,29,USA
UYX76929,BA.4.6,ORF7b protein,43,AL,2022-07-29,2022,7,29,USA
UYX76930,BA.4.6,ORF8 protein,121,AL,2022-07-29,2022,7,29,USA
UYX76931,BA.4.6,nucleocapsid phosphoprotein,416,AL,2022-07-29,2022,7,29,USA
UYX76932,BA.4.6,ORF10 protein,38,AL,2022-07-29,2022,7,29,USA
UYX76957,BA.5.2,ORF1ab polyprotein,7093,AL,2022-07-29,2022,7,29,USA
UYX76958,BA.5.2,ORF1a polyprotein,4402,AL,2022-07-29,2022,7,29,USA
UYX76959,BA.5.2,surface glycoprotein,1268,AL,2022-07-29,2022,7,29,USA
UYX76960,BA.5.2,ORF3a protein,275,AL,2022-07-29,2022,7,29,USA
UYX76961,BA.5.2,envelope protein,75,AL,2022-07-29,2022,7,29,USA
UYX76962,BA.5.2,membrane glycoprotein,222,AL,2022-07-29,2022,7,29,USA
UYX76963,BA.5.2,ORF6 protein,61,AL,2022-07-29,2022,7,29,USA
UYX76964,BA.5.2,ORF7a protein,121,AL,2022-07-29,2022,7,29,USA
UYX76965,BA.5.2,ORF7b protein,43,AL,2022-07-29,2022,7,29,USA
UYX76966,BA.5.2,ORF8 protein,121,AL,2022-07-29,2022,7,29,USA
UYX76967,BA.5.2,nucleocapsid phosphoprotein,416,AL,2022-07-29,2022,7,29,USA
UYX76968,BA.5.2,ORF10 protein,38,AL,2022-07-29,2022,7,29,USA
UYX76969,BF.26,ORF1ab polyprotein,7093,AL,2022-07-29,2022,7,29,USA
UYX76970,BF.26,ORF1a polyprotein,4402,AL,2022-07-29,2022,7,29,USA
UYX76971,BF.26,surface glycoprotein,1268,AL,2022-07-29,2022,7,29,USA
UYX76972,BF.26,ORF3a protein,275,AL,2022-07-29,2022,7,29,USA
UYX76973,BF.26,envelope protein,75,AL,2022-07-29,2022,7,29,USA
UYX76974,BF.26,membrane glycoprotein,222,AL,2022-07-29,2022,7,29,USA
UYX76975,BF.26,ORF6 protein,61,AL,2022-07-29,2022,7,29,USA
UYX76976,BF.26,ORF7a protein,121,AL,2022-07-29,2022,7,29,USA
UYX76977,BF.26,ORF7b protein,43,AL,2022-07-29,2022,7,29,USA
UYX76978,BF.26,ORF8 protein,121,AL,2022-07-29,2022,7,29,USA
UYX76979,BF.26,nucleocapsid phosphoprotein,416,AL,2022-07-29,2022,7,29,USA
UYX76980,BF.26,ORF10 protein,38,AL,2022-07-29,2022,7,29,USA
UYX76993,BA.5.2.21,ORF1ab polyprotein,7093,AL,2022-07-29,2022,7,29,USA
UYX76994,BA.5.2.21,ORF1a polyprotein,4402,AL,2022-07-29,2022,7,29,USA
UYX76995,BA.5.2.21,surface glycoprotein,1268,AL,2022-07-29,2022,7,29,USA
UYX76996,BA.5.2.21,ORF3a protein,275,AL,2022-07-29,2022,7,29,USA
UYX76997,BA.5.2.21,envelope protein,75,AL,2022-07-29,2022,7,29,USA
UYX76998,BA.5.2.21,membrane glycoprotein,222,AL,2022-07-29,2022,7,29,USA
UYX76999,BA.5.2.21,ORF6 protein,61,AL,2022-07-29,2022,7,29,USA
UYX77000,BA.5.2.21,ORF7a protein,121,AL,2022-07-29,2022,7,29,USA
UYX77001,BA.5.2.21,ORF7b protein,43,AL,2022-07-29,2022,7,29,USA
UYX77002,BA.5.2.21,ORF8 protein,121,AL,2022-07-29,2022,7,29,USA
UYX77003,BA.5.2.21,nucleocapsid phosphoprotein,416,AL,2022-07-29,2022,7,29,USA
UYX77004,BA.5.2.21,ORF10 protein,38,AL,2022-07-29,2022,7,29,USA
UYX77017,BA.5.1,ORF1ab polyprotein,7093,AL,2022-07-29,2022,7,29,USA
UYX77018,BA.5.1,ORF1a polyprotein,4402,AL,2022-07-29,2022,7,29,USA
UYX77019,BA.5.1,surface glycoprotein,1268,AL,2022-07-29,2022,7,29,USA
UYX77020,BA.5.1,ORF3a protein,275,AL,2022-07-29,2022,7,29,USA
UYX77021,BA.5.1,envelope protein,75,AL,2022-07-29,2022,7,29,USA
UYX77022,BA.5.1,membrane glycoprotein,222,AL,2022-07-29,2022,7,29,USA
UYX77023,BA.5.1,ORF6 protein,61,AL,2022-07-29,2022,7,29,USA
UYX77024,BA.5.1,ORF7a protein,121,AL,2022-07-29,2022,7,29,USA
UYX77025,BA.5.1,ORF7b protein,43,AL,2022-07-29,2022,7,29,USA
UYX77026,BA.5.1,ORF8 protein,121,AL,2022-07-29,2022,7,29,USA
UYX77027,BA.5.1,nucleocapsid phosphoprotein,416,AL,2022-07-29,2022,7,29,USA
UYX77028,BA.5.1,ORF10 protein,38,AL,2022-07-29,2022,7,29,USA
UYX77029,BA.4,ORF1ab polyprotein,7090,AL,2022-07-29,2022,7,29,USA
UYX77030,BA.4,ORF1a polyprotein,4399,AL,2022-07-29,2022,7,29,USA
UYX77031,BA.4,surface glycoprotein,1268,AL,2022-07-29,2022,7,29,USA
UYX77032,BA.4,ORF3a protein,275,AL,2022-07-29,2022,7,29,USA
UYX77033,BA.4,envelope protein,75,AL,2022-07-29,2022,7,29,USA
UYX77034,BA.4,membrane glycoprotein,222,AL,2022-07-29,2022,7,29,USA
UYX77035,BA.4,ORF6 protein,61,AL,2022-07-29,2022,7,29,USA
UYX77036,BA.4,ORF7a protein,121,AL,2022-07-29,2022,7,29,USA
UYX77037,BA.4,ORF7b protein,43,AL,2022-07-29,2022,7,29,USA
UYX77038,BA.4,ORF8 protein,121,AL,2022-07-29,2022,7,29,USA
UYX77039,BA.4,nucleocapsid phosphoprotein,416,AL,2022-07-29,2022,7,29,USA
UYX77040,BA.4,ORF10 protein,38,AL,2022-07-29,2022,7,29,USA
UYX77041,BA.5.2.9,ORF1ab polyprotein,7093,AL,2022-07-29,2022,7,29,USA
UYX77042,BA.5.2.9,ORF1a polyprotein,4402,AL,2022-07-29,2022,7,29,USA
UYX77043,BA.5.2.9,surface glycoprotein,1268,AL,2022-07-29,2022,7,29,USA
UYX77044,BA.5.2.9,ORF3a protein,275,AL,2022-07-29,2022,7,29,USA
UYX77045,BA.5.2.9,envelope protein,75,AL,2022-07-29,2022,7,29,USA
UYX77046,BA.5.2.9,membrane glycoprotein,222,AL,2022-07-29,2022,7,29,USA
UYX77047,BA.5.2.9,ORF6 protein,61,AL,2022-07-29,2022,7,29,USA
UYX77048,BA.5.2.9,ORF7a protein,121,AL,2022-07-29,2022,7,29,USA
UYX77049,BA.5.2.9,ORF7b protein,43,AL,2022-07-29,2022,7,29,USA
UYX77050,BA.5.2.9,ORF8 protein,121,AL,2022-07-29,2022,7,29,USA
UYX77051,BA.5.2.9,nucleocapsid phosphoprotein,416,AL,2022-07-29,2022,7,29,USA
UYX77052,BA.5.2.9,ORF10 protein,38,AL,2022-07-29,2022,7,29,USA
UYX77064,BA.5.1.22,ORF1ab polyprotein,7093,AL,2022-07-29,2022,7,29,USA
UYX77065,BA.5.1.22,ORF1a polyprotein,4402,AL,2022-07-29,2022,7,29,USA
UYX77066,BA.5.1.22,surface glycoprotein,1268,AL,2022-07-29,2022,7,29,USA
UYX77067,BA.5.1.22,ORF3a protein,275,AL,2022-07-29,2022,7,29,USA
UYX77068,BA.5.1.22,envelope protein,75,AL,2022-07-29,2022,7,29,USA
UYX77069,BA.5.1.22,membrane glycoprotein,222,AL,2022-07-29,2022,7,29,USA
UYX77070,BA.5.1.22,ORF6 protein,61,AL,2022-07-29,2022,7,29,USA
UYX77071,BA.5.1.22,ORF7a protein,121,AL,2022-07-29,2022,7,29,USA
UYX77072,BA.5.1.22,ORF7b protein,43,AL,2022-07-29,2022,7,29,USA
UYX77073,BA.5.1.22,ORF8 protein,121,AL,2022-07-29,2022,7,29,USA
UYX77074,BA.5.1.22,nucleocapsid phosphoprotein,416,AL,2022-07-29,2022,7,29,USA
UYX77075,BA.5.1.22,ORF10 protein,38,AL,2022-07-29,2022,7,29,USA
UYX77076,BA.5.6,ORF1ab polyprotein,7093,AL,2022-07-30,2022,7,30,USA
UYX77077,BA.5.6,ORF1a polyprotein,4402,AL,2022-07-30,2022,7,30,USA
UYX77078,BA.5.6,surface glycoprotein,1268,AL,2022-07-30,2022,7,30,USA
UYX77079,BA.5.6,ORF3a protein,275,AL,2022-07-30,2022,7,30,USA
UYX77080,BA.5.6,envelope protein,75,AL,2022-07-30,2022,7,30,USA
UYX77081,BA.5.6,membrane glycoprotein,222,AL,2022-07-30,2022,7,30,USA
UYX77082,BA.5.6,ORF6 protein,61,AL,2022-07-30,2022,7,30,USA
UYX77083,BA.5.6,ORF7a protein,121,AL,2022-07-30,2022,7,30,USA
UYX77084,BA.5.6,ORF7b protein,43,AL,2022-07-30,2022,7,30,USA
UYX77085,BA.5.6,ORF8 protein,121,AL,2022-07-30,2022,7,30,USA
UYX77086,BA.5.6,nucleocapsid phosphoprotein,416,AL,2022-07-30,2022,7,30,USA
UYX77087,BA.5.6,ORF10 protein,38,AL,2022-07-30,2022,7,30,USA
UYX77124,BA.5.2.20,ORF1ab polyprotein,7093,AL,2022-07-30,2022,7,30,USA
UYX77125,BA.5.2.20,ORF1a polyprotein,4402,AL,2022-07-30,2022,7,30,USA
UYX77126,BA.5.2.20,surface glycoprotein,1268,AL,2022-07-30,2022,7,30,USA
UYX77127,BA.5.2.20,ORF3a protein,275,AL,2022-07-30,2022,7,30,USA
UYX77128,BA.5.2.20,envelope protein,75,AL,2022-07-30,2022,7,30,USA
UYX77129,BA.5.2.20,membrane glycoprotein,222,AL,2022-07-30,2022,7,30,USA
UYX77130,BA.5.2.20,ORF6 protein,61,AL,2022-07-30,2022,7,30,USA
UYX77131,BA.5.2.20,ORF7a protein,121,AL,2022-07-30,2022,7,30,USA
UYX77132,BA.5.2.20,ORF7b protein,43,AL,2022-07-30,2022,7,30,USA
UYX77133,BA.5.2.20,ORF8 protein,121,AL,2022-07-30,2022,7,30,USA
UYX77134,BA.5.2.20,nucleocapsid phosphoprotein,416,AL,2022-07-30,2022,7,30,USA
UYX77135,BA.5.2.20,ORF10 protein,38,AL,2022-07-30,2022,7,30,USA
UYT61640,BA.5.1,ORF1ab polyprotein,7093,AL,2022-10-15,2022,10,15,USA
UYT61641,BA.5.1,ORF1a polyprotein,4402,AL,2022-10-15,2022,10,15,USA
UYT61642,BA.5.1,surface glycoprotein,1268,AL,2022-10-15,2022,10,15,USA
UYT61643,BA.5.1,ORF3a protein,275,AL,2022-10-15,2022,10,15,USA
UYT61644,BA.5.1,envelope protein,75,AL,2022-10-15,2022,10,15,USA
