Accession,Pangolin,Length,Country,Collection_Date,Year,Month,Day
OQ592579,BA.5.2.1,29747,Viet Nam,2022-08-02,2022,8,2
OQ592582,BA.2.3.2,29751,Viet Nam,2022-08-02,2022,8,2
OQ592583,BA.2.12.1,29751,Viet Nam,2022-08-03,2022,8,3
OQ592592,BA.5.2.18,29745,Viet Nam,2022-08-15,2022,8,15
OQ592594,BA.5.1.22,29755,Viet Nam,2022-08-20,2022,8,20
OQ592595,BA.5.2.26,29752,Viet Nam,2022-08-21,2022,8,21
OQ592598,BA.5.2.27,29744,Viet Nam,2022-08-29,2022,8,29
OQ592600,BE.1,29740,Viet Nam,2022-08-29,2022,8,29
OQ592603,BA.5.2.20,29753,Viet Nam,2022-09-07,2022,9,7
OQ592604,BA.5.2.1,29747,Viet Nam,2022-09-08,2022,9,8
OQ592611,BA.5.2,29747,Viet Nam,2022-09-03,2022,9,3
OQ592612,BA.5.2.27,29755,Viet Nam,2022-09-03,2022,9,3
OQ592616,BE.1,29738,Viet Nam,2022-09-05,2022,9,5
OQ592623,BA.5.1.24,29747,Viet Nam,2022-09-10,2022,9,10
OQ592625,BF.10,29742,Viet Nam,2022-09-13,2022,9,13
OQ592630,BN.1.3,29753,Viet Nam,2022-10-25,2022,10,25
OQ592631,BA.5.2.27,29750,Viet Nam,2022-10-24,2022,10,24
OQ592632,BA.2.75.2,29751,Viet Nam,2022-10-24,2022,10,24
OP748424,BA.5.2.20,29740,Viet Nam,2022-08-08,2022,8,8
OP748439,BA.2.3,29743,Viet Nam,2022-08-16,2022,8,16
OP748442,B.1.1.529,29755,Viet Nam,2022-08-16,2022,8,16
OP748450,BA.5.1,29747,Viet Nam,2022-08-06,2022,8,6
OP748468,BA.2.74,29755,Viet Nam,2022-08-17,2022,8,17
OP748484,BE.1.1,29755,Viet Nam,2022-08-21,2022,8,21
OP748490,BA.4.6.4,29737,Viet Nam,2022-08-24,2022,8,24
OP748492,BA.5.2.6,29755,Viet Nam,2022-08-25,2022,8,25
OP748502,BF.5,29755,Viet Nam,2022-08-27,2022,8,27
OP748507,BE.1.4,29752,Viet Nam,2022-08-31,2022,8,31
OP748527,BA.4.5,29746,Viet Nam,2022-09-03,2022,9,3
OP748533,BA.2,29742,Viet Nam,2022-09-05,2022,9,5
OP748539,BE.1.1,29749,Viet Nam,2022-09-07,2022,9,7
OP748541,BA.2.3,29750,Viet Nam,2022-09-08,2022,9,8
OP748560,BA.5,29755,Viet Nam,2022-09-15,2022,9,15
OP748579,BA.5.1.22,29744,Viet Nam,2022-09-18,2022,9,18
OP748580,BA.5.2.6,29755,Viet Nam,2022-09-18,2022,9,18
OP748589,BE.4.1,29745,Viet Nam,2022-09-20,2022,9,20
OP748592,BN.1.3,29756,Viet Nam,2022-09-20,2022,9,20
OP748599,BF.26,29750,Viet Nam,2022-09-21,2022,9,21
OP748606,BA.2.75.2,29756,Viet Nam,2022-09-21,2022,9,21
OP748610,BE.1.4,29752,Viet Nam,2022-09-21,2022,9,21
OP748624,BL.1,29753,Viet Nam,2022-09-25,2022,9,25
OP748626,BF.28,29755,Viet Nam,2022-09-25,2022,9,25
OP748646,BA.5.2,29751,Viet Nam,2022-10-02,2022,10,2
OP748647,BA.5.2.20,29750,Viet Nam,2022-10-02,2022,10,2
OP748654,BA.5.2.1,29747,Viet Nam,2022-10-02,2022,10,2
OP748656,BN.1.3.5,29761,Viet Nam,2022-10-02,2022,10,2
OP748675,BF.5,29755,Viet Nam,2022-10-06,2022,10,6
OP748677,BL.1,29762,Viet Nam,2022-10-06,2022,10,6
OP748701,BA.2.75.1,29756,Viet Nam,2022-10-12,2022,10,12
OP748712,BA.5.3,29755,Viet Nam,2022-09-15,2022,9,15
OP647387,B.1.637,29812,Viet Nam,2021-02-15,2021,2,15
OP647405,AY.57,29770,Viet Nam,2021-09-02,2021,9,2
OP647411,AY.57,29838,Viet Nam,2021-12-30,2021,12,30
OP326037,BA.2,29729,Viet Nam,2022-05-21,2022,5,21
OP326038,BA.2.3.2,29729,Viet Nam,2022-05-29,2022,5,29
OP326040,BA.2.1,29726,Viet Nam,2022-06-15,2022,6,15
OP326041,BA.2.3,29729,Viet Nam,2022-06-15,2022,6,15
OP326042,BA.2.3.2,29729,Viet Nam,2022-06-15,2022,6,15
OP326044,BA.5.2.1,29723,Viet Nam,2022-06-18,2022,6,18
OP326045,BA.2,29706,Viet Nam,2022-06-18,2022,6,18
OP326058,BA.2,29729,Viet Nam,2022-07-01,2022,7,1
OP326059,BA.2.3.2,29729,Viet Nam,2022-07-01,2022,7,1
OP326063,BA.2.9,29729,Viet Nam,2022-07-05,2022,7,5
OP326067,BA.2.3,29729,Viet Nam,2022-07-07,2022,7,7
OP326070,BA.5.2.1,29723,Viet Nam,2022-07-12,2022,7,12
OP326071,BA.5.2,29723,Viet Nam,2022-07-13,2022,7,13
OP317334,BA.1,29752,Viet Nam,2022-02-01,2022,2,1
OP317335,BA.1.15,29771,Viet Nam,2022-02-01,2022,2,1
OP317337,BA.1.1,29752,Viet Nam,2022-02-01,2022,2,1
OP317338,BA.1.1.18,29752,Viet Nam,2022-02-01,2022,2,1
OP317339,BA.1.15.1,29747,Viet Nam,2022-01-07,2022,1,7
OP317340,BA.1,29752,Viet Nam,2022-01-07,2022,1,7
OP317342,BA.1.15,29747,Viet Nam,2022-01-09,2022,1,9
OP317343,BA.1.13,29817,Viet Nam,2022-01-10,2022,1,10
OP317348,BA.2,29768,Viet Nam,2022-01-02,2022,1,2
OP317349,BA.1.1.1,29812,Viet Nam,2022-01-02,2022,1,2
OP317352,BA.1.1,29808,Viet Nam,2022-01-09,2022,1,9
OP317381,BA.2,29691,Viet Nam,2022-02-26,2022,2,26
OP317383,BA.2.3,29566,Viet Nam,2022-02-21,2022,2,21
OP317398,BA.2.3.2,29792,Viet Nam,2022-03-16,2022,3,16
OP317399,BA.2.17,29796,Viet Nam,2022-03-16,2022,3,16
OP317400,BA.1.1,29828,Viet Nam,2022-03-18,2022,3,18
OP317401,BA.2.3,29770,Viet Nam,2022-03-21,2022,3,21
OP317408,BA.2,29775,Viet Nam,2022-03-21,2022,3,21
OP317444,BA.1.18,29785,Viet Nam,2022-03-05,2022,3,5
OP317458,BA.1.17,29785,Viet Nam,2022-03-01,2022,3,1
OP317476,BA.2.3,29729,Viet Nam,2022-04-01,2022,4,1
OP317478,BA.2.17,29729,Viet Nam,2022-04-04,2022,4,4
OP317479,BA.2.3.2,29772,Viet Nam,2022-04-05,2022,4,5
OP317482,BA.2,29768,Viet Nam,2022-04-07,2022,4,7
OP317487,BA.1.1,29785,Viet Nam,2022-04-03,2022,4,3
ON779934,BA.2.3,29724,Viet Nam,2022-05-02,2022,5,2
ON779961,BA.1.1,29747,Viet Nam,2022-05-10,2022,5,10
ON764443,AY.57,29786,Viet Nam,2022-01-01,2022,1,1
ON764467,AY.6,29807,Viet Nam,2022-01-07,2022,1,7
ON764469,AY.79,29846,Viet Nam,2022-01-08,2022,1,8
ON764499,AY.57,29793,Viet Nam,2022-02-01,2022,2,1
ON764518,BA.1.17,29780,Viet Nam,2022-02-06,2022,2,6
ON764532,BA.2.3.2,29761,Viet Nam,2022-02-08,2022,2,8
ON764554,BA.2.17,29796,Viet Nam,2022-02-17,2022,2,17
ON764566,AY.79,29799,Viet Nam,2022-02-18,2022,2,18
ON764591,BA.1.18,29795,Viet Nam,2022-02-20,2022,2,20
ON764625,AY.57,29769,Viet Nam,2022-03-03,2022,3,3
ON764647,AY.6,29769,Viet Nam,2022-03-05,2022,3,5
ON764671,AY.79,29769,Viet Nam,2022-03-07,2022,3,7
ON764675,BA.2.5,29797,Viet Nam,2022-03-09,2022,3,9
ON755375,AY.57,29818,Viet Nam,2021-08-13,2021,8,13
ON755505,AY.57,29806,Viet Nam,2021-10-02,2021,10,2
ON755599,B.1.617.2,29845,Viet Nam,2021-04-27,2021,4,27
ON755600,AY.57,29807,Viet Nam,2021-11-01,2021,11,1
ON755633,AY.23,29807,Viet Nam,2021-11-04,2021,11,4
ON755694,AY.79,29798,Viet Nam,2021-12-28,2021,12,28
ON755720,AY.6,29808,Viet Nam,2021-12-31,2021,12,31
ON755727,AY.57,29841,Viet Nam,2021-05-05,2021,5,5
ON755754,AY.57,29813,Viet Nam,2021-04-22,2021,4,22
ON755799,AY.57,29809,Viet Nam,2021-06-02,2021,6,2
ON755831,AY.57,29803,Viet Nam,2021-07-29,2021,7,29
MT192772,B,29891,Viet Nam,2020-01-22,2020,1,22
MT801000,B.1,29854,Lebanon,2020-03-19,2020,3,19
MT801001,B.1.1,29829,Lebanon,2020-03-18,2020,3,18
OQ660489,B.1.36.16,29878,Thailand,2021-01-07,2021,1,7
OQ660490,B.1.429,29900,Thailand,2021-01-29,2021,1,29
OQ660491,B.1.36.16,29903,Thailand,2020-12-04,2020,12,4
OQ618228,AY.30,29701,Thailand,2021-10-14,2021,10,14
OQ618229,AY.85,29701,Thailand,2021-10-14,2021,10,14
OQ618230,BA.1.1,29684,Thailand,2022-01-06,2022,1,6
OQ618295,BA.1.1.15,29684,Thailand,2022-01-06,2022,1,6
OQ618296,BA.1.1,29684,Thailand,2022-02-10,2022,2,10
OQ618298,BA.1.1,29684,Thailand,2022-03-04,2022,3,4
OQ618300,AY.85,29701,Thailand,2021-12-04,2021,12,4
OQ618301,BA.1,29684,Thailand,2022-01-06,2022,1,6
OQ618304,BA.1.1.18,29684,Thailand,2022-01-12,2022,1,12
OQ618446,BA.1.17.2,29630,Thailand,2022-02-11,2022,2,11
OQ618485,B.1.617.2,29668,Thailand,2021-11-01,2021,11,1
OQ618488,AY.85,29647,Thailand,2021-11-12,2021,11,12
OQ618515,BA.1.17,29684,Thailand,2022-01-05,2022,1,5
OQ618547,BA.1.16.1,29618,Thailand,2022-02-02,2022,2,2
OP389051,AY.30,29780,Thailand,2021-05,2021,5,1
OQ103117,BA.5.2,29640,Thailand,2022-09-20,2022,9,20
OP648146,B.1,29873,Thailand,2020-03-18,2020,3,18
OP648147,A.6,29847,Thailand,2020-03-19,2020,3,19
ON966106,B.1,29831,Thailand,2020-04-04,2020,4,4
ON966107,B.1.617.2,29861,Thailand,2021-07-28,2021,7,28
ON966112,B.1.1,29830,Thailand,2021-08-21,2021,8,21
ON966114,BA.2,29840,Thailand,2022-03-25,2022,3,25
ON909213,AY.85,29701,Thailand,2021-09-28,2021,9,28
ON909222,AY.30,29701,Thailand,2021-09-15,2021,9,15
ON909242,AY.85,29701,Thailand,2021-08-12,2021,8,12
ON909250,B.1.617.2,29701,Thailand,2021-09-09,2021,9,9
ON909251,AY.79,29701,Thailand,2021-09-09,2021,9,9
ON909255,AY.30,29701,Thailand,2021-07-24,2021,7,24
ON909260,AY.79,29701,Thailand,2021-08-28,2021,8,28
ON909261,AY.118,29701,Thailand,2021-08-30,2021,8,30
ON909265,AY.118,29701,Thailand,2021-09-04,2021,9,4
ON909281,AY.118,29701,Thailand,2021-07-21,2021,7,21
ON909311,AY.85,29701,Thailand,2021-07-29,2021,7,29
ON909470,B.1.617.2,29701,Thailand,2021-12-16,2021,12,16
ON909471,AY.79,29701,Thailand,2021-12-16,2021,12,16
ON909475,AY.85,29701,Thailand,2022-01-06,2022,1,6
ON909490,B.1.617.2,29701,Thailand,2021-10-18,2021,10,18
ON909496,AY.79,29701,Thailand,2021-10-23,2021,10,23
ON909498,AY.118,29701,Thailand,2021-10-26,2021,10,26
ON909500,AY.118,29701,Thailand,2021-11-05,2021,11,5
ON909502,AY.79,29701,Thailand,2021-11-08,2021,11,8
ON909540,AY.79,29701,Thailand,2022-01-31,2022,1,31
ON909708,AY.30,29701,Thailand,2021-11-26,2021,11,26
ON909740,AY.119,29701,Thailand,2021-12-23,2021,12,23
ON909802,BA.1.16.1,29684,Thailand,2022-01-05,2022,1,5
ON909946,AY.30,29701,Thailand,2022-01-13,2022,1,13
ON909988,AY.59,29701,Thailand,2022-01-15,2022,1,15
ON910212,AY.85,29701,Thailand,2022-02-02,2022,2,2
ON910257,BA.1.17,29684,Thailand,2022-02-04,2022,2,4
ON910335,AY.46.6,29701,Thailand,2022-02-08,2022,2,8
ON910772,BA.1,29684,Thailand,2022-02-14,2022,2,14
ON910803,BA.1.1.15,29684,Thailand,2022-02-15,2022,2,15
ON910894,BA.2.3.11,29687,Thailand,2022-04-14,2022,4,14
ON891726,AY.85,29784,Thailand,2021-06-08,2021,6,8
ON891727,AY.30,29785,Thailand,2021-06-08,2021,6,8
ON891828,B.1.351,29783,Thailand,2021-05-25,2021,5,25
ON878745,B.3,29782,Thailand,2020-03-29,2020,3,29
ON878749,B.1.1,29782,Thailand,2020-03-31,2020,3,31
ON878753,B.4,29782,Thailand,2020-04-01,2020,4,1
ON878766,B.6,29865,Thailand,2020-03-11,2020,3,11
ON878771,B.1.1.10,29753,Thailand,2020-03-11,2020,3,11
ON878824,B.40,29823,Thailand,2020-03-18,2020,3,18
ON878899,B.4,29806,Thailand,2020-03-28,2020,3,28
ON879008,B.1.1.274,29863,Thailand,2020-12-08,2020,12,8
ON533341,BA.2,29790,Thailand,2022-02-15,2022,2,15
ON533345,BA.2.10,29795,Thailand,2022-02-21,2022,2,21
ON533351,BA.2.10.1,29794,Thailand,2022-02-24,2022,2,24
ON533353,BA.2.9.5,29790,Thailand,2022-03-01,2022,3,1
ON533354,BA.2.10,29788,Thailand,2022-03-02,2022,3,2
ON430543,BA.2.9.5,29759,Thailand,2022-01-25,2022,1,25
ON430555,BA.2.9.5,29759,Thailand,2022-02-09,2022,2,9
ON210873,B.1.617.2,29701,Thailand,2022-01-24,2022,1,24
MZ401455,B.1.1.7,29713,Thailand,2021-05-07,2021,5,7
MT781414,B,29818,Thailand,2020-03-03,2020,3,3
MT781415,A.6,29824,Thailand,2020-02-25,2020,2,25
MT447154,B,29829,Thailand,2020-02-01,2020,2,1
MT447155,B,29805,Thailand,2020-01-08,2020,1,8
MT447158,A.6,29827,Thailand,2020-01-25,2020,1,25
MT447162,A,29816,Thailand,2020-02-07,2020,2,7
MT447172,B.1.8,29823,Thailand,2020-03-18,2020,3,18
OL738656,B.1.1,29826,Italy,2020-08-01,2020,8,1
OL739160,B.1.160,29835,Italy,2020-10-29,2020,10,29
OP288468,B.1.1.1,29878,Italy,2020-11-20,2020,11,20
OP288469,B.1,29866,Italy,2020-10-10,2020,10,10
OP288470,B.1.177.53,29891,Italy,2020-10-10,2020,10,10
OP288471,B.1.177,29825,Italy,2020-10-10,2020,10,10
OP288472,B.1.1,29859,Italy,2020-10-10,2020,10,10
OP288473,B.1.177.33,29760,Italy,2020-10-10,2020,10,10
OP288474,B.1.160,29882,Italy,2020-11-20,2020,11,20
OP288475,B.1.177,29758,Italy,2020-11-20,2020,11,20
OP288480,B,29851,Italy,2020-03-07,2020,3,7
OP288481,B,29864,Italy,2020-02-27,2020,2,27
ON506954,B.1,29842,Italy,2021-02-27,2021,2,27
ON506955,B.1,29852,Italy,2021-03-12,2021,3,12
ON506956,B.1.177,29843,Italy,2021-03-04,2021,3,4
ON506960,B.1.177,29835,Italy,2021-04-23,2021,4,23
ON506961,B.1.160,29837,Italy,2021-03-04,2021,3,4
ON506964,C.36.3,29818,Italy,2021-05-31,2021,5,31
ON506965,C.36.3,29829,Italy,2021-06-05,2021,6,5
ON506966,AY.98.1,29824,Italy,2021-12-06,2021,12,6
ON506967,AY.43.8,29823,Italy,2021-12-06,2021,12,6
ON506968,AY.43,29822,Italy,2021-08-24,2021,8,24
ON506969,AY.122.4,29823,Italy,2021-12-06,2021,12,6
ON506970,AY.7.2,29823,Italy,2021-12-06,2021,12,6
ON506971,AY.42,29787,Italy,2021-12-20,2021,12,20
ON506974,AY.43,29837,Italy,2021-12-06,2021,12,6
ON506976,AY.122,29823,Italy,2021-12-06,2021,12,6
ON506977,AY.98.1,29823,Italy,2021-08-24,2021,8,24
ON506978,AY.46,29821,Italy,2021-12-06,2021,12,6
ON506979,AY.33,29822,Italy,2021-08-24,2021,8,24
ON506984,AY.23.2,29821,Italy,2021-12-06,2021,12,6
ON506987,AY.5.5,29836,Italy,2021-08-24,2021,8,24
ON506988,AY.7.2,29821,Italy,2021-08-24,2021,8,24
ON506993,AY.61,29821,Italy,2021-08-24,2021,8,24
ON506998,AY.122,29821,Italy,2021-08-24,2021,8,24
ON507002,AY.4,29787,Italy,2021-12-20,2021,12,20
ON507005,AY.39.2,29787,Italy,2021-12-20,2021,12,20
ON507007,AY.4.7,29839,Italy,2021-08-24,2021,8,24
ON507010,AY.20,29815,Italy,2021-08-24,2021,8,24
ON507011,AY.129,29824,Italy,2021-12-06,2021,12,6
ON507015,B.1.617.2,29760,Italy,2021-12-06,2021,12,6
ON507022,AY.125,29813,Italy,2021-08-24,2021,8,24
ON507026,B.1.617.2,29821,Italy,2021-08-24,2021,8,24
ON507033,P.1.1,29849,Italy,2021-04-26,2021,4,26
ON507035,P.1.1,29829,Italy,2021-05-07,2021,5,7
ON507039,BA.1.17,29770,Italy,2022-01-03,2022,1,3
ON507040,BA.1.1,29770,Italy,2022-01-03,2022,1,3
ON507042,BA.1,29770,Italy,2022-01-03,2022,1,3
ON507044,BA.1.1.11,29770,Italy,2022-01-03,2022,1,3
ON507046,BA.1.17.2,29770,Italy,2022-01-03,2022,1,3
ON507050,BA.1.15.1,29770,Italy,2022-01-03,2022,1,3
ON507055,BA.1.1.15,29770,Italy,2022-01-17,2022,1,17
ON507056,BA.1.18,29770,Italy,2022-01-17,2022,1,17
OP002140,AY.122,29765,Italy,2021-06-22,2021,6,22
ON974845,BA.2,29632,Italy,2022-06-06,2022,6,6
ON974847,BA.4,29617,Italy,2022-07-06,2022,7,6
OL989066,B.1.177.52,29903,Italy,2020-10-30,2020,10,30
OL989075,P.1.1,29903,Italy,2021-03-05,2021,3,5
OL989077,B.1.1,29903,Italy,2021-03-26,2021,3,26
OL989085,B.1.177,29903,Italy,2020-12-09,2020,12,9
OM736177,AY.75,29725,Italy,2021-05-25,2021,5,25
OM736179,B.1.351,29764,Italy,2021-02-23,2021,2,23
OM729320,P.1.1,29777,Italy,2021-02-18,2021,2,18
MT925569,B.1,29779,Italy,2020-04-24,2020,4,24
MT509654,B.1,29834,Italy,2020-03-04,2020,3,4
MT509662,B,29834,Italy,2020-01-30,2020,1,30
MT509664,B.1.91,29836,Italy,2020-02-21,2020,2,21
MT509667,B.1,29836,Italy,2020-02-21,2020,2,21
MZ362439,B.1.525,29700,Italy,2021-03-16,2021,3,16
MZ362442,B.1.525,29697,Italy,2021-04-20,2021,4,20
MZ362444,B.1.525,29702,Italy,2021-05-18,2021,5,18
MZ054387,B.1.177.83,29809,Italy,2021-02-15,2021,2,15
MW854297,Q.2,29849,Italy,2021-03-10,2021,3,10
MW786740,B.1.177.75,29834,Italy,2021-03-22,2021,3,22
MW789246,B.1.351,29834,Italy,2021-03-22,2021,3,22
MW791247,B.1.1.420,29835,Italy,2021-03-22,2021,3,22
MW711159,B.1.1,29845,Italy,2020-12-31,2020,12,31
MW652721,B.1.1,29830,Italy,2020-03-28,2020,3,28
MW652728,B.1.177,29835,Italy,2021-01-13,2021,1,13
MW642248,P.1,29868,Italy,2021-01-18,2021,1,18
MW491232,B.1.1.7,29815,Italy,2021-01-09,2021,1,9
MW485806,B.1.1.229,29790,Italy,2020-08-26,2020,8,26
MW480858,B.1.258,29826,Italy,2020-12-24,2020,12,24
MW480894,Q.4,29817,Italy,2020-12-29,2020,12,29
MW450666,B.1.1.7,29780,Italy,2020-12-19,2020,12,19
MW403694,B.1.1,29846,Italy,2020-04-28,2020,4,28
MW340787,A,29844,Italy,2020-06-29,2020,6,29
MW134561,B.1,29806,Italy,2020-06-07,2020,6,7
MT955360,B.1,29906,Italy,2020-05-01,2020,5,1
MT527178,B.1.1,29760,Italy,2020-02-28,2020,2,28
OQ711788,BA.5.2,29797,Japan,2022-09-21,2022,9,21
OQ711789,BA.5.2.1,29777,Japan,2022-09-21,2022,9,21
OQ711791,BF.5,29779,Japan,2022-10-07,2022,10,7
OQ711792,BA.5.2,29777,Japan,2022-10-11,2022,10,11
OQ711793,BA.5.2.21,29788,Japan,2022-10-17,2022,10,17
OQ711796,BA.5.2,29784,Japan,2022-11-03,2022,11,3
OQ711797,BA.5.2.1,29788,Japan,2022-11-03,2022,11,3
OQ711798,BF.5,29802,Japan,2022-11-04,2022,11,4
OQ711801,BA.5.1,29782,Japan,2022-11-21,2022,11,21
OQ629904,BA.1.1.2,29828,Japan,2022-01-08,2022,1,8
OQ586672,CJ.1.1,29730,Japan,2022-11-16,2022,11,16
OQ504244,BA.5.2.1,29814,Japan,2022-07-19,2022,7,19
OQ504246,BF.21,29812,Japan,2022-09-08,2022,9,8
OQ504247,BF.5,29801,Japan,2022-09-08,2022,9,8
OQ504274,BA.5.2.1,29799,Japan,2022-08-05,2022,8,5
OQ504275,BF.5,29805,Japan,2022-08-08,2022,8,8
OQ504277,BF.5.4,29815,Japan,2022-08-10,2022,8,10
OQ504280,BA.5.1,29777,Japan,2022-08-23,2022,8,23
OQ504285,BA.5.2.55,29805,Japan,2022-07-30,2022,7,30
OQ504289,BA.5.2,29814,Japan,2022-08-22,2022,8,22
OQ504290,BA.5.2.26,29805,Japan,2022-08-01,2022,8,1
OQ504292,BA.5.2,29809,Japan,2022-07-27,2022,7,27
OQ504298,BF.5.4,29803,Japan,2022-07-22,2022,7,22
OQ504314,BA.5.6.2,29831,Japan,2022-09-12,2022,9,12
LC753059,BA.5.3.1,29855,Japan,2022-10-07,2022,10,7
LC753060,BA.2.3.13,29771,Japan,2022-08-09,2022,8,9
LC753061,BA.5.3.1,29807,Japan,2022-08-09,2022,8,9
LC753063,BA.5.3.1,29747,Japan,2022-07-29,2022,7,29
LC753283,BA.5.2,29297,Japan,2022-12-19,2022,12,19
BS006729,BF.5,29741,Japan,2022-12-14,2022,12,14
BS006730,BF.7.15,29723,Japan,2022-12-14,2022,12,14
BS006731,BA.5.2.6,29786,Japan,2022-12-13,2022,12,13
BS006733,BN.1.3,29794,Japan,2022-12-13,2022,12,13
BS006734,BN.1.2,29774,Japan,2022-12-13,2022,12,13
BS006735,BA.5.2.1,29731,Japan,2022-12-13,2022,12,13
BS006740,BF.5.1,29736,Japan,2022-12-14,2022,12,14
BS006742,BF.7,29737,Japan,2022-12-14,2022,12,14
BS006745,BN.1.9,29739,Japan,2022-12-15,2022,12,15
BS006748,CQ.2,29751,Japan,2022-12-15,2022,12,15
BS006749,ED.1,29735,Japan,2022-12-15,2022,12,15
BS006750,BQ.1.12,29765,Japan,2022-12-14,2022,12,14
BS006752,BF.7.4.1,29739,Japan,2022-12-16,2022,12,16
BS006755,BQ.1.5,29774,Japan,2022-12-16,2022,12,16
BS006757,BA.5.5.1,29745,Japan,2022-12-17,2022,12,17
BS006761,BE.1.1.2,29772,Japan,2022-12-11,2022,12,11
BS006766,BA.5.2.7,29719,Japan,2022-12-19,2022,12,19
BS006773,BQ.1.1,29756,Japan,2022-12-15,2022,12,15
BS006777,BA.2.3.20,29777,Japan,2022-12-16,2022,12,16
BS006779,BR.2,29757,Japan,2022-12-18,2022,12,18
BS006799,BA.5.1.27,29758,Japan,2022-12-21,2022,12,21
BS006802,BL.1,29742,Japan,2022-12-21,2022,12,21
BS006803,BF.21,29783,Japan,2022-12-21,2022,12,21
BS006804,BA.5.2.26,29735,Japan,2022-12-20,2022,12,20
BS006807,BF.7.21,29764,Japan,2022-12-21,2022,12,21
BS006814,BF.5.4,29730,Japan,2022-12-22,2022,12,22
BS006817,BQ.1,29718,Japan,2022-12-20,2022,12,20
BS006820,BA.5.2.43,29719,Japan,2022-12-20,2022,12,20
BS006824,BF.11,29762,Japan,2022-12-22,2022,12,22
BS006830,BM.1.1.3,29776,Japan,2022-12-22,2022,12,22
BS006837,BA.5.2.57,29787,Japan,2022-12-27,2022,12,27
BS006838,BF.38,29727,Japan,2022-12-27,2022,12,27
BS006845,BE.10,29723,Japan,2022-12-25,2022,12,25
BS006847,BA.5.1.5,29734,Japan,2022-12-25,2022,12,25
BS006851,BQ.1.1.70,29740,Japan,2022-12-25,2022,12,25
BS006866,BQ.1.1.1,29723,Japan,2022-12-23,2022,12,23
BS006869,BA.5.1,29794,Japan,2022-12-24,2022,12,24
BS006892,BQ.1.1.31,29756,Japan,2022-12-26,2022,12,26
BS006894,BA.5.2.44,29738,Japan,2022-12-26,2022,12,26
BS006967,BN.1.3.5,29745,Japan,2022-12-27,2022,12,27
OQ361392,BA.2.75,29781,Japan,2022-06-13,2022,6,13
LC752087,AY.29,29823,Japan,2021-09-14,2021,9,14
OQ326841,BA.2.75.1,29693,Japan,2022-07-06,2022,7,6
BS006712,BA.5.2.20,29722,Japan,2022-12-29,2022,12,29
BS006716,BQ.1.25,29722,Japan,2022-12-31,2022,12,31
LC749808,BA.5.2.12,29252,Japan,2022-11-29,2022,11,29
LC745966,BA.5.2.61,29297,Japan,2022-11-01,2022,11,1
LC745979,BA.5.2.43,29297,Japan,2022-11-25,2022,11,25
BS006527,BF.5.2,29772,Japan,2022-11-30,2022,11,30
BS006529,BA.5.2.6,29756,Japan,2022-11-30,2022,11,30
BS006531,BF.38,29790,Japan,2022-11-29,2022,11,29
BS006537,BA.5.2.21,29771,Japan,2022-12-03,2022,12,3
BS006552,CM.4.1,29779,Japan,2022-12-04,2022,12,4
BS006565,BQ.1.2.1,29764,Japan,2022-12-04,2022,12,4
BS006569,BQ.1.14,29773,Japan,2022-01-05,2022,1,5
BS006599,BN.1.2,29770,Japan,2022-11-22,2022,11,22
BS006608,BQ.1.1.53,29756,Japan,2022-11-23,2022,11,23
BS006609,BA.5.2.7,29763,Japan,2022-11-23,2022,11,23
BS006610,BF.3,29738,Japan,2022-11-23,2022,11,23
BS006611,BQ.1.1,29760,Japan,2022-11-24,2022,11,24
BS006613,BA.5.5.1,29777,Japan,2022-11-24,2022,11,24
BS006616,BA.5.2.27,29771,Japan,2022-11-24,2022,11,24
BS006618,BN.1.3,29727,Japan,2022-11-25,2022,11,25
BS006623,BE.1,29737,Japan,2022-12-07,2022,12,7
BS006632,CK.1.2,29768,Japan,2022-12-08,2022,12,8
BS006636,BF.35,29756,Japan,2022-12-06,2022,12,6
BS006641,BF.7.13.2,29771,Japan,2022-12-07,2022,12,7
BS006660,BF.11.5,29771,Japan,2022-12-11,2022,12,11
BS006671,BQ.1.14,29766,Japan,2022-12-08,2022,12,8
BS006672,BF.5.2,29756,Japan,2022-12-09,2022,12,9
BS006678,BA.5.2.62,29769,Japan,2022-12-12,2022,12,12
BS006689,CM.8.1,29717,Japan,2022-12-13,2022,12,13
BS006517,BF.22,29722,Japan,2022-12-12,2022,12,12
LC744362,BE.4,29141,Japan,2022-08-01,2022,8,1
LC744373,BA.4.1,29288,Japan,2022-07-19,2022,7,19
BS006275,BA.5.2.6,29722,Japan,2022-10-23,2022,10,23
BS006283,BA.5.2.26,29755,Japan,2022-11-09,2022,11,9
BS006287,BS.1.1,29735,Japan,2022-11-08,2022,11,8
BS006288,BF.4,29751,Japan,2022-11-08,2022,11,8
BS006290,CQ.2,29739,Japan,2022-11-09,2022,11,9
BS006299,BF.7,29766,Japan,2022-11-14,2022,11,14
BS006301,CK.1.2,29751,Japan,2022-11-14,2022,11,14
BS006312,BA.5.2.1,29756,Japan,2022-10-19,2022,10,19
BS006317,BF.2,29731,Japan,2022-11-14,2022,11,14
BS006324,DL.1,29758,Japan,2022-11-12,2022,11,12
BS006333,BF.7.21,29733,Japan,2022-11-14,2022,11,14
BS006343,BA.2.75.4,29752,Japan,2022-11-14,2022,11,14
BS006352,ED.1,29758,Japan,2022-11-16,2022,11,16
BS006361,BE.1.1.2,29536,Japan,2022-11-15,2022,11,15
BS006370,BA.5.2.34,29752,Japan,2022-11-16,2022,11,16
