Accession,Pangolin,Protein,Length,Country,Collection_Date,Year,Month,Day
UYA24311,BA.1.18,ORF3a protein,275,France,2022-01-05,2022,1,5
UYA24312,BA.1.18,envelope protein,75,France,2022-01-05,2022,1,5
UYA24313,BA.1.18,membrane glycoprotein,222,France,2022-01-05,2022,1,5
UYA24314,BA.1.18,ORF6 protein,61,France,2022-01-05,2022,1,5
UYA24315,BA.1.18,ORF7a protein,121,France,2022-01-05,2022,1,5
UYA24316,BA.1.18,ORF7b protein,43,France,2022-01-05,2022,1,5
UYA24317,BA.1.18,ORF8 protein,121,France,2022-01-05,2022,1,5
UYA24318,BA.1.18,nucleocapsid phosphoprotein,416,France,2022-01-05,2022,1,5
UYA24319,BA.1.18,ORF10 protein,38,France,2022-01-05,2022,1,5
UYA24356,BA.1.1.11,ORF1ab polyprotein,7092,France,2022-01-05,2022,1,5
UYA24357,BA.1.1.11,ORF1a polyprotein,4401,France,2022-01-05,2022,1,5
UYA24358,BA.1.1.11,surface glycoprotein,1267,France,2022-01-05,2022,1,5
UYA24359,BA.1.1.11,ORF3a protein,275,France,2022-01-05,2022,1,5
UYA24360,BA.1.1.11,envelope protein,75,France,2022-01-05,2022,1,5
UYA24361,BA.1.1.11,membrane glycoprotein,222,France,2022-01-05,2022,1,5
UYA24362,BA.1.1.11,ORF6 protein,61,France,2022-01-05,2022,1,5
UYA24363,BA.1.1.11,ORF7a protein,121,France,2022-01-05,2022,1,5
UYA24364,BA.1.1.11,ORF7b protein,43,France,2022-01-05,2022,1,5
UYA24365,BA.1.1.11,ORF8 protein,121,France,2022-01-05,2022,1,5
UYA24366,BA.1.1.11,nucleocapsid phosphoprotein,416,France,2022-01-05,2022,1,5
UYA24367,BA.1.1.11,ORF10 protein,38,France,2022-01-05,2022,1,5
UYA24426,BA.1.17,ORF1ab polyprotein,7092,France,2022-01-05,2022,1,5
UYA24427,BA.1.17,ORF1a polyprotein,4401,France,2022-01-05,2022,1,5
UYA24428,BA.1.17,surface glycoprotein,1267,France,2022-01-05,2022,1,5
UYA24429,BA.1.17,ORF3a protein,275,France,2022-01-05,2022,1,5
UYA24430,BA.1.17,envelope protein,75,France,2022-01-05,2022,1,5
UYA24431,BA.1.17,membrane glycoprotein,222,France,2022-01-05,2022,1,5
UYA24432,BA.1.17,ORF6 protein,61,France,2022-01-05,2022,1,5
UYA24433,BA.1.17,ORF7a protein,121,France,2022-01-05,2022,1,5
UYA24434,BA.1.17,ORF7b protein,43,France,2022-01-05,2022,1,5
UYA24435,BA.1.17,ORF8 protein,121,France,2022-01-05,2022,1,5
UYA24436,BA.1.17,nucleocapsid phosphoprotein,416,France,2022-01-05,2022,1,5
UYA24437,BA.1.17,ORF10 protein,38,France,2022-01-05,2022,1,5
UYA24450,BA.1,ORF1ab polyprotein,7092,France,2022-01-06,2022,1,6
UYA24451,BA.1,ORF1a polyprotein,4401,France,2022-01-06,2022,1,6
UYA24452,BA.1,surface glycoprotein,1267,France,2022-01-06,2022,1,6
UYA24453,BA.1,ORF3a protein,275,France,2022-01-06,2022,1,6
UYA24454,BA.1,envelope protein,75,France,2022-01-06,2022,1,6
UYA24455,BA.1,membrane glycoprotein,222,France,2022-01-06,2022,1,6
UYA24456,BA.1,ORF6 protein,61,France,2022-01-06,2022,1,6
UYA24457,BA.1,ORF7a protein,121,France,2022-01-06,2022,1,6
UYA24458,BA.1,ORF7b protein,43,France,2022-01-06,2022,1,6
UYA24459,BA.1,ORF8 protein,121,France,2022-01-06,2022,1,6
UYA24460,BA.1,nucleocapsid phosphoprotein,416,France,2022-01-06,2022,1,6
UYA24461,BA.1,ORF10 protein,38,France,2022-01-06,2022,1,6
UYA24486,BA.1.17.2,ORF1ab polyprotein,7092,France,2022-01-03,2022,1,3
UYA24487,BA.1.17.2,ORF1a polyprotein,4401,France,2022-01-03,2022,1,3
UYA24488,BA.1.17.2,surface glycoprotein,1268,France,2022-01-03,2022,1,3
UYA24489,BA.1.17.2,ORF3a protein,275,France,2022-01-03,2022,1,3
UYA24490,BA.1.17.2,envelope protein,75,France,2022-01-03,2022,1,3
UYA24491,BA.1.17.2,membrane glycoprotein,222,France,2022-01-03,2022,1,3
UYA24492,BA.1.17.2,ORF6 protein,61,France,2022-01-03,2022,1,3
UYA24493,BA.1.17.2,ORF7a protein,121,France,2022-01-03,2022,1,3
UYA24494,BA.1.17.2,ORF7b protein,43,France,2022-01-03,2022,1,3
UYA24495,BA.1.17.2,ORF8 protein,121,France,2022-01-03,2022,1,3
UYA24496,BA.1.17.2,nucleocapsid phosphoprotein,416,France,2022-01-03,2022,1,3
UYA24497,BA.1.17.2,ORF10 protein,38,France,2022-01-03,2022,1,3
UYA24558,BA.1.15.1,ORF1ab polyprotein,7092,France,2022-01-03,2022,1,3
UYA24559,BA.1.15.1,ORF1a polyprotein,4401,France,2022-01-03,2022,1,3
UYA24560,BA.1.15.1,surface glycoprotein,1267,France,2022-01-03,2022,1,3
UYA24561,BA.1.15.1,ORF3a protein,275,France,2022-01-03,2022,1,3
UYA24562,BA.1.15.1,envelope protein,75,France,2022-01-03,2022,1,3
UYA24563,BA.1.15.1,membrane glycoprotein,222,France,2022-01-03,2022,1,3
UYA24564,BA.1.15.1,ORF6 protein,61,France,2022-01-03,2022,1,3
UYA24565,BA.1.15.1,ORF7a protein,121,France,2022-01-03,2022,1,3
UYA24566,BA.1.15.1,ORF7b protein,43,France,2022-01-03,2022,1,3
UYA24567,BA.1.15.1,ORF8 protein,121,France,2022-01-03,2022,1,3
UYA24568,BA.1.15.1,nucleocapsid phosphoprotein,416,France,2022-01-03,2022,1,3
UYA24569,BA.1.15.1,ORF10 protein,38,France,2022-01-03,2022,1,3
UYA24630,BA.1.1.14,ORF1ab polyprotein,7092,France,2022-01-03,2022,1,3
UYA24631,BA.1.1.14,ORF1a polyprotein,4401,France,2022-01-03,2022,1,3
UYA24632,BA.1.1.14,surface glycoprotein,1267,France,2022-01-03,2022,1,3
UYA24633,BA.1.1.14,ORF3a protein,275,France,2022-01-03,2022,1,3
UYA24634,BA.1.1.14,envelope protein,75,France,2022-01-03,2022,1,3
UYA24635,BA.1.1.14,membrane glycoprotein,222,France,2022-01-03,2022,1,3
UYA24636,BA.1.1.14,ORF6 protein,61,France,2022-01-03,2022,1,3
UYA24637,BA.1.1.14,ORF7a protein,121,France,2022-01-03,2022,1,3
UYA24638,BA.1.1.14,ORF7b protein,43,France,2022-01-03,2022,1,3
UYA24639,BA.1.1.14,ORF8 protein,121,France,2022-01-03,2022,1,3
UYA24640,BA.1.1.14,nucleocapsid phosphoprotein,416,France,2022-01-03,2022,1,3
UYA24641,BA.1.1.14,ORF10 protein,38,France,2022-01-03,2022,1,3
UYA24714,BA.1.8,ORF1ab polyprotein,7092,France,2022-01-03,2022,1,3
UYA24715,BA.1.8,ORF1a polyprotein,4401,France,2022-01-03,2022,1,3
UYA24716,BA.1.8,surface glycoprotein,1267,France,2022-01-03,2022,1,3
UYA24717,BA.1.8,ORF3a protein,275,France,2022-01-03,2022,1,3
UYA24718,BA.1.8,envelope protein,75,France,2022-01-03,2022,1,3
UYA24719,BA.1.8,membrane glycoprotein,222,France,2022-01-03,2022,1,3
UYA24720,BA.1.8,ORF6 protein,61,France,2022-01-03,2022,1,3
UYA24721,BA.1.8,ORF7a protein,121,France,2022-01-03,2022,1,3
UYA24722,BA.1.8,ORF7b protein,43,France,2022-01-03,2022,1,3
UYA24723,BA.1.8,ORF8 protein,121,France,2022-01-03,2022,1,3
UYA24724,BA.1.8,nucleocapsid phosphoprotein,416,France,2022-01-03,2022,1,3
UYA24725,BA.1.8,ORF10 protein,38,France,2022-01-03,2022,1,3
UYA24738,BA.1.14,ORF1ab polyprotein,7092,France,2022-01-03,2022,1,3
UYA24739,BA.1.14,ORF1a polyprotein,4401,France,2022-01-03,2022,1,3
UYA24740,BA.1.14,surface glycoprotein,1267,France,2022-01-03,2022,1,3
UYA24741,BA.1.14,ORF3a protein,275,France,2022-01-03,2022,1,3
UYA24742,BA.1.14,envelope protein,75,France,2022-01-03,2022,1,3
UYA24743,BA.1.14,membrane glycoprotein,222,France,2022-01-03,2022,1,3
UYA24744,BA.1.14,ORF6 protein,61,France,2022-01-03,2022,1,3
UYA24745,BA.1.14,ORF7a protein,121,France,2022-01-03,2022,1,3
UYA24746,BA.1.14,ORF7b protein,43,France,2022-01-03,2022,1,3
UYA24747,BA.1.14,ORF8 protein,121,France,2022-01-03,2022,1,3
UYA24748,BA.1.14,nucleocapsid phosphoprotein,416,France,2022-01-03,2022,1,3
UYA24749,BA.1.14,ORF10 protein,38,France,2022-01-03,2022,1,3
UYA24892,AY.9.2,ORF1ab polyprotein,7096,France,2022-01-03,2022,1,3
UYA24893,AY.9.2,ORF1a polyprotein,4405,France,2022-01-03,2022,1,3
UYA24894,AY.9.2,surface glycoprotein,1271,France,2022-01-03,2022,1,3
UYA24895,AY.9.2,ORF3a protein,275,France,2022-01-03,2022,1,3
UYA24896,AY.9.2,envelope protein,75,France,2022-01-03,2022,1,3
UYA24897,AY.9.2,membrane glycoprotein,222,France,2022-01-03,2022,1,3
UYA24898,AY.9.2,ORF6 protein,61,France,2022-01-03,2022,1,3
UYA24899,AY.9.2,ORF7a protein,121,France,2022-01-03,2022,1,3
UYA24900,AY.9.2,ORF7b protein,43,France,2022-01-03,2022,1,3
UYA24901,AY.9.2,ORF8 protein,119,France,2022-01-03,2022,1,3
UYA24902,AY.9.2,nucleocapsid phosphoprotein,419,France,2022-01-03,2022,1,3
UYA24903,AY.9.2,ORF10 protein,38,France,2022-01-03,2022,1,3
UYA25524,BA.1.16,ORF1ab polyprotein,7092,France,2022-01-04,2022,1,4
UYA25525,BA.1.16,ORF1a polyprotein,4401,France,2022-01-04,2022,1,4
UYA25526,BA.1.16,surface glycoprotein,1267,France,2022-01-04,2022,1,4
UYA25527,BA.1.16,ORF3a protein,275,France,2022-01-04,2022,1,4
UYA25528,BA.1.16,envelope protein,75,France,2022-01-04,2022,1,4
UYA25529,BA.1.16,membrane glycoprotein,222,France,2022-01-04,2022,1,4
UYA25530,BA.1.16,ORF6 protein,61,France,2022-01-04,2022,1,4
UYA25531,BA.1.16,ORF7a protein,121,France,2022-01-04,2022,1,4
UYA25532,BA.1.16,ORF7b protein,43,France,2022-01-04,2022,1,4
UYA25533,BA.1.16,ORF8 protein,121,France,2022-01-04,2022,1,4
UYA25534,BA.1.16,nucleocapsid phosphoprotein,416,France,2022-01-04,2022,1,4
UYA25535,BA.1.16,ORF10 protein,38,France,2022-01-04,2022,1,4
UYA25713,B.1.617.2,ORF1ab polyprotein,7094,France,2022-01-04,2022,1,4
UYA25714,B.1.617.2,ORF1a polyprotein,4403,France,2022-01-04,2022,1,4
UYA25715,B.1.617.2,surface glycoprotein,1271,France,2022-01-04,2022,1,4
UYA25716,B.1.617.2,ORF3a protein,275,France,2022-01-04,2022,1,4
UYA25717,B.1.617.2,envelope protein,75,France,2022-01-04,2022,1,4
UYA25718,B.1.617.2,membrane glycoprotein,222,France,2022-01-04,2022,1,4
UYA25719,B.1.617.2,ORF6 protein,61,France,2022-01-04,2022,1,4
UYA25720,B.1.617.2,ORF7a protein,121,France,2022-01-04,2022,1,4
UYA25721,B.1.617.2,ORF7b protein,43,France,2022-01-04,2022,1,4
UYA25722,B.1.617.2,ORF8 protein,119,France,2022-01-04,2022,1,4
UYA25723,B.1.617.2,nucleocapsid phosphoprotein,419,France,2022-01-04,2022,1,4
UYA25724,B.1.617.2,ORF10 protein,38,France,2022-01-04,2022,1,4
UYA26300,BA.1.15,ORF1ab polyprotein,7092,France,2022-01-05,2022,1,5
UYA26301,BA.1.15,ORF1a polyprotein,4401,France,2022-01-05,2022,1,5
UYA26302,BA.1.15,surface glycoprotein,1267,France,2022-01-05,2022,1,5
UYA26303,BA.1.15,ORF3a protein,275,France,2022-01-05,2022,1,5
UYA26304,BA.1.15,envelope protein,75,France,2022-01-05,2022,1,5
UYA26305,BA.1.15,membrane glycoprotein,222,France,2022-01-05,2022,1,5
UYA26306,BA.1.15,ORF6 protein,61,France,2022-01-05,2022,1,5
UYA26307,BA.1.15,ORF7a protein,121,France,2022-01-05,2022,1,5
UYA26308,BA.1.15,ORF7b protein,43,France,2022-01-05,2022,1,5
UYA26309,BA.1.15,ORF8 protein,121,France,2022-01-05,2022,1,5
UYA26310,BA.1.15,nucleocapsid phosphoprotein,416,France,2022-01-05,2022,1,5
UYA26311,BA.1.15,ORF10 protein,38,France,2022-01-05,2022,1,5
UYA26336,B.1.1,ORF1ab polyprotein,7095,France,2022-01-05,2022,1,5
UYA26337,B.1.1,ORF1a polyprotein,4404,France,2022-01-05,2022,1,5
UYA26338,B.1.1,surface glycoprotein,1266,France,2022-01-05,2022,1,5
UYA26339,B.1.1,ORF3a protein,275,France,2022-01-05,2022,1,5
UYA26340,B.1.1,envelope protein,75,France,2022-01-05,2022,1,5
UYA26341,B.1.1,membrane glycoprotein,222,France,2022-01-05,2022,1,5
UYA26342,B.1.1,ORF6 protein,61,France,2022-01-05,2022,1,5
UYA26343,B.1.1,ORF7a protein,121,France,2022-01-05,2022,1,5
UYA26344,B.1.1,ORF7b protein,43,France,2022-01-05,2022,1,5
UYA26345,B.1.1,ORF8 protein,121,France,2022-01-05,2022,1,5
UYA26346,B.1.1,nucleocapsid phosphoprotein,419,France,2022-01-05,2022,1,5
UYA26347,B.1.1,ORF10 protein,38,France,2022-01-05,2022,1,5
UYA26431,BA.1.1.15,ORF1ab polyprotein,7092,France,2022-01-05,2022,1,5
UYA26432,BA.1.1.15,ORF1a polyprotein,4401,France,2022-01-05,2022,1,5
UYA26433,BA.1.1.15,surface glycoprotein,1267,France,2022-01-05,2022,1,5
UYA26434,BA.1.1.15,ORF3a protein,275,France,2022-01-05,2022,1,5
UYA26435,BA.1.1.15,envelope protein,75,France,2022-01-05,2022,1,5
UYA26436,BA.1.1.15,membrane glycoprotein,222,France,2022-01-05,2022,1,5
UYA26437,BA.1.1.15,ORF6 protein,61,France,2022-01-05,2022,1,5
UYA26438,BA.1.1.15,ORF7a protein,121,France,2022-01-05,2022,1,5
UYA26439,BA.1.1.15,ORF7b protein,43,France,2022-01-05,2022,1,5
UYA26440,BA.1.1.15,ORF8 protein,121,France,2022-01-05,2022,1,5
UYA26441,BA.1.1.15,nucleocapsid phosphoprotein,416,France,2022-01-05,2022,1,5
UYA26442,BA.1.1.15,ORF10 protein,38,France,2022-01-05,2022,1,5
UYA26563,AY.46.6,ORF1ab polyprotein,7096,France,2022-01-05,2022,1,5
UYA26564,AY.46.6,ORF1a polyprotein,4405,France,2022-01-05,2022,1,5
UYA26565,AY.46.6,surface glycoprotein,1266,France,2022-01-05,2022,1,5
UYA26566,AY.46.6,ORF3a protein,275,France,2022-01-05,2022,1,5
UYA26567,AY.46.6,envelope protein,75,France,2022-01-05,2022,1,5
UYA26568,AY.46.6,membrane glycoprotein,222,France,2022-01-05,2022,1,5
UYA26569,AY.46.6,ORF6 protein,61,France,2022-01-05,2022,1,5
UYA26570,AY.46.6,ORF7a protein,121,France,2022-01-05,2022,1,5
UYA26571,AY.46.6,ORF7b protein,43,France,2022-01-05,2022,1,5
UYA26572,AY.46.6,ORF8 protein,119,France,2022-01-05,2022,1,5
UYA26573,AY.46.6,nucleocapsid phosphoprotein,419,France,2022-01-05,2022,1,5
UYA26574,AY.46.6,ORF10 protein,38,France,2022-01-05,2022,1,5
UYA27205,BA.2.10,ORF1ab polyprotein,7090,France,2022-01-06,2022,1,6
UYA27206,BA.2.10,ORF1a polyprotein,4399,France,2022-01-06,2022,1,6
UYA27207,BA.2.10,surface glycoprotein,1270,France,2022-01-06,2022,1,6
UYA27208,BA.2.10,ORF3a protein,275,France,2022-01-06,2022,1,6
UYA27209,BA.2.10,envelope protein,75,France,2022-01-06,2022,1,6
UYA27210,BA.2.10,membrane glycoprotein,222,France,2022-01-06,2022,1,6
UYA27211,BA.2.10,ORF6 protein,61,France,2022-01-06,2022,1,6
UYA27212,BA.2.10,ORF7a protein,121,France,2022-01-06,2022,1,6
UYA27213,BA.2.10,ORF7b protein,43,France,2022-01-06,2022,1,6
UYA27214,BA.2.10,ORF8 protein,121,France,2022-01-06,2022,1,6
UYA27215,BA.2.10,nucleocapsid phosphoprotein,416,France,2022-01-06,2022,1,6
UYA27216,BA.2.10,ORF10 protein,38,France,2022-01-06,2022,1,6
UYA27505,BA.1.13,ORF1ab polyprotein,7092,France,2022-01-06,2022,1,6
UYA27506,BA.1.13,ORF1a polyprotein,4401,France,2022-01-06,2022,1,6
UYA27507,BA.1.13,surface glycoprotein,1268,France,2022-01-06,2022,1,6
UYA27508,BA.1.13,ORF3a protein,275,France,2022-01-06,2022,1,6
UYA27509,BA.1.13,envelope protein,75,France,2022-01-06,2022,1,6
UYA27510,BA.1.13,membrane glycoprotein,222,France,2022-01-06,2022,1,6
UYA27511,BA.1.13,ORF6 protein,61,France,2022-01-06,2022,1,6
UYA27512,BA.1.13,ORF7a protein,121,France,2022-01-06,2022,1,6
UYA27513,BA.1.13,ORF7b protein,43,France,2022-01-06,2022,1,6
UYA27514,BA.1.13,ORF8 protein,121,France,2022-01-06,2022,1,6
UYA27515,BA.1.13,nucleocapsid phosphoprotein,416,France,2022-01-06,2022,1,6
UYA27516,BA.1.13,ORF10 protein,38,France,2022-01-06,2022,1,6
UUL68423,AY.122,ORF1ab polyprotein,7093,France,2021-12-30,2021,12,30
UUL68424,AY.122,ORF1a polyprotein,4402,France,2021-12-30,2021,12,30
UUL68425,AY.122,surface glycoprotein,1271,France,2021-12-30,2021,12,30
UUL68426,AY.122,ORF3a protein,275,France,2021-12-30,2021,12,30
UUL68427,AY.122,envelope protein,75,France,2021-12-30,2021,12,30
UUL68428,AY.122,membrane glycoprotein,222,France,2021-12-30,2021,12,30
UUL68429,AY.122,ORF6 protein,61,France,2021-12-30,2021,12,30
UUL68430,AY.122,ORF7a protein,121,France,2021-12-30,2021,12,30
UUL68431,AY.122,ORF7b protein,43,France,2021-12-30,2021,12,30
UUL68432,AY.122,ORF8 protein,119,France,2021-12-30,2021,12,30
UUL68433,AY.122,nucleocapsid phosphoprotein,419,France,2021-12-30,2021,12,30
UUL68434,AY.122,ORF10 protein,38,France,2021-12-30,2021,12,30
UUL69027,AY.122.6,ORF1ab polyprotein,7096,France,2021-12-30,2021,12,30
UUL69028,AY.122.6,ORF1a polyprotein,4405,France,2021-12-30,2021,12,30
UUL69029,AY.122.6,surface glycoprotein,1271,France,2021-12-30,2021,12,30
UUL69030,AY.122.6,ORF3a protein,275,France,2021-12-30,2021,12,30
UUL69031,AY.122.6,envelope protein,75,France,2021-12-30,2021,12,30
UUL69032,AY.122.6,membrane glycoprotein,222,France,2021-12-30,2021,12,30
UUL69033,AY.122.6,ORF6 protein,61,France,2021-12-30,2021,12,30
UUL69034,AY.122.6,ORF7a protein,121,France,2021-12-30,2021,12,30
UUL69035,AY.122.6,ORF7b protein,43,France,2021-12-30,2021,12,30
UUL69036,AY.122.6,ORF8 protein,119,France,2021-12-30,2021,12,30
UUL69037,AY.122.6,nucleocapsid phosphoprotein,419,France,2021-12-30,2021,12,30
UUL69038,AY.122.6,ORF10 protein,38,France,2021-12-30,2021,12,30
UUL69464,AY.122,ORF1ab polyprotein,7096,France,2022-01-09,2022,1,9
UUL69465,AY.122,ORF1a polyprotein,4405,France,2022-01-09,2022,1,9
UUL69466,AY.122,surface glycoprotein,1271,France,2022-01-09,2022,1,9
UUL69467,AY.122,ORF3a protein,275,France,2022-01-09,2022,1,9
UUL69468,AY.122,envelope protein,75,France,2022-01-09,2022,1,9
UUL69469,AY.122,membrane glycoprotein,222,France,2022-01-09,2022,1,9
UUL69470,AY.122,ORF6 protein,61,France,2022-01-09,2022,1,9
UUL69471,AY.122,ORF7a protein,121,France,2022-01-09,2022,1,9
UUL69472,AY.122,ORF7b protein,43,France,2022-01-09,2022,1,9
UUL69473,AY.122,ORF8 protein,119,France,2022-01-09,2022,1,9
UUL69474,AY.122,nucleocapsid phosphoprotein,419,France,2022-01-09,2022,1,9
UUL69475,AY.122,ORF10 protein,38,France,2022-01-09,2022,1,9
UUL69522,BA.1.1,ORF1ab polyprotein,7092,France,2022-03-10,2022,3,10
UUL69523,BA.1.1,ORF1a polyprotein,4401,France,2022-03-10,2022,3,10
UUL69524,BA.1.1,surface glycoprotein,1267,France,2022-03-10,2022,3,10
UUL69525,BA.1.1,ORF3a protein,275,France,2022-03-10,2022,3,10
UUL69526,BA.1.1,envelope protein,75,France,2022-03-10,2022,3,10
UUL69527,BA.1.1,membrane glycoprotein,222,France,2022-03-10,2022,3,10
UUL69528,BA.1.1,ORF6 protein,61,France,2022-03-10,2022,3,10
UUL69529,BA.1.1,ORF7a protein,121,France,2022-03-10,2022,3,10
UUL69530,BA.1.1,ORF7b protein,43,France,2022-03-10,2022,3,10
UUL69531,BA.1.1,ORF8 protein,121,France,2022-03-10,2022,3,10
UUL69532,BA.1.1,nucleocapsid phosphoprotein,416,France,2022-03-10,2022,3,10
UUL69533,BA.1.1,ORF10 protein,38,France,2022-03-10,2022,3,10
UUL69618,AY.9.2,ORF1ab polyprotein,7096,France,2021-12-16,2021,12,16
UUL69619,AY.9.2,ORF1a polyprotein,4405,France,2021-12-16,2021,12,16
UUL69620,AY.9.2,surface glycoprotein,1271,France,2021-12-16,2021,12,16
UUL69621,AY.9.2,ORF3a protein,275,France,2021-12-16,2021,12,16
UUL69622,AY.9.2,envelope protein,75,France,2021-12-16,2021,12,16
UUL69623,AY.9.2,membrane glycoprotein,222,France,2021-12-16,2021,12,16
UUL69624,AY.9.2,ORF6 protein,61,France,2021-12-16,2021,12,16
UUL69625,AY.9.2,ORF7a protein,121,France,2021-12-16,2021,12,16
UUL69626,AY.9.2,ORF7b protein,43,France,2021-12-16,2021,12,16
UUL69627,AY.9.2,ORF8 protein,119,France,2021-12-16,2021,12,16
UUL69628,AY.9.2,nucleocapsid phosphoprotein,419,France,2021-12-16,2021,12,16
UUL69629,AY.9.2,ORF10 protein,38,France,2021-12-16,2021,12,16
UUL69713,BA.1.1.1,ORF1ab polyprotein,7092,France,2022-03-29,2022,3,29
UUL69714,BA.1.1.1,ORF1a polyprotein,4401,France,2022-03-29,2022,3,29
UUL69715,BA.1.1.1,surface glycoprotein,1267,France,2022-03-29,2022,3,29
UUL69716,BA.1.1.1,ORF3a protein,275,France,2022-03-29,2022,3,29
UUL69717,BA.1.1.1,envelope protein,75,France,2022-03-29,2022,3,29
UUL69718,BA.1.1.1,membrane glycoprotein,222,France,2022-03-29,2022,3,29
UUL69719,BA.1.1.1,ORF6 protein,61,France,2022-03-29,2022,3,29
UUL69720,BA.1.1.1,ORF7a protein,121,France,2022-03-29,2022,3,29
UUL69721,BA.1.1.1,ORF7b protein,43,France,2022-03-29,2022,3,29
UUL69722,BA.1.1.1,ORF8 protein,121,France,2022-03-29,2022,3,29
UUL69723,BA.1.1.1,nucleocapsid phosphoprotein,416,France,2022-03-29,2022,3,29
UUL69724,BA.1.1.1,ORF10 protein,38,France,2022-03-29,2022,3,29
UUL70236,BA.1.18,ORF1ab polyprotein,7092,France,2022-03-16,2022,3,16
UUL70237,BA.1.18,ORF1a polyprotein,4401,France,2022-03-16,2022,3,16
UUL70238,BA.1.18,surface glycoprotein,1270,France,2022-03-16,2022,3,16
UUL70239,BA.1.18,ORF3a protein,275,France,2022-03-16,2022,3,16
UUL70240,BA.1.18,envelope protein,75,France,2022-03-16,2022,3,16
UUL70241,BA.1.18,membrane glycoprotein,222,France,2022-03-16,2022,3,16
UUL70242,BA.1.18,ORF6 protein,61,France,2022-03-16,2022,3,16
UUL70243,BA.1.18,ORF7a protein,121,France,2022-03-16,2022,3,16
UUL70244,BA.1.18,ORF7b protein,43,France,2022-03-16,2022,3,16
UUL70245,BA.1.18,ORF8 protein,121,France,2022-03-16,2022,3,16
UUL70246,BA.1.18,nucleocapsid phosphoprotein,416,France,2022-03-16,2022,3,16
UUL70247,BA.1.18,ORF10 protein,38,France,2022-03-16,2022,3,16
UTS87281,P.1,ORF1ab polyprotein,7093,France,2021-01-27,2021,1,27
UTS87282,P.1,ORF1a polyprotein,4402,France,2021-01-27,2021,1,27
UTS87283,P.1,surface glycoprotein,1273,France,2021-01-27,2021,1,27
UTS87284,P.1,ORF3a protein,275,France,2021-01-27,2021,1,27
UTS87285,P.1,envelope protein,75,France,2021-01-27,2021,1,27
UTS87286,P.1,membrane glycoprotein,222,France,2021-01-27,2021,1,27
UTS87287,P.1,ORF6 protein,61,France,2021-01-27,2021,1,27
UTS87288,P.1,ORF7a protein,121,France,2021-01-27,2021,1,27
UTS87289,P.1,ORF7b protein,43,France,2021-01-27,2021,1,27
UTS87290,P.1,ORF8 protein,121,France,2021-01-27,2021,1,27
UTS87291,P.1,nucleocapsid phosphoprotein,419,France,2021-01-27,2021,1,27
UTS87292,P.1,ORF10 protein,38,France,2021-01-27,2021,1,27
UTS87316,B.1.526,ORF1ab polyprotein,7093,France,2021-03-25,2021,3,25
UTS87317,B.1.526,ORF1a polyprotein,4402,France,2021-03-25,2021,3,25
UTS87318,B.1.526,surface glycoprotein,1273,France,2021-03-25,2021,3,25
UTS87319,B.1.526,ORF3a protein,275,France,2021-03-25,2021,3,25
UTS87320,B.1.526,envelope protein,75,France,2021-03-25,2021,3,25
UTS87321,B.1.526,membrane glycoprotein,222,France,2021-03-25,2021,3,25
UTS87322,B.1.526,ORF6 protein,61,France,2021-03-25,2021,3,25
UTS87323,B.1.526,ORF7a protein,121,France,2021-03-25,2021,3,25
UTS87324,B.1.526,ORF7b protein,43,France,2021-03-25,2021,3,25
UTS87325,B.1.526,ORF8 protein,121,France,2021-03-25,2021,3,25
UTS87326,B.1.526,nucleocapsid phosphoprotein,419,France,2021-03-25,2021,3,25
UTS87327,B.1.526,ORF10 protein,38,France,2021-03-25,2021,3,25
UTS87339,B.1.429,ORF1ab polyprotein,7095,France,2021-02-05,2021,2,5
UTS87340,B.1.429,ORF1a polyprotein,4404,France,2021-02-05,2021,2,5
UTS87341,B.1.429,surface glycoprotein,1273,France,2021-02-05,2021,2,5
UTS87342,B.1.429,ORF3a protein,275,France,2021-02-05,2021,2,5
UTS87343,B.1.429,envelope protein,75,France,2021-02-05,2021,2,5
UTS87344,B.1.429,membrane glycoprotein,222,France,2021-02-05,2021,2,5
UTS87345,B.1.429,ORF6 protein,61,France,2021-02-05,2021,2,5
UTS87346,B.1.429,ORF7a protein,121,France,2021-02-05,2021,2,5
UTS87347,B.1.429,ORF7b protein,43,France,2021-02-05,2021,2,5
UTS87348,B.1.429,ORF8 protein,121,France,2021-02-05,2021,2,5
UTS87349,B.1.429,nucleocapsid phosphoprotein,419,France,2021-02-05,2021,2,5
UTS87350,B.1.429,ORF10 protein,38,France,2021-02-05,2021,2,5
UTS87351,B.1.617.2,ORF1ab polyprotein,7096,France,2021-11-29,2021,11,29
UTS87352,B.1.617.2,ORF1a polyprotein,4405,France,2021-11-29,2021,11,29
UTS87353,B.1.617.2,surface glycoprotein,1271,France,2021-11-29,2021,11,29
UTS87354,B.1.617.2,ORF3a protein,275,France,2021-11-29,2021,11,29
UTS87355,B.1.617.2,envelope protein,75,France,2021-11-29,2021,11,29
UTS87356,B.1.617.2,membrane glycoprotein,222,France,2021-11-29,2021,11,29
UTS87357,B.1.617.2,ORF6 protein,61,France,2021-11-29,2021,11,29
UTS87358,B.1.617.2,ORF7a protein,121,France,2021-11-29,2021,11,29
UTS87359,B.1.617.2,ORF7b protein,43,France,2021-11-29,2021,11,29
UTS87360,B.1.617.2,ORF8 protein,119,France,2021-11-29,2021,11,29
UTS87361,B.1.617.2,nucleocapsid phosphoprotein,419,France,2021-11-29,2021,11,29
