Accession,Pangolin,Protein,Length,Country,Collection_Date,Year,Month,Day
WDU07586,P.1.7.1,ORF8 protein,121,Brazil,2021-07-23,2021,7,23
WDU07587,P.1.7.1,nucleocapsid phosphoprotein,419,Brazil,2021-07-23,2021,7,23
WDU07588,P.1.7.1,ORF10 protein,38,Brazil,2021-07-23,2021,7,23
WDU08620,P.1.7,ORF1ab polyprotein,7093,Brazil,2021-08-25,2021,8,25
WDU08621,P.1.7,ORF1a polyprotein,4402,Brazil,2021-08-25,2021,8,25
WDU08622,P.1.7,surface glycoprotein,1273,Brazil,2021-08-25,2021,8,25
WDU08623,P.1.7,ORF3a protein,275,Brazil,2021-08-25,2021,8,25
WDU08624,P.1.7,envelope protein,75,Brazil,2021-08-25,2021,8,25
WDU08625,P.1.7,membrane glycoprotein,222,Brazil,2021-08-25,2021,8,25
WDU08626,P.1.7,ORF6 protein,61,Brazil,2021-08-25,2021,8,25
WDU08627,P.1.7,ORF7a protein,121,Brazil,2021-08-25,2021,8,25
WDU08628,P.1.7,ORF7b protein,43,Brazil,2021-08-25,2021,8,25
WDU08629,P.1.7,ORF8 protein,121,Brazil,2021-08-25,2021,8,25
WDU08630,P.1.7,nucleocapsid phosphoprotein,419,Brazil,2021-08-25,2021,8,25
WDU08631,P.1.7,ORF10 protein,38,Brazil,2021-08-25,2021,8,25
WDU08955,P.1.6,ORF1ab polyprotein,7093,Brazil,2021-10-01,2021,10,1
WDU08956,P.1.6,ORF1a polyprotein,4402,Brazil,2021-10-01,2021,10,1
WDU08957,P.1.6,surface glycoprotein,1273,Brazil,2021-10-01,2021,10,1
WDU08958,P.1.6,ORF3a protein,275,Brazil,2021-10-01,2021,10,1
WDU08959,P.1.6,envelope protein,75,Brazil,2021-10-01,2021,10,1
WDU08960,P.1.6,membrane glycoprotein,222,Brazil,2021-10-01,2021,10,1
WDU08961,P.1.6,ORF6 protein,61,Brazil,2021-10-01,2021,10,1
WDU08962,P.1.6,ORF7a protein,121,Brazil,2021-10-01,2021,10,1
WDU08963,P.1.6,ORF7b protein,43,Brazil,2021-10-01,2021,10,1
WDU08964,P.1.6,ORF8 protein,121,Brazil,2021-10-01,2021,10,1
WDU08965,P.1.6,nucleocapsid phosphoprotein,419,Brazil,2021-10-01,2021,10,1
WDU08966,P.1.6,ORF10 protein,38,Brazil,2021-10-01,2021,10,1
WDU09104,AY.4,ORF1ab polyprotein,7096,Brazil,2021-09-20,2021,9,20
WDU09105,AY.4,ORF1a polyprotein,4405,Brazil,2021-09-20,2021,9,20
WDU09106,AY.4,surface glycoprotein,1271,Brazil,2021-09-20,2021,9,20
WDU09107,AY.4,ORF3a protein,275,Brazil,2021-09-20,2021,9,20
WDU09108,AY.4,envelope protein,75,Brazil,2021-09-20,2021,9,20
WDU09109,AY.4,membrane glycoprotein,222,Brazil,2021-09-20,2021,9,20
WDU09110,AY.4,ORF6 protein,61,Brazil,2021-09-20,2021,9,20
WDU09111,AY.4,ORF7a protein,121,Brazil,2021-09-20,2021,9,20
WDU09112,AY.4,ORF7b protein,43,Brazil,2021-09-20,2021,9,20
WDU09113,AY.4,ORF8 protein,119,Brazil,2021-09-20,2021,9,20
WDU09114,AY.4,nucleocapsid phosphoprotein,419,Brazil,2021-09-20,2021,9,20
WDU09115,AY.4,ORF10 protein,38,Brazil,2021-09-20,2021,9,20
WDU09128,AY.116,ORF1ab polyprotein,7096,Brazil,2021-09-23,2021,9,23
WDU09129,AY.116,ORF1a polyprotein,4405,Brazil,2021-09-23,2021,9,23
WDU09130,AY.116,surface glycoprotein,1271,Brazil,2021-09-23,2021,9,23
WDU09131,AY.116,ORF3a protein,275,Brazil,2021-09-23,2021,9,23
WDU09132,AY.116,envelope protein,75,Brazil,2021-09-23,2021,9,23
WDU09133,AY.116,membrane glycoprotein,222,Brazil,2021-09-23,2021,9,23
WDU09134,AY.116,ORF6 protein,61,Brazil,2021-09-23,2021,9,23
WDU09135,AY.116,ORF7a protein,121,Brazil,2021-09-23,2021,9,23
WDU09136,AY.116,ORF7b protein,43,Brazil,2021-09-23,2021,9,23
WDU09137,AY.116,ORF8 protein,119,Brazil,2021-09-23,2021,9,23
WDU09138,AY.116,nucleocapsid phosphoprotein,419,Brazil,2021-09-23,2021,9,23
WDU09139,AY.116,ORF10 protein,38,Brazil,2021-09-23,2021,9,23
WDU09470,AY.43.8,ORF1ab polyprotein,7096,Brazil,2021-09-20,2021,9,20
WDU09471,AY.43.8,ORF1a polyprotein,4405,Brazil,2021-09-20,2021,9,20
WDU09472,AY.43.8,surface glycoprotein,1271,Brazil,2021-09-20,2021,9,20
WDU09473,AY.43.8,ORF3a protein,275,Brazil,2021-09-20,2021,9,20
WDU09474,AY.43.8,envelope protein,75,Brazil,2021-09-20,2021,9,20
WDU09475,AY.43.8,membrane glycoprotein,222,Brazil,2021-09-20,2021,9,20
WDU09476,AY.43.8,ORF6 protein,61,Brazil,2021-09-20,2021,9,20
WDU09477,AY.43.8,ORF7a protein,121,Brazil,2021-09-20,2021,9,20
WDU09478,AY.43.8,ORF7b protein,43,Brazil,2021-09-20,2021,9,20
WDU09479,AY.43.8,ORF8 protein,119,Brazil,2021-09-20,2021,9,20
WDU09480,AY.43.8,nucleocapsid phosphoprotein,419,Brazil,2021-09-20,2021,9,20
WDU09481,AY.43.8,ORF10 protein,38,Brazil,2021-09-20,2021,9,20
WDU09588,AY.99.2,ORF1ab polyprotein,7096,Brazil,2021-10-04,2021,10,4
WDU09589,AY.99.2,ORF1a polyprotein,4405,Brazil,2021-10-04,2021,10,4
WDU09590,AY.99.2,surface glycoprotein,1271,Brazil,2021-10-04,2021,10,4
WDU09591,AY.99.2,ORF3a protein,275,Brazil,2021-10-04,2021,10,4
WDU09592,AY.99.2,envelope protein,75,Brazil,2021-10-04,2021,10,4
WDU09593,AY.99.2,membrane glycoprotein,222,Brazil,2021-10-04,2021,10,4
WDU09594,AY.99.2,ORF6 protein,61,Brazil,2021-10-04,2021,10,4
WDU09595,AY.99.2,ORF7a protein,121,Brazil,2021-10-04,2021,10,4
WDU09596,AY.99.2,ORF7b protein,43,Brazil,2021-10-04,2021,10,4
WDU09597,AY.99.2,ORF8 protein,119,Brazil,2021-10-04,2021,10,4
WDU09598,AY.99.2,nucleocapsid phosphoprotein,419,Brazil,2021-10-04,2021,10,4
WDU09599,AY.99.2,ORF10 protein,38,Brazil,2021-10-04,2021,10,4
WDU09732,AY.34.1.1,ORF1ab polyprotein,7096,Brazil,2021-10-13,2021,10,13
WDU09733,AY.34.1.1,ORF1a polyprotein,4405,Brazil,2021-10-13,2021,10,13
WDU09734,AY.34.1.1,surface glycoprotein,1271,Brazil,2021-10-13,2021,10,13
WDU09735,AY.34.1.1,ORF3a protein,277,Brazil,2021-10-13,2021,10,13
WDU09736,AY.34.1.1,envelope protein,75,Brazil,2021-10-13,2021,10,13
WDU09737,AY.34.1.1,membrane glycoprotein,222,Brazil,2021-10-13,2021,10,13
WDU09738,AY.34.1.1,ORF6 protein,61,Brazil,2021-10-13,2021,10,13
WDU09739,AY.34.1.1,ORF7a protein,121,Brazil,2021-10-13,2021,10,13
WDU09740,AY.34.1.1,ORF7b protein,43,Brazil,2021-10-13,2021,10,13
WDU09741,AY.34.1.1,ORF8 protein,119,Brazil,2021-10-13,2021,10,13
WDU09742,AY.34.1.1,nucleocapsid phosphoprotein,419,Brazil,2021-10-13,2021,10,13
WDU09743,AY.34.1.1,ORF10 protein,38,Brazil,2021-10-13,2021,10,13
WDU09768,AY.122,ORF1ab polyprotein,7096,Brazil,2021-10-07,2021,10,7
WDU09769,AY.122,ORF1a polyprotein,4405,Brazil,2021-10-07,2021,10,7
WDU09770,AY.122,surface glycoprotein,1271,Brazil,2021-10-07,2021,10,7
WDU09771,AY.122,ORF3a protein,275,Brazil,2021-10-07,2021,10,7
WDU09772,AY.122,envelope protein,75,Brazil,2021-10-07,2021,10,7
WDU09773,AY.122,membrane glycoprotein,222,Brazil,2021-10-07,2021,10,7
WDU09774,AY.122,ORF6 protein,61,Brazil,2021-10-07,2021,10,7
WDU09775,AY.122,ORF7a protein,121,Brazil,2021-10-07,2021,10,7
WDU09776,AY.122,ORF7b protein,43,Brazil,2021-10-07,2021,10,7
WDU09777,AY.122,ORF8 protein,119,Brazil,2021-10-07,2021,10,7
WDU09778,AY.122,nucleocapsid phosphoprotein,419,Brazil,2021-10-07,2021,10,7
WDU09779,AY.122,ORF10 protein,38,Brazil,2021-10-07,2021,10,7
WDU09827,P.1.4,ORF1ab polyprotein,7093,Brazil,2021-10-08,2021,10,8
WDU09828,P.1.4,ORF1a polyprotein,4402,Brazil,2021-10-08,2021,10,8
WDU09829,P.1.4,surface glycoprotein,1273,Brazil,2021-10-08,2021,10,8
WDU09830,P.1.4,ORF3a protein,275,Brazil,2021-10-08,2021,10,8
WDU09831,P.1.4,envelope protein,75,Brazil,2021-10-08,2021,10,8
WDU09832,P.1.4,membrane glycoprotein,222,Brazil,2021-10-08,2021,10,8
WDU09833,P.1.4,ORF6 protein,61,Brazil,2021-10-08,2021,10,8
WDU09834,P.1.4,ORF7a protein,121,Brazil,2021-10-08,2021,10,8
WDU09835,P.1.4,ORF7b protein,43,Brazil,2021-10-08,2021,10,8
WDU09836,P.1.4,ORF8 protein,121,Brazil,2021-10-08,2021,10,8
WDU09837,P.1.4,nucleocapsid phosphoprotein,419,Brazil,2021-10-08,2021,10,8
WDU09838,P.1.4,ORF10 protein,38,Brazil,2021-10-08,2021,10,8
WDU09863,AY.101,ORF1ab polyprotein,7096,Brazil,2021-10-13,2021,10,13
WDU09864,AY.101,ORF1a polyprotein,4405,Brazil,2021-10-13,2021,10,13
WDU09865,AY.101,surface glycoprotein,1271,Brazil,2021-10-13,2021,10,13
WDU09866,AY.101,ORF3a protein,275,Brazil,2021-10-13,2021,10,13
WDU09867,AY.101,envelope protein,75,Brazil,2021-10-13,2021,10,13
WDU09868,AY.101,membrane glycoprotein,222,Brazil,2021-10-13,2021,10,13
WDU09869,AY.101,ORF6 protein,61,Brazil,2021-10-13,2021,10,13
WDU09870,AY.101,ORF7a protein,121,Brazil,2021-10-13,2021,10,13
WDU09871,AY.101,ORF7b protein,43,Brazil,2021-10-13,2021,10,13
WDU09872,AY.101,ORF8 protein,119,Brazil,2021-10-13,2021,10,13
WDU09873,AY.101,nucleocapsid phosphoprotein,419,Brazil,2021-10-13,2021,10,13
WDU09874,AY.101,ORF10 protein,38,Brazil,2021-10-13,2021,10,13
WDU09982,AY.119.1,ORF1ab polyprotein,7096,Brazil,2021-10-04,2021,10,4
WDU09983,AY.119.1,ORF1a polyprotein,4405,Brazil,2021-10-04,2021,10,4
WDU09984,AY.119.1,surface glycoprotein,1271,Brazil,2021-10-04,2021,10,4
WDU09985,AY.119.1,ORF3a protein,275,Brazil,2021-10-04,2021,10,4
WDU09986,AY.119.1,envelope protein,75,Brazil,2021-10-04,2021,10,4
WDU09987,AY.119.1,membrane glycoprotein,222,Brazil,2021-10-04,2021,10,4
WDU09988,AY.119.1,ORF6 protein,61,Brazil,2021-10-04,2021,10,4
WDU09989,AY.119.1,ORF7a protein,121,Brazil,2021-10-04,2021,10,4
WDU09990,AY.119.1,ORF7b protein,43,Brazil,2021-10-04,2021,10,4
WDU09991,AY.119.1,ORF8 protein,119,Brazil,2021-10-04,2021,10,4
WDU09992,AY.119.1,nucleocapsid phosphoprotein,419,Brazil,2021-10-04,2021,10,4
WDU09993,AY.119.1,ORF10 protein,38,Brazil,2021-10-04,2021,10,4
WDU10293,AY.9.2,ORF1ab polyprotein,7096,Brazil,2021-10-11,2021,10,11
WDU10294,AY.9.2,ORF1a polyprotein,4405,Brazil,2021-10-11,2021,10,11
WDU10295,AY.9.2,surface glycoprotein,1271,Brazil,2021-10-11,2021,10,11
WDU10296,AY.9.2,ORF3a protein,275,Brazil,2021-10-11,2021,10,11
WDU10297,AY.9.2,envelope protein,75,Brazil,2021-10-11,2021,10,11
WDU10298,AY.9.2,membrane glycoprotein,222,Brazil,2021-10-11,2021,10,11
WDU10299,AY.9.2,ORF6 protein,61,Brazil,2021-10-11,2021,10,11
WDU10300,AY.9.2,ORF7a protein,121,Brazil,2021-10-11,2021,10,11
WDU10301,AY.9.2,ORF7b protein,43,Brazil,2021-10-11,2021,10,11
WDU10302,AY.9.2,ORF8 protein,119,Brazil,2021-10-11,2021,10,11
WDU10303,AY.9.2,nucleocapsid phosphoprotein,419,Brazil,2021-10-11,2021,10,11
WDU10304,AY.9.2,ORF10 protein,38,Brazil,2021-10-11,2021,10,11
WDU10341,P.1.7,ORF1ab polyprotein,7093,Brazil,2021-10-02,2021,10,2
WDU10342,P.1.7,ORF1a polyprotein,4402,Brazil,2021-10-02,2021,10,2
WDU10343,P.1.7,surface glycoprotein,1273,Brazil,2021-10-02,2021,10,2
WDU10344,P.1.7,ORF3a protein,275,Brazil,2021-10-02,2021,10,2
WDU10345,P.1.7,envelope protein,75,Brazil,2021-10-02,2021,10,2
WDU10346,P.1.7,membrane glycoprotein,222,Brazil,2021-10-02,2021,10,2
WDU10347,P.1.7,ORF6 protein,61,Brazil,2021-10-02,2021,10,2
WDU10348,P.1.7,ORF7a protein,121,Brazil,2021-10-02,2021,10,2
WDU10349,P.1.7,ORF7b protein,43,Brazil,2021-10-02,2021,10,2
WDU10350,P.1.7,ORF8 protein,121,Brazil,2021-10-02,2021,10,2
WDU10351,P.1.7,nucleocapsid phosphoprotein,419,Brazil,2021-10-02,2021,10,2
WDU10352,P.1.7,ORF10 protein,38,Brazil,2021-10-02,2021,10,2
WDU11069,AY.43,ORF1ab polyprotein,7096,Brazil,2021-10-21,2021,10,21
WDU11070,AY.43,ORF1a polyprotein,4405,Brazil,2021-10-21,2021,10,21
WDU11071,AY.43,surface glycoprotein,1271,Brazil,2021-10-21,2021,10,21
WDU11072,AY.43,ORF3a protein,275,Brazil,2021-10-21,2021,10,21
WDU11073,AY.43,envelope protein,75,Brazil,2021-10-21,2021,10,21
WDU11074,AY.43,membrane glycoprotein,222,Brazil,2021-10-21,2021,10,21
WDU11075,AY.43,ORF6 protein,61,Brazil,2021-10-21,2021,10,21
WDU11076,AY.43,ORF7a protein,121,Brazil,2021-10-21,2021,10,21
WDU11077,AY.43,ORF7b protein,43,Brazil,2021-10-21,2021,10,21
WDU11078,AY.43,ORF8 protein,119,Brazil,2021-10-21,2021,10,21
WDU11079,AY.43,nucleocapsid phosphoprotein,419,Brazil,2021-10-21,2021,10,21
WDU11080,AY.43,ORF10 protein,38,Brazil,2021-10-21,2021,10,21
WDU11129,AY.43.8,ORF1ab polyprotein,7096,Brazil,2021-10-28,2021,10,28
WDU11130,AY.43.8,ORF1a polyprotein,4405,Brazil,2021-10-28,2021,10,28
WDU11131,AY.43.8,surface glycoprotein,1271,Brazil,2021-10-28,2021,10,28
WDU11132,AY.43.8,ORF3a protein,275,Brazil,2021-10-28,2021,10,28
WDU11133,AY.43.8,envelope protein,75,Brazil,2021-10-28,2021,10,28
WDU11134,AY.43.8,membrane glycoprotein,222,Brazil,2021-10-28,2021,10,28
WDU11135,AY.43.8,ORF6 protein,61,Brazil,2021-10-28,2021,10,28
WDU11136,AY.43.8,ORF7a protein,121,Brazil,2021-10-28,2021,10,28
WDU11137,AY.43.8,ORF7b protein,43,Brazil,2021-10-28,2021,10,28
WDU11138,AY.43.8,ORF8 protein,119,Brazil,2021-10-28,2021,10,28
WDU11139,AY.43.8,nucleocapsid phosphoprotein,419,Brazil,2021-10-28,2021,10,28
WDU11140,AY.43.8,ORF10 protein,38,Brazil,2021-10-28,2021,10,28
WDU11248,P.1.7.1,ORF1ab polyprotein,7093,Brazil,2021-10-22,2021,10,22
WDU11249,P.1.7.1,ORF1a polyprotein,4402,Brazil,2021-10-22,2021,10,22
WDU11250,P.1.7.1,surface glycoprotein,1273,Brazil,2021-10-22,2021,10,22
WDU11251,P.1.7.1,ORF3a protein,275,Brazil,2021-10-22,2021,10,22
WDU11252,P.1.7.1,envelope protein,75,Brazil,2021-10-22,2021,10,22
WDU11253,P.1.7.1,membrane glycoprotein,222,Brazil,2021-10-22,2021,10,22
WDU11254,P.1.7.1,ORF6 protein,61,Brazil,2021-10-22,2021,10,22
WDU11255,P.1.7.1,ORF7a protein,121,Brazil,2021-10-22,2021,10,22
WDU11256,P.1.7.1,ORF7b protein,43,Brazil,2021-10-22,2021,10,22
WDU11257,P.1.7.1,ORF8 protein,121,Brazil,2021-10-22,2021,10,22
WDU11258,P.1.7.1,nucleocapsid phosphoprotein,419,Brazil,2021-10-22,2021,10,22
WDU11259,P.1.7.1,ORF10 protein,38,Brazil,2021-10-22,2021,10,22
WDU11510,AY.20,ORF1ab polyprotein,7096,Brazil,2021-10-17,2021,10,17
WDU11511,AY.20,ORF1a polyprotein,4405,Brazil,2021-10-17,2021,10,17
WDU11512,AY.20,surface glycoprotein,1271,Brazil,2021-10-17,2021,10,17
WDU11513,AY.20,ORF3a protein,275,Brazil,2021-10-17,2021,10,17
WDU11514,AY.20,envelope protein,75,Brazil,2021-10-17,2021,10,17
WDU11515,AY.20,membrane glycoprotein,222,Brazil,2021-10-17,2021,10,17
WDU11516,AY.20,ORF6 protein,61,Brazil,2021-10-17,2021,10,17
WDU11517,AY.20,ORF7a protein,121,Brazil,2021-10-17,2021,10,17
WDU11518,AY.20,ORF7b protein,43,Brazil,2021-10-17,2021,10,17
WDU11519,AY.20,ORF8 protein,119,Brazil,2021-10-17,2021,10,17
WDU11520,AY.20,nucleocapsid phosphoprotein,419,Brazil,2021-10-17,2021,10,17
WDU11521,AY.20,ORF10 protein,38,Brazil,2021-10-17,2021,10,17
WDU11678,B.1.617.2,ORF1ab polyprotein,7096,Brazil,2021-10-19,2021,10,19
WDU11679,B.1.617.2,ORF1a polyprotein,4405,Brazil,2021-10-19,2021,10,19
WDU11680,B.1.617.2,surface glycoprotein,1271,Brazil,2021-10-19,2021,10,19
WDU11681,B.1.617.2,ORF3a protein,275,Brazil,2021-10-19,2021,10,19
WDU11682,B.1.617.2,envelope protein,75,Brazil,2021-10-19,2021,10,19
WDU11683,B.1.617.2,membrane glycoprotein,222,Brazil,2021-10-19,2021,10,19
WDU11684,B.1.617.2,ORF6 protein,61,Brazil,2021-10-19,2021,10,19
WDU11685,B.1.617.2,ORF7a protein,121,Brazil,2021-10-19,2021,10,19
WDU11686,B.1.617.2,ORF7b protein,43,Brazil,2021-10-19,2021,10,19
WDU11687,B.1.617.2,ORF8 protein,119,Brazil,2021-10-19,2021,10,19
WDU11688,B.1.617.2,nucleocapsid phosphoprotein,419,Brazil,2021-10-19,2021,10,19
WDU11689,B.1.617.2,ORF10 protein,38,Brazil,2021-10-19,2021,10,19
WDU11941,AY.101,ORF1ab polyprotein,7096,Brazil,2021-11-01,2021,11,1
WDU11942,AY.101,ORF1a polyprotein,4405,Brazil,2021-11-01,2021,11,1
WDU11943,AY.101,surface glycoprotein,1271,Brazil,2021-11-01,2021,11,1
WDU11944,AY.101,ORF3a protein,275,Brazil,2021-11-01,2021,11,1
WDU11945,AY.101,envelope protein,75,Brazil,2021-11-01,2021,11,1
WDU11946,AY.101,membrane glycoprotein,222,Brazil,2021-11-01,2021,11,1
WDU11947,AY.101,ORF6 protein,61,Brazil,2021-11-01,2021,11,1
WDU11948,AY.101,ORF7a protein,121,Brazil,2021-11-01,2021,11,1
WDU11949,AY.101,ORF7b protein,43,Brazil,2021-11-01,2021,11,1
WDU11950,AY.101,ORF8 protein,119,Brazil,2021-11-01,2021,11,1
WDU11951,AY.101,nucleocapsid phosphoprotein,419,Brazil,2021-11-01,2021,11,1
WDU11952,AY.101,ORF10 protein,38,Brazil,2021-11-01,2021,11,1
WDU11988,AY.43,ORF1ab polyprotein,7096,Brazil,2021-11-01,2021,11,1
WDU11989,AY.43,ORF1a polyprotein,4405,Brazil,2021-11-01,2021,11,1
WDU11990,AY.43,surface glycoprotein,1271,Brazil,2021-11-01,2021,11,1
WDU11991,AY.43,ORF3a protein,275,Brazil,2021-11-01,2021,11,1
WDU11992,AY.43,envelope protein,75,Brazil,2021-11-01,2021,11,1
WDU11993,AY.43,membrane glycoprotein,222,Brazil,2021-11-01,2021,11,1
WDU11994,AY.43,ORF6 protein,61,Brazil,2021-11-01,2021,11,1
WDU11995,AY.43,ORF7a protein,121,Brazil,2021-11-01,2021,11,1
WDU11996,AY.43,ORF7b protein,43,Brazil,2021-11-01,2021,11,1
WDU11997,AY.43,ORF8 protein,119,Brazil,2021-11-01,2021,11,1
WDU11998,AY.43,nucleocapsid phosphoprotein,419,Brazil,2021-11-01,2021,11,1
WDU11999,AY.43,ORF10 protein,38,Brazil,2021-11-01,2021,11,1
WDU12000,AY.99.2,ORF1ab polyprotein,7096,Brazil,2021-11-01,2021,11,1
WDU12001,AY.99.2,ORF1a polyprotein,4405,Brazil,2021-11-01,2021,11,1
WDU12002,AY.99.2,surface glycoprotein,1271,Brazil,2021-11-01,2021,11,1
WDU12003,AY.99.2,ORF3a protein,275,Brazil,2021-11-01,2021,11,1
WDU12004,AY.99.2,envelope protein,75,Brazil,2021-11-01,2021,11,1
WDU12005,AY.99.2,membrane glycoprotein,222,Brazil,2021-11-01,2021,11,1
WDU12006,AY.99.2,ORF6 protein,61,Brazil,2021-11-01,2021,11,1
WDU12007,AY.99.2,ORF7a protein,121,Brazil,2021-11-01,2021,11,1
WDU12008,AY.99.2,ORF7b protein,43,Brazil,2021-11-01,2021,11,1
WDU12009,AY.99.2,ORF8 protein,119,Brazil,2021-11-01,2021,11,1
WDU12010,AY.99.2,nucleocapsid phosphoprotein,419,Brazil,2021-11-01,2021,11,1
WDU12011,AY.99.2,ORF10 protein,38,Brazil,2021-11-01,2021,11,1
WDU12012,AY.122,ORF1ab polyprotein,7096,Brazil,2021-11-02,2021,11,2
WDU12013,AY.122,ORF1a polyprotein,4405,Brazil,2021-11-02,2021,11,2
WDU12014,AY.122,surface glycoprotein,1271,Brazil,2021-11-02,2021,11,2
WDU12015,AY.122,ORF3a protein,275,Brazil,2021-11-02,2021,11,2
WDU12016,AY.122,envelope protein,75,Brazil,2021-11-02,2021,11,2
WDU12017,AY.122,membrane glycoprotein,222,Brazil,2021-11-02,2021,11,2
WDU12018,AY.122,ORF6 protein,61,Brazil,2021-11-02,2021,11,2
WDU12019,AY.122,ORF7a protein,121,Brazil,2021-11-02,2021,11,2
WDU12020,AY.122,ORF7b protein,43,Brazil,2021-11-02,2021,11,2
WDU12021,AY.122,ORF8 protein,119,Brazil,2021-11-02,2021,11,2
WDU12022,AY.122,nucleocapsid phosphoprotein,419,Brazil,2021-11-02,2021,11,2
WDU12023,AY.122,ORF10 protein,38,Brazil,2021-11-02,2021,11,2
WDU12048,AY.43.8,ORF1ab polyprotein,7096,Brazil,2021-11-02,2021,11,2
WDU12049,AY.43.8,ORF1a polyprotein,4405,Brazil,2021-11-02,2021,11,2
WDU12050,AY.43.8,surface glycoprotein,1271,Brazil,2021-11-02,2021,11,2
WDU12051,AY.43.8,ORF3a protein,275,Brazil,2021-11-02,2021,11,2
WDU12052,AY.43.8,envelope protein,75,Brazil,2021-11-02,2021,11,2
WDU12053,AY.43.8,membrane glycoprotein,222,Brazil,2021-11-02,2021,11,2
WDU12054,AY.43.8,ORF6 protein,61,Brazil,2021-11-02,2021,11,2
WDU12055,AY.43.8,ORF7a protein,121,Brazil,2021-11-02,2021,11,2
WDU12056,AY.43.8,ORF7b protein,43,Brazil,2021-11-02,2021,11,2
WDU12057,AY.43.8,ORF8 protein,119,Brazil,2021-11-02,2021,11,2
WDU12058,AY.43.8,nucleocapsid phosphoprotein,419,Brazil,2021-11-02,2021,11,2
WDU12059,AY.43.8,ORF10 protein,38,Brazil,2021-11-02,2021,11,2
WDU12108,AY.9.2,ORF1ab polyprotein,7096,Brazil,2021-11-03,2021,11,3
WDU12109,AY.9.2,ORF1a polyprotein,4405,Brazil,2021-11-03,2021,11,3
WDU12110,AY.9.2,surface glycoprotein,1271,Brazil,2021-11-03,2021,11,3
WDU12111,AY.9.2,ORF3a protein,275,Brazil,2021-11-03,2021,11,3
WDU12112,AY.9.2,envelope protein,75,Brazil,2021-11-03,2021,11,3
WDU12113,AY.9.2,membrane glycoprotein,222,Brazil,2021-11-03,2021,11,3
WDU12114,AY.9.2,ORF6 protein,61,Brazil,2021-11-03,2021,11,3
WDU12115,AY.9.2,ORF7a protein,121,Brazil,2021-11-03,2021,11,3
WDU12116,AY.9.2,ORF7b protein,43,Brazil,2021-11-03,2021,11,3
WDU12117,AY.9.2,ORF8 protein,119,Brazil,2021-11-03,2021,11,3
WDU12118,AY.9.2,nucleocapsid phosphoprotein,419,Brazil,2021-11-03,2021,11,3
WDU12119,AY.9.2,ORF10 protein,38,Brazil,2021-11-03,2021,11,3
WDU12264,P.1.6,ORF1ab polyprotein,7093,Brazil,2021-11-03,2021,11,3
WDU12265,P.1.6,ORF1a polyprotein,4402,Brazil,2021-11-03,2021,11,3
WDU12266,P.1.6,surface glycoprotein,1273,Brazil,2021-11-03,2021,11,3
WDU12267,P.1.6,ORF3a protein,275,Brazil,2021-11-03,2021,11,3
WDU12268,P.1.6,envelope protein,75,Brazil,2021-11-03,2021,11,3
WDU12269,P.1.6,membrane glycoprotein,222,Brazil,2021-11-03,2021,11,3
WDU12270,P.1.6,ORF6 protein,61,Brazil,2021-11-03,2021,11,3
WDU12271,P.1.6,ORF7a protein,121,Brazil,2021-11-03,2021,11,3
WDU12272,P.1.6,ORF7b protein,43,Brazil,2021-11-03,2021,11,3
WDU12273,P.1.6,ORF8 protein,121,Brazil,2021-11-03,2021,11,3
WDU12274,P.1.6,nucleocapsid phosphoprotein,419,Brazil,2021-11-03,2021,11,3
WDU12275,P.1.6,ORF10 protein,38,Brazil,2021-11-03,2021,11,3
WDU12359,AY.119,ORF1ab polyprotein,7096,Brazil,2021-11-04,2021,11,4
WDU12360,AY.119,ORF1a polyprotein,4405,Brazil,2021-11-04,2021,11,4
WDU12361,AY.119,surface glycoprotein,1271,Brazil,2021-11-04,2021,11,4
WDU12362,AY.119,ORF3a protein,275,Brazil,2021-11-04,2021,11,4
WDU12363,AY.119,envelope protein,75,Brazil,2021-11-04,2021,11,4
WDU12364,AY.119,membrane glycoprotein,222,Brazil,2021-11-04,2021,11,4
WDU12365,AY.119,ORF6 protein,61,Brazil,2021-11-04,2021,11,4
WDU12366,AY.119,ORF7a protein,121,Brazil,2021-11-04,2021,11,4
WDU12367,AY.119,ORF7b protein,43,Brazil,2021-11-04,2021,11,4
WDU12368,AY.119,ORF8 protein,119,Brazil,2021-11-04,2021,11,4
WDU12369,AY.119,nucleocapsid phosphoprotein,419,Brazil,2021-11-04,2021,11,4
WDU12370,AY.119,ORF10 protein,38,Brazil,2021-11-04,2021,11,4
WDU12946,AY.42,ORF1ab polyprotein,7096,Brazil,2021-11-08,2021,11,8
WDU12947,AY.42,ORF1a polyprotein,4405,Brazil,2021-11-08,2021,11,8
WDU12948,AY.42,surface glycoprotein,1271,Brazil,2021-11-08,2021,11,8
WDU12949,AY.42,ORF3a protein,275,Brazil,2021-11-08,2021,11,8
WDU12950,AY.42,envelope protein,75,Brazil,2021-11-08,2021,11,8
WDU12951,AY.42,membrane glycoprotein,222,Brazil,2021-11-08,2021,11,8
WDU12952,AY.42,ORF6 protein,61,Brazil,2021-11-08,2021,11,8
WDU12953,AY.42,ORF7a protein,121,Brazil,2021-11-08,2021,11,8
WDU12954,AY.42,ORF7b protein,43,Brazil,2021-11-08,2021,11,8
WDU12955,AY.42,ORF8 protein,119,Brazil,2021-11-08,2021,11,8
WDU12956,AY.42,nucleocapsid phosphoprotein,419,Brazil,2021-11-08,2021,11,8
WDU12957,AY.42,ORF10 protein,38,Brazil,2021-11-08,2021,11,8
