Accession,Pangolin,Protein,Length,Country,Collection_Date,Year,Month,Day
QQP27509,B.1.258,ORF10 protein,38,Italy,2020-12-24,2020,12,24
QQP27510,Q.4,ORF1ab polyprotein,7093,Italy,2020-12-29,2020,12,29
QQP27511,Q.4,ORF1a polyprotein,4402,Italy,2020-12-29,2020,12,29
QQP27512,Q.4,surface glycoprotein,1270,Italy,2020-12-29,2020,12,29
QQP27513,Q.4,ORF3a protein,275,Italy,2020-12-29,2020,12,29
QQP27514,Q.4,envelope protein,75,Italy,2020-12-29,2020,12,29
QQP27515,Q.4,membrane glycoprotein,222,Italy,2020-12-29,2020,12,29
QQP27516,Q.4,ORF6 protein,61,Italy,2020-12-29,2020,12,29
QQP27517,Q.4,ORF7a protein,121,Italy,2020-12-29,2020,12,29
QQP27518,Q.4,ORF7b protein,43,Italy,2020-12-29,2020,12,29
QQP27519,Q.4,,26,Italy,2020-12-29,2020,12,29
QQP27520,Q.4,nucleocapsid phosphoprotein,419,Italy,2020-12-29,2020,12,29
QQP27521,Q.4,ORF10 protein,38,Italy,2020-12-29,2020,12,29
QQL92048,B.1.1.7,ORF1ab polyprotein,7093,Italy,2020-12-19,2020,12,19
QQL92049,B.1.1.7,ORF1a polyprotein,4402,Italy,2020-12-19,2020,12,19
QQL92050,B.1.1.7,surface glycoprotein,1270,Italy,2020-12-19,2020,12,19
QQL92051,B.1.1.7,ORF3a protein,275,Italy,2020-12-19,2020,12,19
QQL92052,B.1.1.7,envelope protein,75,Italy,2020-12-19,2020,12,19
QQL92053,B.1.1.7,membrane glycoprotein,222,Italy,2020-12-19,2020,12,19
QQL92054,B.1.1.7,ORF6 protein,61,Italy,2020-12-19,2020,12,19
QQL92055,B.1.1.7,ORF7a protein,121,Italy,2020-12-19,2020,12,19
QQL92056,B.1.1.7,ORF7b protein,43,Italy,2020-12-19,2020,12,19
QQL92057,B.1.1.7,,26,Italy,2020-12-19,2020,12,19
QQL92058,B.1.1.7,nucleocapsid phosphoprotein,419,Italy,2020-12-19,2020,12,19
QQL92059,B.1.1.7,ORF10 protein,38,Italy,2020-12-19,2020,12,19
QQD89020,B.1.1,ORF1ab polyprotein,7096,Italy,2020-04-28,2020,4,28
QQD89021,B.1.1,ORF1a polyprotein,4405,Italy,2020-04-28,2020,4,28
QQD89022,B.1.1,surface glycoprotein,1273,Italy,2020-04-28,2020,4,28
QQD89023,B.1.1,ORF3a protein,275,Italy,2020-04-28,2020,4,28
QQD89024,B.1.1,envelope protein,75,Italy,2020-04-28,2020,4,28
QQD89025,B.1.1,membrane glycoprotein,222,Italy,2020-04-28,2020,4,28
QQD89026,B.1.1,ORF6 protein,61,Italy,2020-04-28,2020,4,28
QQD89027,B.1.1,ORF7a protein,121,Italy,2020-04-28,2020,4,28
QQD89028,B.1.1,ORF7b protein,43,Italy,2020-04-28,2020,4,28
QQD89029,B.1.1,ORF8 protein,121,Italy,2020-04-28,2020,4,28
QQD89030,B.1.1,nucleocapsid phosphoprotein,419,Italy,2020-04-28,2020,4,28
QQD89031,B.1.1,ORF10 protein,38,Italy,2020-04-28,2020,4,28
QPN00773,A,ORF1ab polyprotein,7096,Italy,2020-06-29,2020,6,29
QPN00774,A,ORF1a polyprotein,4405,Italy,2020-06-29,2020,6,29
QPN00775,A,surface glycoprotein,1273,Italy,2020-06-29,2020,6,29
QPN00776,A,ORF3a protein,275,Italy,2020-06-29,2020,6,29
QPN00777,A,envelope protein,75,Italy,2020-06-29,2020,6,29
QPN00778,A,membrane glycoprotein,222,Italy,2020-06-29,2020,6,29
QPN00779,A,ORF6 protein,61,Italy,2020-06-29,2020,6,29
QPN00780,A,ORF7a protein,121,Italy,2020-06-29,2020,6,29
QPN00781,A,ORF7b protein,43,Italy,2020-06-29,2020,6,29
QPN00782,A,ORF8 protein,121,Italy,2020-06-29,2020,6,29
QPN00783,A,nucleocapsid phosphoprotein,419,Italy,2020-06-29,2020,6,29
QPN00784,A,ORF10 protein,38,Italy,2020-06-29,2020,6,29
QOL78152,B.1,ORF1ab polyprotein,7096,Italy,2020-06-07,2020,6,7
QOL78153,B.1,ORF1a polyprotein,4405,Italy,2020-06-07,2020,6,7
QOL78154,B.1,surface glycoprotein,1273,Italy,2020-06-07,2020,6,7
QOL78155,B.1,ORF3a protein,275,Italy,2020-06-07,2020,6,7
QOL78156,B.1,envelope protein,75,Italy,2020-06-07,2020,6,7
QOL78157,B.1,membrane glycoprotein,222,Italy,2020-06-07,2020,6,7
QOL78158,B.1,ORF6 protein,61,Italy,2020-06-07,2020,6,7
QOL78159,B.1,ORF7a protein,121,Italy,2020-06-07,2020,6,7
QOL78160,B.1,ORF7b protein,43,Italy,2020-06-07,2020,6,7
QOL78161,B.1,ORF8 protein,121,Italy,2020-06-07,2020,6,7
QOL78162,B.1,nucleocapsid phosphoprotein,419,Italy,2020-06-07,2020,6,7
QOL78163,B.1,ORF10 protein,38,Italy,2020-06-07,2020,6,7
QNN93025,B.1,ORF1ab polyprotein,7096,Italy,2020-05-01,2020,5,1
QNN93026,B.1,ORF1a polyprotein,4405,Italy,2020-05-01,2020,5,1
QNN93027,B.1,surface glycoprotein,1273,Italy,2020-05-01,2020,5,1
QNN93028,B.1,ORF3a protein,276,Italy,2020-05-01,2020,5,1
QNN93029,B.1,envelope protein,75,Italy,2020-05-01,2020,5,1
QNN93030,B.1,membrane glycoprotein,222,Italy,2020-05-01,2020,5,1
QNN93031,B.1,ORF6 protein,61,Italy,2020-05-01,2020,5,1
QNN93032,B.1,ORF7a protein,121,Italy,2020-05-01,2020,5,1
QNN93033,B.1,ORF7b protein,43,Italy,2020-05-01,2020,5,1
QNN93034,B.1,ORF8 protein,121,Italy,2020-05-01,2020,5,1
QNN93035,B.1,nucleocapsid phosphoprotein,419,Italy,2020-05-01,2020,5,1
QNN93036,B.1,ORF10 protein,38,Italy,2020-05-01,2020,5,1
QNN94962,B.1.1,,55,Italy,2020-04-20,2020,4,20
QKE43665,B.1.1,ORF1ab polyprotein,7096,Italy,2020-02-28,2020,2,28
QKE43666,B.1.1,ORF1a polyprotein,4405,Italy,2020-02-28,2020,2,28
QKE43667,B.1.1,surface glycoprotein,1273,Italy,2020-02-28,2020,2,28
QKE43668,B.1.1,ORF3a protein,275,Italy,2020-02-28,2020,2,28
QKE43669,B.1.1,envelope protein,75,Italy,2020-02-28,2020,2,28
QKE43670,B.1.1,membrane glycoprotein,222,Italy,2020-02-28,2020,2,28
QKE43671,B.1.1,ORF6 protein,61,Italy,2020-02-28,2020,2,28
QKE43672,B.1.1,ORF7a protein,121,Italy,2020-02-28,2020,2,28
QKE43673,B.1.1,ORF7b protein,43,Italy,2020-02-28,2020,2,28
QKE43674,B.1.1,ORF8 protein,121,Italy,2020-02-28,2020,2,28
QKE43675,B.1.1,nucleocapsid phosphoprotein,419,Italy,2020-02-28,2020,2,28
QKE43676,B.1.1,ORF10 protein,38,Italy,2020-02-28,2020,2,28
QVL01163,B.1.351.2,ORF1ab polyprotein,7093,Tunisia,2021-04-26,2021,4,26
QVL01164,B.1.351.2,ORF1a polyprotein,4402,Tunisia,2021-04-26,2021,4,26
QVL01165,B.1.351.2,surface glycoprotein,1270,Tunisia,2021-04-26,2021,4,26
QVL01166,B.1.351.2,ORF3a protein,275,Tunisia,2021-04-26,2021,4,26
QVL01167,B.1.351.2,envelope protein,75,Tunisia,2021-04-26,2021,4,26
QVL01168,B.1.351.2,membrane glycoprotein,222,Tunisia,2021-04-26,2021,4,26
QVL01169,B.1.351.2,ORF6 protein,61,Tunisia,2021-04-26,2021,4,26
QVL01170,B.1.351.2,ORF7a protein,121,Tunisia,2021-04-26,2021,4,26
QVL01171,B.1.351.2,ORF7b protein,43,Tunisia,2021-04-26,2021,4,26
QVL01172,B.1.351.2,ORF8 protein,121,Tunisia,2021-04-26,2021,4,26
QVL01173,B.1.351.2,nucleocapsid phosphoprotein,419,Tunisia,2021-04-26,2021,4,26
QVL01174,B.1.351.2,ORF10 protein,38,Tunisia,2021-04-26,2021,4,26
QST05185,B.1.1.7,ORF1ab polyprotein,7093,Tunisia,2021-02-20,2021,2,20
QST05186,B.1.1.7,ORF1a polyprotein,4402,Tunisia,2021-02-20,2021,2,20
QST05187,B.1.1.7,surface glycoprotein,1270,Tunisia,2021-02-20,2021,2,20
QST05188,B.1.1.7,ORF3a protein,275,Tunisia,2021-02-20,2021,2,20
QST05189,B.1.1.7,envelope protein,75,Tunisia,2021-02-20,2021,2,20
QST05190,B.1.1.7,membrane glycoprotein,222,Tunisia,2021-02-20,2021,2,20
QST05191,B.1.1.7,ORF6 protein,61,Tunisia,2021-02-20,2021,2,20
QST05192,B.1.1.7,ORF7a protein,121,Tunisia,2021-02-20,2021,2,20
QST05193,B.1.1.7,ORF7b protein,43,Tunisia,2021-02-20,2021,2,20
QST05194,B.1.1.7,,26,Tunisia,2021-02-20,2021,2,20
QST05195,B.1.1.7,nucleocapsid phosphoprotein,419,Tunisia,2021-02-20,2021,2,20
QST05196,B.1.1.7,ORF10 protein,38,Tunisia,2021-02-20,2021,2,20
QSG74046,B.1.177,ORF1ab polyprotein,7096,Tunisia,2020-03-24,2020,3,24
QSG74047,B.1.177,ORF1a polyprotein,4405,Tunisia,2020-03-24,2020,3,24
QSG74048,B.1.177,surface glycoprotein,1273,Tunisia,2020-03-24,2020,3,24
QSG74049,B.1.177,ORF3a protein,275,Tunisia,2020-03-24,2020,3,24
QSG74050,B.1.177,envelope protein,75,Tunisia,2020-03-24,2020,3,24
QSG74051,B.1.177,membrane glycoprotein,222,Tunisia,2020-03-24,2020,3,24
QSG74052,B.1.177,ORF6 protein,61,Tunisia,2020-03-24,2020,3,24
QSG74053,B.1.177,ORF7a protein,121,Tunisia,2020-03-24,2020,3,24
QSG74054,B.1.177,ORF7b protein,43,Tunisia,2020-03-24,2020,3,24
QSG74055,B.1.177,ORF8 protein,121,Tunisia,2020-03-24,2020,3,24
QSG74056,B.1.177,nucleocapsid phosphoprotein,419,Tunisia,2020-03-24,2020,3,24
QSG74057,B.1.177,ORF10 protein,38,Tunisia,2020-03-24,2020,3,24
QQN96133,B.1.177,ORF1ab polyprotein,7096,Tunisia,2021-01-08,2021,1,8
QQN96134,B.1.177,ORF1a polyprotein,4405,Tunisia,2021-01-08,2021,1,8
QQN96135,B.1.177,surface glycoprotein,1273,Tunisia,2021-01-08,2021,1,8
QQN96136,B.1.177,ORF3a protein,275,Tunisia,2021-01-08,2021,1,8
QQN96137,B.1.177,envelope protein,75,Tunisia,2021-01-08,2021,1,8
QQN96138,B.1.177,membrane glycoprotein,222,Tunisia,2021-01-08,2021,1,8
QQN96139,B.1.177,ORF6 protein,61,Tunisia,2021-01-08,2021,1,8
QQN96140,B.1.177,ORF7a protein,121,Tunisia,2021-01-08,2021,1,8
QQN96141,B.1.177,ORF7b protein,43,Tunisia,2021-01-08,2021,1,8
QQN96142,B.1.177,ORF8 protein,121,Tunisia,2021-01-08,2021,1,8
QQN96143,B.1.177,nucleocapsid phosphoprotein,419,Tunisia,2021-01-08,2021,1,8
QQN96144,B.1.177,ORF10 protein,38,Tunisia,2021-01-08,2021,1,8
QQN96145,B.1.160,ORF1ab polyprotein,7096,Tunisia,2021-01-07,2021,1,7
QQN96146,B.1.160,ORF1a polyprotein,4405,Tunisia,2021-01-07,2021,1,7
QQN96147,B.1.160,surface glycoprotein,1273,Tunisia,2021-01-07,2021,1,7
QQN96148,B.1.160,ORF3a protein,275,Tunisia,2021-01-07,2021,1,7
QQN96149,B.1.160,envelope protein,75,Tunisia,2021-01-07,2021,1,7
QQN96150,B.1.160,membrane glycoprotein,222,Tunisia,2021-01-07,2021,1,7
QQN96151,B.1.160,ORF6 protein,61,Tunisia,2021-01-07,2021,1,7
QQN96152,B.1.160,ORF7a protein,121,Tunisia,2021-01-07,2021,1,7
QQN96153,B.1.160,ORF7b protein,43,Tunisia,2021-01-07,2021,1,7
QQN96154,B.1.160,ORF8 protein,121,Tunisia,2021-01-07,2021,1,7
QQN96155,B.1.160,nucleocapsid phosphoprotein,419,Tunisia,2021-01-07,2021,1,7
QQN96156,B.1.160,ORF10 protein,38,Tunisia,2021-01-07,2021,1,7
QQN96157,B.1.428.2,ORF1ab polyprotein,7096,Tunisia,2020-04-07,2020,4,7
QQN96158,B.1.428.2,ORF1a polyprotein,4405,Tunisia,2020-04-07,2020,4,7
QQN96159,B.1.428.2,surface glycoprotein,1273,Tunisia,2020-04-07,2020,4,7
QQN96160,B.1.428.2,ORF3a protein,275,Tunisia,2020-04-07,2020,4,7
QQN96161,B.1.428.2,envelope protein,75,Tunisia,2020-04-07,2020,4,7
QQN96162,B.1.428.2,membrane glycoprotein,222,Tunisia,2020-04-07,2020,4,7
QQN96163,B.1.428.2,ORF6 protein,61,Tunisia,2020-04-07,2020,4,7
QQN96164,B.1.428.2,ORF7a protein,121,Tunisia,2020-04-07,2020,4,7
QQN96165,B.1.428.2,ORF7b protein,43,Tunisia,2020-04-07,2020,4,7
QQN96166,B.1.428.2,ORF8 protein,121,Tunisia,2020-04-07,2020,4,7
QQN96167,B.1.428.2,nucleocapsid phosphoprotein,419,Tunisia,2020-04-07,2020,4,7
QQN96168,B.1.428.2,ORF10 protein,38,Tunisia,2020-04-07,2020,4,7
QQM99751,B.1.1,ORF1ab polyprotein,7096,Tunisia,2021-01-06,2021,1,6
QQM99752,B.1.1,ORF1a polyprotein,4405,Tunisia,2021-01-06,2021,1,6
QQM99753,B.1.1,surface glycoprotein,1273,Tunisia,2021-01-06,2021,1,6
QQM99754,B.1.1,ORF3a protein,275,Tunisia,2021-01-06,2021,1,6
QQM99755,B.1.1,envelope protein,75,Tunisia,2021-01-06,2021,1,6
QQM99756,B.1.1,membrane glycoprotein,222,Tunisia,2021-01-06,2021,1,6
QQM99757,B.1.1,ORF6 protein,61,Tunisia,2021-01-06,2021,1,6
QQM99758,B.1.1,ORF7a protein,121,Tunisia,2021-01-06,2021,1,6
QQM99759,B.1.1,ORF7b protein,43,Tunisia,2021-01-06,2021,1,6
QQM99760,B.1.1,ORF8 protein,121,Tunisia,2021-01-06,2021,1,6
QQM99761,B.1.1,nucleocapsid phosphoprotein,419,Tunisia,2021-01-06,2021,1,6
QQM99762,B.1.1,ORF10 protein,38,Tunisia,2021-01-06,2021,1,6
QQN90002,B.1.177.6,ORF1ab polyprotein,7096,Tunisia,2020-12-24,2020,12,24
QQN90003,B.1.177.6,ORF1a polyprotein,4405,Tunisia,2020-12-24,2020,12,24
QQN90004,B.1.177.6,surface glycoprotein,1273,Tunisia,2020-12-24,2020,12,24
QQN90005,B.1.177.6,ORF3a protein,275,Tunisia,2020-12-24,2020,12,24
QQN90006,B.1.177.6,envelope protein,75,Tunisia,2020-12-24,2020,12,24
QQN90007,B.1.177.6,membrane glycoprotein,222,Tunisia,2020-12-24,2020,12,24
QQN90008,B.1.177.6,ORF6 protein,61,Tunisia,2020-12-24,2020,12,24
QQN90009,B.1.177.6,ORF7a protein,121,Tunisia,2020-12-24,2020,12,24
QQN90010,B.1.177.6,ORF7b protein,43,Tunisia,2020-12-24,2020,12,24
QQN90011,B.1.177.6,ORF8 protein,121,Tunisia,2020-12-24,2020,12,24
QQN90012,B.1.177.6,nucleocapsid phosphoprotein,419,Tunisia,2020-12-24,2020,12,24
QQN90013,B.1.177.6,ORF10 protein,38,Tunisia,2020-12-24,2020,12,24
QQM18315,B.1.1.1,ORF1ab polyprotein,7096,Tunisia,2020-10-14,2020,10,14
QQM18316,B.1.1.1,ORF1a polyprotein,4405,Tunisia,2020-10-14,2020,10,14
QQM18317,B.1.1.1,surface glycoprotein,1273,Tunisia,2020-10-14,2020,10,14
QQM18318,B.1.1.1,ORF3a protein,275,Tunisia,2020-10-14,2020,10,14
QQM18319,B.1.1.1,envelope protein,75,Tunisia,2020-10-14,2020,10,14
QQM18320,B.1.1.1,membrane glycoprotein,222,Tunisia,2020-10-14,2020,10,14
QQM18321,B.1.1.1,ORF6 protein,61,Tunisia,2020-10-14,2020,10,14
QQM18322,B.1.1.1,ORF7a protein,121,Tunisia,2020-10-14,2020,10,14
QQM18323,B.1.1.1,ORF7b protein,43,Tunisia,2020-10-14,2020,10,14
QQM18324,B.1.1.1,ORF8 protein,121,Tunisia,2020-10-14,2020,10,14
QQM18325,B.1.1.1,nucleocapsid phosphoprotein,419,Tunisia,2020-10-14,2020,10,14
QQM18326,B.1.1.1,ORF10 protein,38,Tunisia,2020-10-14,2020,10,14
QQM18327,B.1.428.2,ORF1ab polyprotein,7096,Tunisia,2020-10-14,2020,10,14
QQM18328,B.1.428.2,ORF1a polyprotein,4405,Tunisia,2020-10-14,2020,10,14
QQM18329,B.1.428.2,surface glycoprotein,1273,Tunisia,2020-10-14,2020,10,14
QQM18330,B.1.428.2,ORF3a protein,275,Tunisia,2020-10-14,2020,10,14
QQM18331,B.1.428.2,envelope protein,75,Tunisia,2020-10-14,2020,10,14
QQM18332,B.1.428.2,membrane glycoprotein,222,Tunisia,2020-10-14,2020,10,14
QQM18333,B.1.428.2,ORF6 protein,61,Tunisia,2020-10-14,2020,10,14
QQM18334,B.1.428.2,ORF7a protein,121,Tunisia,2020-10-14,2020,10,14
QQM18335,B.1.428.2,ORF7b protein,43,Tunisia,2020-10-14,2020,10,14
QQM18336,B.1.428.2,ORF8 protein,121,Tunisia,2020-10-14,2020,10,14
QQM18337,B.1.428.2,nucleocapsid phosphoprotein,419,Tunisia,2020-10-14,2020,10,14
QQM18338,B.1.428.2,ORF10 protein,38,Tunisia,2020-10-14,2020,10,14
QQM18350,B.1.1.198,ORF1ab polyprotein,7096,Tunisia,2020-10-16,2020,10,16
QQM18351,B.1.1.198,ORF1a polyprotein,4405,Tunisia,2020-10-16,2020,10,16
QQM18352,B.1.1.198,surface glycoprotein,1273,Tunisia,2020-10-16,2020,10,16
QQM18353,B.1.1.198,ORF3a protein,275,Tunisia,2020-10-16,2020,10,16
QQM18354,B.1.1.198,envelope protein,75,Tunisia,2020-10-16,2020,10,16
QQM18355,B.1.1.198,membrane glycoprotein,222,Tunisia,2020-10-16,2020,10,16
QQM18356,B.1.1.198,ORF6 protein,61,Tunisia,2020-10-16,2020,10,16
QQM18357,B.1.1.198,ORF7a protein,121,Tunisia,2020-10-16,2020,10,16
QQM18358,B.1.1.198,ORF7b protein,43,Tunisia,2020-10-16,2020,10,16
QQM18359,B.1.1.198,,17,Tunisia,2020-10-16,2020,10,16
QQM18360,B.1.1.198,nucleocapsid phosphoprotein,419,Tunisia,2020-10-16,2020,10,16
QQM18361,B.1.1.198,ORF10 protein,38,Tunisia,2020-10-16,2020,10,16
QQM18374,B.1.177,ORF1ab polyprotein,7096,Tunisia,2020-10-19,2020,10,19
QQM18375,B.1.177,ORF1a polyprotein,4405,Tunisia,2020-10-19,2020,10,19
QQM18376,B.1.177,surface glycoprotein,1273,Tunisia,2020-10-19,2020,10,19
QQM18377,B.1.177,ORF3a protein,275,Tunisia,2020-10-19,2020,10,19
QQM18378,B.1.177,envelope protein,75,Tunisia,2020-10-19,2020,10,19
QQM18379,B.1.177,membrane glycoprotein,222,Tunisia,2020-10-19,2020,10,19
QQM18380,B.1.177,ORF6 protein,61,Tunisia,2020-10-19,2020,10,19
QQM18381,B.1.177,ORF7a protein,121,Tunisia,2020-10-19,2020,10,19
QQM18382,B.1.177,ORF7b protein,43,Tunisia,2020-10-19,2020,10,19
QQM18383,B.1.177,ORF8 protein,121,Tunisia,2020-10-19,2020,10,19
QQM18384,B.1.177,nucleocapsid phosphoprotein,419,Tunisia,2020-10-19,2020,10,19
QQM18385,B.1.177,ORF10 protein,38,Tunisia,2020-10-19,2020,10,19
QQM18410,B.1.428.2,ORF1ab polyprotein,7096,Tunisia,2020-11-08,2020,11,8
QQM18411,B.1.428.2,ORF1a polyprotein,4405,Tunisia,2020-11-08,2020,11,8
QQM18412,B.1.428.2,surface glycoprotein,1273,Tunisia,2020-11-08,2020,11,8
QQM18413,B.1.428.2,ORF3a protein,275,Tunisia,2020-11-08,2020,11,8
QQM18414,B.1.428.2,envelope protein,75,Tunisia,2020-11-08,2020,11,8
QQM18415,B.1.428.2,membrane glycoprotein,222,Tunisia,2020-11-08,2020,11,8
QQM18416,B.1.428.2,ORF6 protein,61,Tunisia,2020-11-08,2020,11,8
QQM18417,B.1.428.2,ORF7a protein,121,Tunisia,2020-11-08,2020,11,8
QQM18418,B.1.428.2,ORF7b protein,43,Tunisia,2020-11-08,2020,11,8
QQM18419,B.1.428.2,ORF8 protein,121,Tunisia,2020-11-08,2020,11,8
QQM18420,B.1.428.2,nucleocapsid phosphoprotein,419,Tunisia,2020-11-08,2020,11,8
QQM18421,B.1.428.2,ORF10 protein,38,Tunisia,2020-11-08,2020,11,8
QQM18446,B.1.160,ORF1ab polyprotein,7096,Tunisia,2020-11-08,2020,11,8
QQM18447,B.1.160,ORF1a polyprotein,4405,Tunisia,2020-11-08,2020,11,8
QQM18448,B.1.160,surface glycoprotein,1273,Tunisia,2020-11-08,2020,11,8
QQM18449,B.1.160,ORF3a protein,275,Tunisia,2020-11-08,2020,11,8
QQM18450,B.1.160,envelope protein,75,Tunisia,2020-11-08,2020,11,8
QQM18451,B.1.160,membrane glycoprotein,222,Tunisia,2020-11-08,2020,11,8
QQM18452,B.1.160,ORF6 protein,61,Tunisia,2020-11-08,2020,11,8
QQM18453,B.1.160,ORF7a protein,121,Tunisia,2020-11-08,2020,11,8
QQM18454,B.1.160,ORF7b protein,43,Tunisia,2020-11-08,2020,11,8
QQM18455,B.1.160,ORF8 protein,121,Tunisia,2020-11-08,2020,11,8
QQM18456,B.1.160,nucleocapsid phosphoprotein,419,Tunisia,2020-11-08,2020,11,8
QQM18457,B.1.160,ORF10 protein,38,Tunisia,2020-11-08,2020,11,8
QQM18470,B.1.177,ORF1ab polyprotein,7096,Tunisia,2020-11-08,2020,11,8
QQM18471,B.1.177,ORF1a polyprotein,4405,Tunisia,2020-11-08,2020,11,8
QQM18472,B.1.177,surface glycoprotein,1273,Tunisia,2020-11-08,2020,11,8
QQM18473,B.1.177,ORF3a protein,275,Tunisia,2020-11-08,2020,11,8
QQM18474,B.1.177,envelope protein,75,Tunisia,2020-11-08,2020,11,8
QQM18475,B.1.177,membrane glycoprotein,222,Tunisia,2020-11-08,2020,11,8
QQM18476,B.1.177,ORF6 protein,61,Tunisia,2020-11-08,2020,11,8
QQM18477,B.1.177,ORF7a protein,121,Tunisia,2020-11-08,2020,11,8
QQM18478,B.1.177,ORF7b protein,43,Tunisia,2020-11-08,2020,11,8
QQM18479,B.1.177,ORF8 protein,121,Tunisia,2020-11-08,2020,11,8
QQM18480,B.1.177,nucleocapsid phosphoprotein,419,Tunisia,2020-11-08,2020,11,8
QQM18481,B.1.177,ORF10 protein,38,Tunisia,2020-11-08,2020,11,8
QQK39041,B.1.1,ORF1ab polyprotein,7096,Tunisia,2020-04-01,2020,4,1
QQK39042,B.1.1,ORF1a polyprotein,4405,Tunisia,2020-04-01,2020,4,1
QQK39043,B.1.1,surface glycoprotein,1273,Tunisia,2020-04-01,2020,4,1
QQK39044,B.1.1,ORF3a protein,275,Tunisia,2020-04-01,2020,4,1
QQK39045,B.1.1,envelope protein,75,Tunisia,2020-04-01,2020,4,1
QQK39046,B.1.1,membrane glycoprotein,222,Tunisia,2020-04-01,2020,4,1
QQK39047,B.1.1,ORF6 protein,61,Tunisia,2020-04-01,2020,4,1
QQK39048,B.1.1,ORF7a protein,121,Tunisia,2020-04-01,2020,4,1
QQK39049,B.1.1,ORF7b protein,43,Tunisia,2020-04-01,2020,4,1
QQK39050,B.1.1,ORF8 protein,121,Tunisia,2020-04-01,2020,4,1
QQK39051,B.1.1,nucleocapsid phosphoprotein,419,Tunisia,2020-04-01,2020,4,1
QQK39052,B.1.1,ORF10 protein,38,Tunisia,2020-04-01,2020,4,1
QQD90632,B.1.177,ORF1ab polyprotein,7096,Tunisia,2020-12-01,2020,12,1
QQD90633,B.1.177,ORF1a polyprotein,4405,Tunisia,2020-12-01,2020,12,1
QQD90634,B.1.177,surface glycoprotein,1273,Tunisia,2020-12-01,2020,12,1
QQD90635,B.1.177,ORF3a protein,275,Tunisia,2020-12-01,2020,12,1
QQD90636,B.1.177,envelope protein,75,Tunisia,2020-12-01,2020,12,1
QQD90637,B.1.177,membrane glycoprotein,222,Tunisia,2020-12-01,2020,12,1
QQD90638,B.1.177,ORF6 protein,61,Tunisia,2020-12-01,2020,12,1
QQD90639,B.1.177,ORF7a protein,121,Tunisia,2020-12-01,2020,12,1
QQD90640,B.1.177,ORF7b protein,43,Tunisia,2020-12-01,2020,12,1
QQD90641,B.1.177,ORF8 protein,121,Tunisia,2020-12-01,2020,12,1
QQD90642,B.1.177,nucleocapsid phosphoprotein,419,Tunisia,2020-12-01,2020,12,1
QQD90643,B.1.177,ORF10 protein,38,Tunisia,2020-12-01,2020,12,1
QQD90644,B.1.177,ORF1ab polyprotein,7096,Tunisia,2020-07-12,2020,7,12
QQD90645,B.1.177,ORF1a polyprotein,4405,Tunisia,2020-07-12,2020,7,12
QQD90646,B.1.177,surface glycoprotein,1273,Tunisia,2020-07-12,2020,7,12
QQD90647,B.1.177,ORF3a protein,275,Tunisia,2020-07-12,2020,7,12
QQD90648,B.1.177,envelope protein,75,Tunisia,2020-07-12,2020,7,12
QQD90649,B.1.177,membrane glycoprotein,222,Tunisia,2020-07-12,2020,7,12
QQD90650,B.1.177,ORF6 protein,61,Tunisia,2020-07-12,2020,7,12
QQD90651,B.1.177,ORF7a protein,121,Tunisia,2020-07-12,2020,7,12
QQD90652,B.1.177,ORF7b protein,43,Tunisia,2020-07-12,2020,7,12
QQD90653,B.1.177,ORF8 protein,121,Tunisia,2020-07-12,2020,7,12
QQD90654,B.1.177,nucleocapsid phosphoprotein,419,Tunisia,2020-07-12,2020,7,12
QQD90655,B.1.177,ORF10 protein,38,Tunisia,2020-07-12,2020,7,12
QPV51030,B.1.1.189,ORF1ab polyprotein,7096,Tunisia,2020-11-23,2020,11,23
QPV51031,B.1.1.189,ORF1a polyprotein,4405,Tunisia,2020-11-23,2020,11,23
QPV51032,B.1.1.189,surface glycoprotein,1273,Tunisia,2020-11-23,2020,11,23
QPV51033,B.1.1.189,ORF3a protein,275,Tunisia,2020-11-23,2020,11,23
QPV51034,B.1.1.189,envelope protein,75,Tunisia,2020-11-23,2020,11,23
QPV51035,B.1.1.189,membrane glycoprotein,222,Tunisia,2020-11-23,2020,11,23
QPV51036,B.1.1.189,ORF6 protein,61,Tunisia,2020-11-23,2020,11,23
QPV51037,B.1.1.189,ORF7a protein,121,Tunisia,2020-11-23,2020,11,23
QPV51038,B.1.1.189,ORF7b protein,43,Tunisia,2020-11-23,2020,11,23
QPV51039,B.1.1.189,ORF8 protein,121,Tunisia,2020-11-23,2020,11,23
QPV51040,B.1.1.189,nucleocapsid phosphoprotein,419,Tunisia,2020-11-23,2020,11,23
QPV51041,B.1.1.189,ORF10 protein,38,Tunisia,2020-11-23,2020,11,23
QPV51042,B.1.356,ORF1ab polyprotein,7096,Tunisia,2020-11-23,2020,11,23
QPV51043,B.1.356,ORF1a polyprotein,4405,Tunisia,2020-11-23,2020,11,23
QPV51044,B.1.356,surface glycoprotein,1273,Tunisia,2020-11-23,2020,11,23
QPV51045,B.1.356,ORF3a protein,275,Tunisia,2020-11-23,2020,11,23
QPV51046,B.1.356,envelope protein,75,Tunisia,2020-11-23,2020,11,23
QPV51047,B.1.356,membrane glycoprotein,222,Tunisia,2020-11-23,2020,11,23
QPV51048,B.1.356,ORF6 protein,61,Tunisia,2020-11-23,2020,11,23
QPV51049,B.1.356,ORF7a protein,121,Tunisia,2020-11-23,2020,11,23
QPV51050,B.1.356,ORF7b protein,43,Tunisia,2020-11-23,2020,11,23
