Accession,Pangolin,Protein,Length,Country,Collection_Date,Year,Month,Day
UDA80473,B.1.1.432,ORF1a polyprotein,4405,Mexico,2020-12-03,2020,12,3
UDA80474,B.1.1.432,surface glycoprotein,1273,Mexico,2020-12-03,2020,12,3
UDA80475,B.1.1.432,ORF3a protein,275,Mexico,2020-12-03,2020,12,3
UDA80476,B.1.1.432,envelope protein,75,Mexico,2020-12-03,2020,12,3
UDA80477,B.1.1.432,membrane glycoprotein,222,Mexico,2020-12-03,2020,12,3
UDA80478,B.1.1.432,ORF6 protein,61,Mexico,2020-12-03,2020,12,3
UDA80479,B.1.1.432,ORF7a protein,121,Mexico,2020-12-03,2020,12,3
UDA80480,B.1.1.432,ORF7b protein,43,Mexico,2020-12-03,2020,12,3
UDA80481,B.1.1.432,ORF8 protein,121,Mexico,2020-12-03,2020,12,3
UDA80482,B.1.1.432,nucleocapsid phosphoprotein,419,Mexico,2020-12-03,2020,12,3
UDA80483,B.1.1.432,ORF10 protein,38,Mexico,2020-12-03,2020,12,3
UDA80556,B.1.1.316,ORF1ab polyprotein,7096,Mexico,2020-12-04,2020,12,4
UDA80557,B.1.1.316,ORF1a polyprotein,4405,Mexico,2020-12-04,2020,12,4
UDA80558,B.1.1.316,surface glycoprotein,1273,Mexico,2020-12-04,2020,12,4
UDA80559,B.1.1.316,ORF3a protein,275,Mexico,2020-12-04,2020,12,4
UDA80560,B.1.1.316,envelope protein,75,Mexico,2020-12-04,2020,12,4
UDA80561,B.1.1.316,membrane glycoprotein,222,Mexico,2020-12-04,2020,12,4
UDA80562,B.1.1.316,ORF6 protein,61,Mexico,2020-12-04,2020,12,4
UDA80563,B.1.1.316,ORF7a protein,121,Mexico,2020-12-04,2020,12,4
UDA80564,B.1.1.316,ORF7b protein,43,Mexico,2020-12-04,2020,12,4
UDA80565,B.1.1.316,ORF8 protein,121,Mexico,2020-12-04,2020,12,4
UDA80566,B.1.1.316,nucleocapsid phosphoprotein,419,Mexico,2020-12-04,2020,12,4
UDA80567,B.1.1.316,ORF10 protein,38,Mexico,2020-12-04,2020,12,4
UDA80795,B.1,ORF1ab polyprotein,7096,Mexico,2020-12-09,2020,12,9
UDA80796,B.1,ORF1a polyprotein,4405,Mexico,2020-12-09,2020,12,9
UDA80797,B.1,surface glycoprotein,1273,Mexico,2020-12-09,2020,12,9
UDA80798,B.1,ORF3a protein,275,Mexico,2020-12-09,2020,12,9
UDA80799,B.1,envelope protein,75,Mexico,2020-12-09,2020,12,9
UDA80800,B.1,membrane glycoprotein,222,Mexico,2020-12-09,2020,12,9
UDA80801,B.1,ORF6 protein,61,Mexico,2020-12-09,2020,12,9
UDA80802,B.1,ORF7a protein,121,Mexico,2020-12-09,2020,12,9
UDA80803,B.1,ORF7b protein,43,Mexico,2020-12-09,2020,12,9
UDA80804,B.1,ORF8 protein,121,Mexico,2020-12-09,2020,12,9
UDA80805,B.1,nucleocapsid phosphoprotein,419,Mexico,2020-12-09,2020,12,9
UDA80806,B.1,ORF10 protein,38,Mexico,2020-12-09,2020,12,9
UDA83815,B.1.232,ORF1ab polyprotein,7096,Mexico,2020-12-11,2020,12,11
UDA83816,B.1.232,ORF1a polyprotein,4405,Mexico,2020-12-11,2020,12,11
UDA83817,B.1.232,surface glycoprotein,1273,Mexico,2020-12-11,2020,12,11
UDA83818,B.1.232,ORF3a protein,275,Mexico,2020-12-11,2020,12,11
UDA83819,B.1.232,envelope protein,75,Mexico,2020-12-11,2020,12,11
UDA83820,B.1.232,membrane glycoprotein,222,Mexico,2020-12-11,2020,12,11
UDA83821,B.1.232,ORF6 protein,61,Mexico,2020-12-11,2020,12,11
UDA83822,B.1.232,ORF7a protein,121,Mexico,2020-12-11,2020,12,11
UDA83823,B.1.232,ORF7b protein,43,Mexico,2020-12-11,2020,12,11
UDA83824,B.1.232,ORF8 protein,121,Mexico,2020-12-11,2020,12,11
UDA83825,B.1.232,nucleocapsid phosphoprotein,419,Mexico,2020-12-11,2020,12,11
UDA83826,B.1.232,ORF10 protein,38,Mexico,2020-12-11,2020,12,11
UDA83851,B.1.396,ORF1ab polyprotein,7096,Mexico,2020-12-11,2020,12,11
UDA83852,B.1.396,ORF1a polyprotein,4405,Mexico,2020-12-11,2020,12,11
UDA83853,B.1.396,surface glycoprotein,1273,Mexico,2020-12-11,2020,12,11
UDA83854,B.1.396,ORF3a protein,275,Mexico,2020-12-11,2020,12,11
UDA83855,B.1.396,envelope protein,75,Mexico,2020-12-11,2020,12,11
UDA83856,B.1.396,membrane glycoprotein,222,Mexico,2020-12-11,2020,12,11
UDA83857,B.1.396,ORF6 protein,61,Mexico,2020-12-11,2020,12,11
UDA83858,B.1.396,ORF7a protein,121,Mexico,2020-12-11,2020,12,11
UDA83859,B.1.396,ORF7b protein,43,Mexico,2020-12-11,2020,12,11
UDA83860,B.1.396,ORF8 protein,121,Mexico,2020-12-11,2020,12,11
UDA83861,B.1.396,nucleocapsid phosphoprotein,419,Mexico,2020-12-11,2020,12,11
UDA83862,B.1.396,ORF10 protein,38,Mexico,2020-12-11,2020,12,11
UDA84519,B.1.599,ORF1ab polyprotein,7096,Mexico,2020-12-22,2020,12,22
UDA84520,B.1.599,ORF1a polyprotein,4405,Mexico,2020-12-22,2020,12,22
UDA84521,B.1.599,surface glycoprotein,1273,Mexico,2020-12-22,2020,12,22
UDA84522,B.1.599,ORF3a protein,275,Mexico,2020-12-22,2020,12,22
UDA84523,B.1.599,envelope protein,75,Mexico,2020-12-22,2020,12,22
UDA84524,B.1.599,membrane glycoprotein,222,Mexico,2020-12-22,2020,12,22
UDA84525,B.1.599,ORF6 protein,61,Mexico,2020-12-22,2020,12,22
UDA84526,B.1.599,ORF7a protein,121,Mexico,2020-12-22,2020,12,22
UDA84527,B.1.599,ORF7b protein,43,Mexico,2020-12-22,2020,12,22
UDA84528,B.1.599,ORF8 protein,121,Mexico,2020-12-22,2020,12,22
UDA84529,B.1.599,nucleocapsid phosphoprotein,419,Mexico,2020-12-22,2020,12,22
UDA84530,B.1.599,ORF10 protein,38,Mexico,2020-12-22,2020,12,22
UDA84531,B.1.558,ORF1ab polyprotein,7096,Mexico,2020-12-22,2020,12,22
UDA84532,B.1.558,ORF1a polyprotein,4405,Mexico,2020-12-22,2020,12,22
UDA84533,B.1.558,surface glycoprotein,1273,Mexico,2020-12-22,2020,12,22
UDA84534,B.1.558,ORF3a protein,275,Mexico,2020-12-22,2020,12,22
UDA84535,B.1.558,envelope protein,75,Mexico,2020-12-22,2020,12,22
UDA84536,B.1.558,membrane glycoprotein,222,Mexico,2020-12-22,2020,12,22
UDA84537,B.1.558,ORF6 protein,61,Mexico,2020-12-22,2020,12,22
UDA84538,B.1.558,ORF7a protein,121,Mexico,2020-12-22,2020,12,22
UDA84539,B.1.558,ORF7b protein,43,Mexico,2020-12-22,2020,12,22
UDA84540,B.1.558,ORF8 protein,121,Mexico,2020-12-22,2020,12,22
UDA84541,B.1.558,nucleocapsid phosphoprotein,419,Mexico,2020-12-22,2020,12,22
UDA84542,B.1.558,ORF10 protein,38,Mexico,2020-12-22,2020,12,22
UDA84579,B.1.177.53,ORF1ab polyprotein,7096,Mexico,2020-12-22,2020,12,22
UDA84580,B.1.177.53,ORF1a polyprotein,4405,Mexico,2020-12-22,2020,12,22
UDA84581,B.1.177.53,surface glycoprotein,1273,Mexico,2020-12-22,2020,12,22
UDA84582,B.1.177.53,ORF3a protein,275,Mexico,2020-12-22,2020,12,22
UDA84583,B.1.177.53,envelope protein,75,Mexico,2020-12-22,2020,12,22
UDA84584,B.1.177.53,membrane glycoprotein,222,Mexico,2020-12-22,2020,12,22
UDA84585,B.1.177.53,ORF6 protein,61,Mexico,2020-12-22,2020,12,22
UDA84586,B.1.177.53,ORF7a protein,121,Mexico,2020-12-22,2020,12,22
UDA84587,B.1.177.53,ORF7b protein,43,Mexico,2020-12-22,2020,12,22
UDA84588,B.1.177.53,ORF8 protein,121,Mexico,2020-12-22,2020,12,22
UDA84589,B.1.177.53,nucleocapsid phosphoprotein,419,Mexico,2020-12-22,2020,12,22
UDA84590,B.1.177.53,ORF10 protein,38,Mexico,2020-12-22,2020,12,22
UDA84795,B.1.397,ORF1ab polyprotein,7096,Mexico,2020-11-27,2020,11,27
UDA84796,B.1.397,ORF1a polyprotein,4405,Mexico,2020-11-27,2020,11,27
UDA84797,B.1.397,surface glycoprotein,1273,Mexico,2020-11-27,2020,11,27
UDA84798,B.1.397,ORF3a protein,275,Mexico,2020-11-27,2020,11,27
UDA84799,B.1.397,envelope protein,75,Mexico,2020-11-27,2020,11,27
UDA84800,B.1.397,membrane glycoprotein,222,Mexico,2020-11-27,2020,11,27
UDA84801,B.1.397,ORF6 protein,61,Mexico,2020-11-27,2020,11,27
UDA84802,B.1.397,ORF7a protein,121,Mexico,2020-11-27,2020,11,27
UDA84803,B.1.397,ORF7b protein,43,Mexico,2020-11-27,2020,11,27
UDA84804,B.1.397,ORF8 protein,121,Mexico,2020-11-27,2020,11,27
UDA84805,B.1.397,nucleocapsid phosphoprotein,419,Mexico,2020-11-27,2020,11,27
UDA84806,B.1.397,ORF10 protein,38,Mexico,2020-11-27,2020,11,27
UDB00388,B.1.267,ORF1ab polyprotein,7096,Mexico,2020-04-03,2020,4,3
UDB00389,B.1.267,ORF1a polyprotein,4405,Mexico,2020-04-03,2020,4,3
UDB00390,B.1.267,surface glycoprotein,1273,Mexico,2020-04-03,2020,4,3
UDB00391,B.1.267,ORF3a protein,275,Mexico,2020-04-03,2020,4,3
UDB00392,B.1.267,envelope protein,75,Mexico,2020-04-03,2020,4,3
UDB00393,B.1.267,membrane glycoprotein,222,Mexico,2020-04-03,2020,4,3
UDB00394,B.1.267,ORF6 protein,61,Mexico,2020-04-03,2020,4,3
UDB00395,B.1.267,ORF7a protein,121,Mexico,2020-04-03,2020,4,3
UDB00396,B.1.267,ORF7b protein,43,Mexico,2020-04-03,2020,4,3
UDB00397,B.1.267,ORF8 protein,121,Mexico,2020-04-03,2020,4,3
UDB00398,B.1.267,nucleocapsid phosphoprotein,419,Mexico,2020-04-03,2020,4,3
UDB00399,B.1.267,ORF10 protein,38,Mexico,2020-04-03,2020,4,3
UDB00436,B.1.243,ORF1ab polyprotein,7096,Mexico,2020-04-08,2020,4,8
UDB00437,B.1.243,ORF1a polyprotein,4405,Mexico,2020-04-08,2020,4,8
UDB00438,B.1.243,surface glycoprotein,1273,Mexico,2020-04-08,2020,4,8
UDB00439,B.1.243,ORF3a protein,275,Mexico,2020-04-08,2020,4,8
UDB00440,B.1.243,envelope protein,75,Mexico,2020-04-08,2020,4,8
UDB00441,B.1.243,membrane glycoprotein,222,Mexico,2020-04-08,2020,4,8
UDB00442,B.1.243,ORF6 protein,61,Mexico,2020-04-08,2020,4,8
UDB00443,B.1.243,ORF7a protein,121,Mexico,2020-04-08,2020,4,8
UDB00444,B.1.243,ORF7b protein,43,Mexico,2020-04-08,2020,4,8
UDB00445,B.1.243,ORF8 protein,121,Mexico,2020-04-08,2020,4,8
UDB00446,B.1.243,nucleocapsid phosphoprotein,419,Mexico,2020-04-08,2020,4,8
UDB00447,B.1.243,ORF10 protein,38,Mexico,2020-04-08,2020,4,8
UDB00448,B.1.320,ORF1ab polyprotein,7096,Mexico,2020-04-09,2020,4,9
UDB00449,B.1.320,ORF1a polyprotein,4405,Mexico,2020-04-09,2020,4,9
UDB00450,B.1.320,surface glycoprotein,1273,Mexico,2020-04-09,2020,4,9
UDB00451,B.1.320,ORF3a protein,275,Mexico,2020-04-09,2020,4,9
UDB00452,B.1.320,envelope protein,75,Mexico,2020-04-09,2020,4,9
UDB00453,B.1.320,membrane glycoprotein,222,Mexico,2020-04-09,2020,4,9
UDB00454,B.1.320,ORF6 protein,61,Mexico,2020-04-09,2020,4,9
UDB00455,B.1.320,ORF7a protein,121,Mexico,2020-04-09,2020,4,9
UDB00456,B.1.320,ORF7b protein,43,Mexico,2020-04-09,2020,4,9
UDB00457,B.1.320,ORF8 protein,121,Mexico,2020-04-09,2020,4,9
UDB00458,B.1.320,nucleocapsid phosphoprotein,419,Mexico,2020-04-09,2020,4,9
UDB00459,B.1.320,ORF10 protein,38,Mexico,2020-04-09,2020,4,9
UDB00460,B.1.397,ORF1ab polyprotein,7096,Mexico,2020-04-07,2020,4,7
UDB00461,B.1.397,ORF1a polyprotein,4405,Mexico,2020-04-07,2020,4,7
UDB00462,B.1.397,surface glycoprotein,1273,Mexico,2020-04-07,2020,4,7
UDB00463,B.1.397,ORF3a protein,275,Mexico,2020-04-07,2020,4,7
UDB00464,B.1.397,envelope protein,75,Mexico,2020-04-07,2020,4,7
UDB00465,B.1.397,membrane glycoprotein,222,Mexico,2020-04-07,2020,4,7
UDB00466,B.1.397,ORF6 protein,61,Mexico,2020-04-07,2020,4,7
UDB00467,B.1.397,ORF7a protein,121,Mexico,2020-04-07,2020,4,7
UDB00468,B.1.397,ORF7b protein,43,Mexico,2020-04-07,2020,4,7
UDB00469,B.1.397,ORF8 protein,121,Mexico,2020-04-07,2020,4,7
UDB00470,B.1.397,nucleocapsid phosphoprotein,419,Mexico,2020-04-07,2020,4,7
UDB00471,B.1.397,ORF10 protein,38,Mexico,2020-04-07,2020,4,7
UDB00580,B.1.609,ORF1ab polyprotein,7096,Mexico,2020-04-08,2020,4,8
UDB00581,B.1.609,ORF1a polyprotein,4405,Mexico,2020-04-08,2020,4,8
UDB00582,B.1.609,surface glycoprotein,1273,Mexico,2020-04-08,2020,4,8
UDB00583,B.1.609,ORF3a protein,275,Mexico,2020-04-08,2020,4,8
UDB00584,B.1.609,envelope protein,75,Mexico,2020-04-08,2020,4,8
UDB00585,B.1.609,membrane glycoprotein,222,Mexico,2020-04-08,2020,4,8
UDB00586,B.1.609,ORF6 protein,61,Mexico,2020-04-08,2020,4,8
UDB00587,B.1.609,ORF7a protein,121,Mexico,2020-04-08,2020,4,8
UDB00588,B.1.609,ORF7b protein,43,Mexico,2020-04-08,2020,4,8
UDB00589,B.1.609,ORF8 protein,121,Mexico,2020-04-08,2020,4,8
UDB00590,B.1.609,nucleocapsid phosphoprotein,419,Mexico,2020-04-08,2020,4,8
UDB00591,B.1.609,ORF10 protein,38,Mexico,2020-04-08,2020,4,8
UDB00592,B.1.239,ORF1ab polyprotein,7096,Mexico,2020-04-09,2020,4,9
UDB00593,B.1.239,ORF1a polyprotein,4405,Mexico,2020-04-09,2020,4,9
UDB00594,B.1.239,surface glycoprotein,1273,Mexico,2020-04-09,2020,4,9
UDB00595,B.1.239,ORF3a protein,275,Mexico,2020-04-09,2020,4,9
UDB00596,B.1.239,envelope protein,75,Mexico,2020-04-09,2020,4,9
UDB00597,B.1.239,membrane glycoprotein,222,Mexico,2020-04-09,2020,4,9
UDB00598,B.1.239,ORF6 protein,61,Mexico,2020-04-09,2020,4,9
UDB00599,B.1.239,ORF7a protein,121,Mexico,2020-04-09,2020,4,9
UDB00600,B.1.239,ORF7b protein,43,Mexico,2020-04-09,2020,4,9
UDB00601,B.1.239,ORF8 protein,121,Mexico,2020-04-09,2020,4,9
UDB00602,B.1.239,nucleocapsid phosphoprotein,419,Mexico,2020-04-09,2020,4,9
UDB00603,B.1.239,ORF10 protein,38,Mexico,2020-04-09,2020,4,9
UDB00640,B.1.1,ORF1ab polyprotein,7096,Mexico,2020-04-10,2020,4,10
UDB00641,B.1.1,ORF1a polyprotein,4405,Mexico,2020-04-10,2020,4,10
UDB00642,B.1.1,surface glycoprotein,1273,Mexico,2020-04-10,2020,4,10
UDB00643,B.1.1,ORF3a protein,275,Mexico,2020-04-10,2020,4,10
UDB00644,B.1.1,envelope protein,75,Mexico,2020-04-10,2020,4,10
UDB00645,B.1.1,membrane glycoprotein,222,Mexico,2020-04-10,2020,4,10
UDB00646,B.1.1,ORF6 protein,61,Mexico,2020-04-10,2020,4,10
UDB00647,B.1.1,ORF7a protein,121,Mexico,2020-04-10,2020,4,10
UDB00648,B.1.1,ORF7b protein,43,Mexico,2020-04-10,2020,4,10
UDB00649,B.1.1,ORF8 protein,121,Mexico,2020-04-10,2020,4,10
UDB00650,B.1.1,nucleocapsid phosphoprotein,419,Mexico,2020-04-10,2020,4,10
UDB00651,B.1.1,ORF10 protein,38,Mexico,2020-04-10,2020,4,10
UDB01262,B.1.243,ORF1ab polyprotein,7096,Mexico,2020-05-04,2020,5,4
UDB01263,B.1.243,ORF1a polyprotein,4405,Mexico,2020-05-04,2020,5,4
UDB01264,B.1.243,surface glycoprotein,1273,Mexico,2020-05-04,2020,5,4
UDB01265,B.1.243,ORF3a protein,275,Mexico,2020-05-04,2020,5,4
UDB01266,B.1.243,envelope protein,75,Mexico,2020-05-04,2020,5,4
UDB01267,B.1.243,membrane glycoprotein,222,Mexico,2020-05-04,2020,5,4
UDB01268,B.1.243,ORF6 protein,61,Mexico,2020-05-04,2020,5,4
UDB01269,B.1.243,ORF7a protein,121,Mexico,2020-05-04,2020,5,4
UDB01270,B.1.243,ORF7b protein,43,Mexico,2020-05-04,2020,5,4
UDB01271,B.1.243,ORF8 protein,121,Mexico,2020-05-04,2020,5,4
UDB01272,B.1.243,nucleocapsid phosphoprotein,419,Mexico,2020-05-04,2020,5,4
UDB01273,B.1.243,ORF10 protein,38,Mexico,2020-05-04,2020,5,4
UDB01286,B.1.241,ORF1ab polyprotein,7096,Mexico,2020-04-28,2020,4,28
UDB01287,B.1.241,ORF1a polyprotein,4405,Mexico,2020-04-28,2020,4,28
UDB01288,B.1.241,surface glycoprotein,1273,Mexico,2020-04-28,2020,4,28
UDB01289,B.1.241,ORF3a protein,275,Mexico,2020-04-28,2020,4,28
UDB01290,B.1.241,envelope protein,75,Mexico,2020-04-28,2020,4,28
UDB01291,B.1.241,membrane glycoprotein,222,Mexico,2020-04-28,2020,4,28
UDB01292,B.1.241,ORF6 protein,61,Mexico,2020-04-28,2020,4,28
UDB01293,B.1.241,ORF7a protein,121,Mexico,2020-04-28,2020,4,28
UDB01294,B.1.241,ORF7b protein,43,Mexico,2020-04-28,2020,4,28
UDB01295,B.1.241,ORF8 protein,121,Mexico,2020-04-28,2020,4,28
UDB01296,B.1.241,nucleocapsid phosphoprotein,419,Mexico,2020-04-28,2020,4,28
UDB01297,B.1.241,ORF10 protein,38,Mexico,2020-04-28,2020,4,28
UDB01346,B.1.239,ORF1ab polyprotein,7096,Mexico,2020-05-01,2020,5,1
UDB01347,B.1.239,ORF1a polyprotein,4405,Mexico,2020-05-01,2020,5,1
UDB01348,B.1.239,surface glycoprotein,1273,Mexico,2020-05-01,2020,5,1
UDB01349,B.1.239,ORF3a protein,275,Mexico,2020-05-01,2020,5,1
UDB01350,B.1.239,envelope protein,75,Mexico,2020-05-01,2020,5,1
UDB01351,B.1.239,membrane glycoprotein,222,Mexico,2020-05-01,2020,5,1
UDB01352,B.1.239,ORF6 protein,61,Mexico,2020-05-01,2020,5,1
UDB01353,B.1.239,ORF7a protein,121,Mexico,2020-05-01,2020,5,1
UDB01354,B.1.239,ORF7b protein,43,Mexico,2020-05-01,2020,5,1
UDB01355,B.1.239,ORF8 protein,121,Mexico,2020-05-01,2020,5,1
UDB01356,B.1.239,nucleocapsid phosphoprotein,419,Mexico,2020-05-01,2020,5,1
UDB01357,B.1.239,ORF10 protein,38,Mexico,2020-05-01,2020,5,1
UDB01406,A.5,ORF1ab polyprotein,7096,Mexico,2020-05-03,2020,5,3
UDB01407,A.5,ORF1a polyprotein,4405,Mexico,2020-05-03,2020,5,3
UDB01408,A.5,surface glycoprotein,1273,Mexico,2020-05-03,2020,5,3
UDB01409,A.5,ORF3a protein,275,Mexico,2020-05-03,2020,5,3
UDB01410,A.5,envelope protein,75,Mexico,2020-05-03,2020,5,3
UDB01411,A.5,membrane glycoprotein,222,Mexico,2020-05-03,2020,5,3
UDB01412,A.5,ORF6 protein,61,Mexico,2020-05-03,2020,5,3
UDB01413,A.5,ORF7a protein,121,Mexico,2020-05-03,2020,5,3
UDB01414,A.5,ORF7b protein,43,Mexico,2020-05-03,2020,5,3
UDB01415,A.5,ORF8 protein,121,Mexico,2020-05-03,2020,5,3
UDB01416,A.5,nucleocapsid phosphoprotein,419,Mexico,2020-05-03,2020,5,3
UDB01417,A.5,ORF10 protein,38,Mexico,2020-05-03,2020,5,3
UDB01418,B.1.609,ORF1ab polyprotein,7096,Mexico,2020-05-03,2020,5,3
UDB01419,B.1.609,ORF1a polyprotein,4405,Mexico,2020-05-03,2020,5,3
UDB01420,B.1.609,surface glycoprotein,1273,Mexico,2020-05-03,2020,5,3
UDB01421,B.1.609,ORF3a protein,275,Mexico,2020-05-03,2020,5,3
UDB01422,B.1.609,envelope protein,75,Mexico,2020-05-03,2020,5,3
UDB01423,B.1.609,membrane glycoprotein,222,Mexico,2020-05-03,2020,5,3
UDB01424,B.1.609,ORF6 protein,61,Mexico,2020-05-03,2020,5,3
UDB01425,B.1.609,ORF7a protein,121,Mexico,2020-05-03,2020,5,3
UDB01426,B.1.609,ORF7b protein,43,Mexico,2020-05-03,2020,5,3
UDB01427,B.1.609,ORF8 protein,121,Mexico,2020-05-03,2020,5,3
UDB01428,B.1.609,nucleocapsid phosphoprotein,419,Mexico,2020-05-03,2020,5,3
UDB01429,B.1.609,ORF10 protein,38,Mexico,2020-05-03,2020,5,3
UDB01466,B.1.558,ORF1ab polyprotein,7096,Mexico,2020-05-05,2020,5,5
UDB01467,B.1.558,ORF1a polyprotein,4405,Mexico,2020-05-05,2020,5,5
UDB01468,B.1.558,surface glycoprotein,1273,Mexico,2020-05-05,2020,5,5
UDB01469,B.1.558,ORF3a protein,275,Mexico,2020-05-05,2020,5,5
UDB01470,B.1.558,envelope protein,75,Mexico,2020-05-05,2020,5,5
UDB01471,B.1.558,membrane glycoprotein,222,Mexico,2020-05-05,2020,5,5
UDB01472,B.1.558,ORF6 protein,61,Mexico,2020-05-05,2020,5,5
UDB01473,B.1.558,ORF7a protein,121,Mexico,2020-05-05,2020,5,5
UDB01474,B.1.558,ORF7b protein,43,Mexico,2020-05-05,2020,5,5
UDB01475,B.1.558,ORF8 protein,121,Mexico,2020-05-05,2020,5,5
UDB01476,B.1.558,nucleocapsid phosphoprotein,419,Mexico,2020-05-05,2020,5,5
UDB01477,B.1.558,ORF10 protein,38,Mexico,2020-05-05,2020,5,5
UDB01538,B.1,ORF1ab polyprotein,7096,Mexico,2020-05-07,2020,5,7
UDB01539,B.1,ORF1a polyprotein,4405,Mexico,2020-05-07,2020,5,7
UDB01540,B.1,surface glycoprotein,1273,Mexico,2020-05-07,2020,5,7
UDB01541,B.1,ORF3a protein,275,Mexico,2020-05-07,2020,5,7
UDB01542,B.1,envelope protein,75,Mexico,2020-05-07,2020,5,7
UDB01543,B.1,membrane glycoprotein,222,Mexico,2020-05-07,2020,5,7
UDB01544,B.1,ORF6 protein,61,Mexico,2020-05-07,2020,5,7
UDB01545,B.1,ORF7a protein,121,Mexico,2020-05-07,2020,5,7
UDB01546,B.1,ORF7b protein,43,Mexico,2020-05-07,2020,5,7
UDB01547,B.1,ORF8 protein,121,Mexico,2020-05-07,2020,5,7
UDB01548,B.1,nucleocapsid phosphoprotein,419,Mexico,2020-05-07,2020,5,7
UDB01549,B.1,ORF10 protein,38,Mexico,2020-05-07,2020,5,7
UDB01550,B.1.1.71,ORF1ab polyprotein,7096,Mexico,2020-05-09,2020,5,9
UDB01551,B.1.1.71,ORF1a polyprotein,4405,Mexico,2020-05-09,2020,5,9
UDB01552,B.1.1.71,surface glycoprotein,1273,Mexico,2020-05-09,2020,5,9
UDB01553,B.1.1.71,ORF3a protein,275,Mexico,2020-05-09,2020,5,9
UDB01554,B.1.1.71,envelope protein,75,Mexico,2020-05-09,2020,5,9
UDB01555,B.1.1.71,membrane glycoprotein,222,Mexico,2020-05-09,2020,5,9
UDB01556,B.1.1.71,ORF6 protein,61,Mexico,2020-05-09,2020,5,9
UDB01557,B.1.1.71,ORF7a protein,121,Mexico,2020-05-09,2020,5,9
UDB01558,B.1.1.71,ORF7b protein,43,Mexico,2020-05-09,2020,5,9
UDB01559,B.1.1.71,ORF8 protein,121,Mexico,2020-05-09,2020,5,9
UDB01560,B.1.1.71,nucleocapsid phosphoprotein,419,Mexico,2020-05-09,2020,5,9
UDB01561,B.1.1.71,ORF10 protein,38,Mexico,2020-05-09,2020,5,9
UDB01742,B.1.405,ORF1ab polyprotein,7096,Mexico,2020-05-08,2020,5,8
UDB01743,B.1.405,ORF1a polyprotein,4405,Mexico,2020-05-08,2020,5,8
UDB01744,B.1.405,surface glycoprotein,1273,Mexico,2020-05-08,2020,5,8
UDB01745,B.1.405,ORF3a protein,275,Mexico,2020-05-08,2020,5,8
UDB01746,B.1.405,envelope protein,75,Mexico,2020-05-08,2020,5,8
UDB01747,B.1.405,membrane glycoprotein,222,Mexico,2020-05-08,2020,5,8
UDB01748,B.1.405,ORF6 protein,61,Mexico,2020-05-08,2020,5,8
UDB01749,B.1.405,ORF7a protein,121,Mexico,2020-05-08,2020,5,8
UDB01750,B.1.405,ORF7b protein,43,Mexico,2020-05-08,2020,5,8
UDB01751,B.1.405,ORF8 protein,121,Mexico,2020-05-08,2020,5,8
UDB01752,B.1.405,nucleocapsid phosphoprotein,419,Mexico,2020-05-08,2020,5,8
UDB01753,B.1.405,ORF10 protein,38,Mexico,2020-05-08,2020,5,8
UDB01933,B.1.397,ORF1ab polyprotein,7096,Mexico,2020-05-08,2020,5,8
UDB01934,B.1.397,ORF1a polyprotein,4405,Mexico,2020-05-08,2020,5,8
UDB01935,B.1.397,surface glycoprotein,1273,Mexico,2020-05-08,2020,5,8
UDB01936,B.1.397,ORF3a protein,275,Mexico,2020-05-08,2020,5,8
UDB01937,B.1.397,envelope protein,75,Mexico,2020-05-08,2020,5,8
UDB01938,B.1.397,membrane glycoprotein,222,Mexico,2020-05-08,2020,5,8
UDB01939,B.1.397,ORF6 protein,61,Mexico,2020-05-08,2020,5,8
UDB01940,B.1.397,ORF7a protein,121,Mexico,2020-05-08,2020,5,8
UDB01941,B.1.397,ORF7b protein,43,Mexico,2020-05-08,2020,5,8
UDB01942,B.1.397,ORF8 protein,121,Mexico,2020-05-08,2020,5,8
UDB01943,B.1.397,nucleocapsid phosphoprotein,419,Mexico,2020-05-08,2020,5,8
UDB01944,B.1.397,ORF10 protein,38,Mexico,2020-05-08,2020,5,8
UDB03305,B.1.533,ORF1ab polyprotein,7096,Mexico,2020-04-24,2020,4,24
UDB03306,B.1.533,ORF1a polyprotein,4405,Mexico,2020-04-24,2020,4,24
UDB03307,B.1.533,surface glycoprotein,1273,Mexico,2020-04-24,2020,4,24
UDB03308,B.1.533,ORF3a protein,275,Mexico,2020-04-24,2020,4,24
UDB03309,B.1.533,envelope protein,75,Mexico,2020-04-24,2020,4,24
UDB03310,B.1.533,membrane glycoprotein,222,Mexico,2020-04-24,2020,4,24
UDB03311,B.1.533,ORF6 protein,61,Mexico,2020-04-24,2020,4,24
UDB03312,B.1.533,ORF7a protein,121,Mexico,2020-04-24,2020,4,24
UDB03313,B.1.533,ORF7b protein,43,Mexico,2020-04-24,2020,4,24
UDB03314,B.1.533,ORF8 protein,121,Mexico,2020-04-24,2020,4,24
UDB03315,B.1.533,nucleocapsid phosphoprotein,419,Mexico,2020-04-24,2020,4,24
UDB03316,B.1.533,ORF10 protein,38,Mexico,2020-04-24,2020,4,24
UDB03797,B.1.400,ORF1ab polyprotein,7096,Mexico,2020-04-27,2020,4,27
UDB03798,B.1.400,ORF1a polyprotein,4405,Mexico,2020-04-27,2020,4,27
UDB03799,B.1.400,surface glycoprotein,1273,Mexico,2020-04-27,2020,4,27
UDB03800,B.1.400,ORF3a protein,275,Mexico,2020-04-27,2020,4,27
UDB03801,B.1.400,envelope protein,75,Mexico,2020-04-27,2020,4,27
